Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (709)",,,"Reconstruction Position - Unlabeled Track (717)",,,"Reconstruction Position - Unlabeled Track (720)",,,"Reconstruction Position - Unlabeled Track (763)",,,"Reconstruction Position - Unlabeled Track (768)",,,"Reconstruction Position - Unlabeled Track (770)",,,"Reconstruction Position - Unlabeled Track (772)",,,"Reconstruction Position - Unlabeled Track (782)",,,"Reconstruction Position - Unlabeled Track (787)",,,"Reconstruction Position - Unlabeled Track (788)",,,"Reconstruction Position - Unlabeled Track (789)",,,"Reconstruction Position - Unlabeled Track (790)",,,"Reconstruction Position - Unlabeled Track (794)",,,"Reconstruction Position - Unlabeled Track (795)",,
116,0,"-1276.19","-698.839","1517.26","-1328.35","-831.407","1718.36","-1431.82","-1066.82","1410.88","-1364.48","-1243.99","1166.14","-1038.46","-527.782","1473.77","-1209.88","-920.729","1337.33","-861.147","-370.37","1457.04","-1157.77","-1371.32","1051.81","-989.928","-752.279","614.953","-1036.6","-698.449","197.464","-1303.74","-1015.34","513.764","-1507.73","-1040.71","174.728","-1295.4","-1010.99","1029.01","-1191.1","-744.509","1004.53"
117,0,"-1273.96","-697.691","1519.05","-1326.3","-830.268","1716.69","-1430.84","-1060.61","1407.29","-1367.23","-1242.02","1164.53","-1036.56","-523.405","1492","-1206.14","-918.495","1336.89","-860.353","-363.486","1491.21","-1161.18","-1375.58","1055.86","-983.088","-751.036","613.504","-1034.32","-698.445","196.243","-1300.07","-1012.51","512.153","-1506.26","-1039.15","174.387","-1291.5","-1005.97","1027.4","-1184.62","-740.795","1002.75"
118,0,"-1271.59","-696.284","1520.51","-1323.95","-828.961","1714.97","-1429.54","-1054.13","1403.7","-1370.09","-1239.68","1162.84","-1035.39","-519.299","1510.01","-1202.12","-915.948","1336.54","-860.947","-357.572","1525.24","-1164.79","-1379.3","1059.96","-976.2","-749.548","612.047","-1032.02","-698.49","195.007","-1296.5","-1009.5","510.87","-1504.85","-1037.63","174.223","-1287.33","-1000.73","1025.71","-1177.91","-736.853","1001.11"
119,0,"-1268.97","-694.982","1522.01","-1321.28","-827.481","1713.15","-1428.07","-1047.48","1400.18","-1373.05","-1236.99","1160.99","-1034.88","-515.516","1527.68","-1197.86","-912.666","1336","-863.061","-352.697","1559.21","-1168.3","-1382.68","1064.56","-969.131","-747.74","610.808","-1029.75","-698.469","193.58","-1292.53","-1006.52","509.619","-1503.35","-1036.22","174.129","-1282.88","-995.291","1024","-1171.13","-732.713","999.775"
120,0,"-1266.18","-693.558","1523.48","-1318.35","-825.847","1711.25","-1426.12","-1040.55","1396.51","-1376.09","-1233.91","1159.01","-1034.95","-512.073","1544.91","-1193.46","-909.09","1335.56","-866.473","-348.96","1592.72","-1172.4","-1385.17","1068.64","-962.167","-746.349","609.06","-1027.53","-698.456","192.144","-1288.33","-1003.52","508.311","-1501.72","-1034.87","174.147","-1278.16","-989.62","1022.17","-1164.29","-728.322","998.4"
121,0,"-1263.21","-692.047","1524.83","-1315.21","-824.021","1709.32","-1423.87","-1033.4","1392.8","-1379.2","-1230.35","1156.89","-1035.6","-508.954","1561.71","-1188.78","-905.381","1335.01","-871.23","-346.343","1625.67","-1176.58","-1387.22","1073.07","-955.524","-744.341","607.307","-1025.3","-698.433","190.601","-1283.85","-1000.63","507.042","-1499.97","-1033.43","174.346","-1273.32","-983.653","1020.09","-1157.33","-723.514","997.143"
122,0,"-1260.03","-690.453","1526.05","-1311.8","-822.112","1707.3","-1421.31","-1026.22","1389.16","-1382.53","-1226.4","1154.68","-1036.78","-506.224","1577.94","-1183.76","-901.543","1334.41","-877.243","-344.887","1657.66","-1180.89","-1388.66","1077.51","-949.313","-742.163","605.192","-1023.18","-698.393","189.194","-1279.02","-997.758","505.832","-1497.98","-1032.02","174.675","-1268.45","-977.341","1017.4","-1150.29","-718.392","996.07"
123,0,"-1256.94","-688.621","1527.31","-1308.24","-820.043","1705.32","-1418.4","-1018.93","1385.57","-1385.68","-1221.91","1152.35","-1038.5","-503.875","1593.81","-1178.42","-897.606","1333.65","-884.551","-344.444","1688.55","-1185.4","-1389.49","1082.06","-942.917","-739.994","603.294","-1021","-698.348","187.684","-1273.81","-994.969","504.805","-1495.58","-1030.5","175.121","-1262.02","-972.206","1016.22","-1143.24","-712.965","995.271"
124,0,"-1253.56","-686.842","1528.24","-1304.51","-817.885","1703.37","-1415.15","-1011.52","1382.07","-1388.81","-1216.92","1149.86","-1040.59","-502.272","1608.78","-1172.79","-893.407","1332.68","-893.014","-344.956","1718.01","-1190.05","-1389.63","1086.57","-936.636","-737.713","601.324","-1018.78","-698.356","186.089","-1268.05","-992.182","503.89","-1493.08","-1028.83","175.867","-1256.24","-965.623","1014.25","-1136.14","-707.257","994.75"
125,0,"-1250.18","-684.994","1529.1","-1300.68","-815.566","1701.49","-1411.54","-1004.03","1378.72","-1391.9","-1211.38","1147.27","-1043.42","-500.401","1623.6","-1166.9","-889.03","1331.76","-902.126","-346.505","1745.4","-1194.87","-1389.09","1091.14","-930.435","-735.285","599.271","-1016.67","-698.273","184.531","-1261.77","-989.403","503.088","-1490.65","-1026.93","177.226","-1250.17","-958.841","1012.35","-1129.03","-701.267","994.453"
126,0,"-1246.87","-683.058","1529.91","-1296.69","-813.152","1699.64","-1407.62","-996.457","1375.49","-1394.91","-1205.31","1144.59","-1046.33","-499.056","1637.36","-1160.71","-884.288","1330.81","-912.453","-348.738","1771.77","-1199.76","-1387.9","1095.57","-924.29","-732.732","597.184","-1014.64","-698.228","183.005","-1254.77","-986.544","502.342","-1487.47","-1025.51","178.574","-1243.89","-951.764","1010.43","-1121.83","-694.833","994.198"
127,0,"-1243.62","-681.025","1530.66","-1292.59","-810.594","1697.86","-1403.36","-988.829","1372.38","-1397.8","-1198.67","1141.8","-1049.53","-498.083","1650.28","-1154.2","-879.284","1329.83","-923.658","-351.152","1796.35","-1204.81","-1386","1099.93","-918.251","-729.949","595.105","-1012.52","-698.163","181.401","-1246.96","-983.762","501.762","-1483.96","-1024.16","180.322","-1237.36","-944.492","1008.58","-1114.51","-688.022","994.221"
128,0,"-1240.42","-678.953","1531.38","-1288.33","-807.895","1696.11","-1398.81","-981.171","1369.35","-1400.51","-1191.51","1138.88","-1052.98","-497.374","1662.4","-1147.55","-874.132","1328.91","-934.943","-354.291","1818.91","-1209.91","-1383.41","1104.16","-912.237","-726.965","593.019","-1010.53","-698.017","179.91","-1238.25","-981.048","501.105","-1480.07","-1022.86","182.487","-1230.63","-937.013","1006.78","-1107.12","-680.97","994.206"
129,0,"-1237.19","-676.859","1532.02","-1283.95","-805.054","1694.36","-1394.03","-973.494","1366.42","-1402.97","-1183.74","1135.85","-1056.56","-496.852","1673.75","-1140.86","-868.769","1328.07","-946.407","-357.766","1839.7","-1215.07","-1380.25","1108.3","-906.302","-723.755","590.995","-1008.73","-697.604","178.556","-1228.47","-978.484","500.523","-1475.59","-1021.5","184.959","-1223.73","-929.312","1005","-1099.7","-673.684","994.24"
130,0,"-1233.88","-674.715","1532.54","-1279.38","-802.092","1692.54","-1389","-965.834","1363.57","-1405.21","-1175.48","1132.67","-1060.16","-496.446","1684.26","-1134.2","-863.357","1327.34","-957.93","-361.845","1858.88","-1220.28","-1376.41","1112.32","-900.477","-720.25","588.997","-1006.96","-697.062","177.26","-1217.55","-976.01","499.985","-1470.44","-1020.09","187.797","-1216.74","-921.384","1003.21","-1092.25","-666.251","994.477"
131,0,"-1230.49","-672.462","1532.86","-1274.72","-799.003","1690.71","-1383.81","-958.188","1360.78","-1407.18","-1166.73","1129.36","-1063.77","-496.165","1693.96","-1127.6","-857.875","1326.65","-969.54","-365.753","1876.51","-1225.5","-1372","1116.28","-894.831","-716.376","586.94","-1005.25","-696.393","175.955","-1205.61","-973.512","499.517","-1464.49","-1018.56","190.922","-1209.65","-913.393","1001.55","-1084.81","-658.717","994.701"
132,0,"-1226.96","-670.064","1532.95","-1269.89","-795.806","1688.79","-1378.51","-950.582","1358.06","-1408.79","-1157.44","1125.89","-1067.34","-495.837","1702.79","-1121.03","-852.254","1325.85","-980.627","-369.655","1892.18","-1230.65","-1367.02","1120.06","-889.356","-712.282","584.807","-1003.48","-695.617","174.612","-1192.37","-971.3","499.137","-1457.61","-1016.98","194.6","-1202.57","-905.27","999.9","-1077.37","-651.017","995.031"
133,0,"-1223.23","-667.477","1532.82","-1265.17","-792.349","1686.87","-1373.15","-943.007","1355.29","-1410","-1147.67","1122.31","-1070.85","-495.58","1710.76","-1114.51","-846.68","1324.99","-991.361","-373.743","1906.25","-1235.83","-1361.54","1123.82","-884.13","-707.981","582.687","-1001.64","-694.733","173.22","-1177.93","-969.222","498.777","-1449.73","-1015.22","198.515","-1195.51","-897.165","998.384","-1070.02","-643.278","995.573"
134,0,"-1219.6","-664.624","1532.63","-1260.27","-788.931","1684.98","-1367.78","-935.445","1352.46","-1410.81","-1137.53","1118.52","-1074.12","-495.229","1717.78","-1108.03","-841.146","1324.1","-1001.47","-377.692","1918.49","-1240.93","-1355.55","1127.4","-879.079","-703.656","580.546","-1000.02","-693.653","171.973","-1162.48","-967.127","498.465","-1440.61","-1013.21","202.691","-1188.54","-889.052","996.836","-1062.74","-635.588","996.121"
135,0,"-1216.93","-660.865","1533.09","-1255.14","-785.551","1682.88","-1362.43","-927.888","1349.59","-1411.59","-1127.4","1114.65","-1077","-494.839","1723.83","-1101.54","-835.59","1323.13","-1010.99","-381.284","1929.07","-1245.94","-1349.07","1130.86","-874.182","-699.332","578.477","-998.516","-692.469","170.841","-1146.27","-964.94","498.174","-1430.58","-1011.02","207.033","-1181.68","-881.147","995.316","-1055.65","-627.954","996.754"
136,0,"-1213.41","-658.367","1531.79","-1249.94","-782.062","1680.72","-1357.08","-920.363","1346.69","-1412.05","-1117.08","1110.6","-1079.43","-494.259","1728.8","-1095.01","-830.089","1321.98","-1019.85","-384.492","1938.05","-1251.02","-1342.2","1134.19","-869.431","-694.977","576.429","-997.072","-691.237","169.801","-1129.56","-962.591","498.171","-1419.58","-1008.5","211.613","-1174.92","-873.472","993.705","-1048.79","-620.369","997.619"
137,0,"-1209.85","-655.343","1530.62","-1244.64","-778.515","1678.49","-1351.71","-912.921","1343.78","-1412.25","-1106.63","1106.39","-1081.36","-493.562","1732.77","-1088.41","-824.679","1320.68","-1027.96","-387.257","1945.54","-1255.86","-1334.86","1137.36","-864.763","-690.532","574.431","-995.575","-689.871","168.696","-1112.43","-960.005","498.46","-1407.42","-1005.45","215.946","-1168.38","-866.02","991.962","-1042.13","-612.998","998.303"
138,0,"-1206.29","-652.149","1529.05","-1239.28","-774.907","1676.22","-1346.35","-905.598","1340.86","-1412.15","-1096.05","1102.05","-1082.94","-492.537","1735.8","-1081.84","-819.259","1319.19","-1035.27","-389.63","1951.69","-1260.58","-1327.13","1140.37","-860.135","-685.991","572.392","-994.107","-688.414","167.661","-1095","-957.17","499.006","-1393.95","-1001.36","220.158","-1162.03","-858.84","990.092","-1035.73","-605.769","998.832"
139,0,"-1202.67","-648.769","1527.16","-1233.85","-771.149","1673.84","-1341.04","-898.428","1337.96","-1411.88","-1085.46","1097.65","-1084.13","-491.164","1737.99","-1075.38","-813.752","1317.54","-1041.63","-391.664","1956.63","-1265.2","-1319.08","1143.23","-855.412","-681.37","570.349","-992.862","-686.992","166.88","-1077.46","-954.039","499.854","-1379.39","-996.952","223.562","-1155.86","-851.895","988.026","-1029.56","-598.723","998.959"
140,0,"-1198.97","-645.229","1524.97","-1228.35","-767.317","1671.39","-1335.77","-891.415","1335.04","-1411.29","-1074.91","1093.13","-1084.83","-489.48","1739.33","-1068.98","-808.225","1315.75","-1047.53","-392.96","1961.23","-1269.72","-1310.68","1145.94","-850.341","-676.822","568.621","-991.711","-685.812","166.23","-1059.98","-950.623","500.946","-1365","-990.858","227.475","-1149.9","-845.177","985.809","-1023.52","-591.842","998.468"
141,0,"-1195.16","-641.527","1522.51","-1222.77","-763.366","1668.84","-1330.52","-884.609","1332.15","-1410.52","-1064.37","1088.52","-1085.01","-487.178","1739.92","-1062.73","-802.848","1313.85","-1052.19","-394.464","1964.22","-1274.05","-1301.98","1148.5","-845.638","-672.348","566.529","-989.879","-684.669","166.234","-1042.39","-946.84","502.143","-1351.12","-984.135","231.636","-1144.13","-838.757","983.468","-1017.76","-585.135","997.605"
142,0,"-1191.3","-637.662","1519.91","-1216.91","-759.51","1666.05","-1325.29","-877.972","1329.2","-1409.62","-1053.91","1083.83","-1084.68","-484.31","1739.81","-1056.7","-797.631","1311.74","-1056.09","-395.573","1966.64","-1278.21","-1292.98","1150.92","-841","-667.983","564.42","-988.719","-683.482","165.549","-1025.27","-942.747","503.676","-1336.45","-976.065","235.473","-1138.58","-832.476","980.868","-1012.09","-578.704","996.04"
143,0,"-1187.35","-633.672","1517.17","-1211.17","-755.311","1663.13","-1320.09","-871.554","1326.23","-1408.53","-1043.55","1079.09","-1083.71","-481.053","1739.06","-1050.92","-792.597","1309.39","-1059.01","-396.262","1968.46","-1282.22","-1283.75","1153.3","-836.476","-663.908","562.405","-987.568","-682.441","164.924","-1008.41","-938.366","505.481","-1321.65","-967.64","239.26","-1133.01","-826.298","978.546","-1006.68","-572.403","994.062"
144,0,"-1183.31","-629.609","1514.24","-1205.57","-750.901","1660.23","-1314.94","-865.361","1323.2","-1407.3","-1033.36","1074.33","-1082.28","-477.247","1737.79","-1045.38","-787.719","1306.76","-1061.74","-396.02","1969.84","-1286.12","-1274.3","1155.56","-832.045","-660.034","560.3","-986.509","-681.582","164.316","-991.822","-933.629","507.616","-1306.42","-959.017","243.081","-1128","-819.891","975.448","-1001.32","-566.275","991.668"
145,0,"-1179.23","-625.479","1511.27","-1200.03","-746.376","1657.29","-1309.83","-859.358","1320.13","-1405.93","-1023.34","1069.63","-1080.29","-473.127","1735.92","-1040.07","-782.851","1303.88","-1062.77","-395.728","1970.13","-1289.9","-1264.74","1157.86","-827.763","-656.358","558.158","-985.465","-680.859","163.739","-975.465","-928.675","510.141","-1290.46","-949.88","246.054","-1122.67","-813.956","972.574","-996.174","-560.195","988.84"
146,0,"-1175.03","-621.32","1508.21","-1194.56","-741.827","1654.34","-1304.82","-853.47","1317.02","-1404.48","-1013.52","1065.01","-1077.88","-468.54","1733.64","-1034.95","-777.999","1300.91","-1063.09","-394.854","1969.87","-1293.57","-1255.02","1160.12","-823.611","-652.878","555.999","-984.515","-680.144","163.115","-959.506","-923.602","513.076","-1273.83","-940.354","248.052","-1117.27","-808.184","969.834","-991.159","-554.056","985.771"
147,0,"-1170.8","-617.105","1505.09","-1189.16","-737.2","1651.33","-1299.86","-847.652","1313.87","-1402.94","-1003.87","1060.52","-1075.04","-463.566","1730.95","-1029.97","-773.004","1297.79","-1062.68","-393.457","1969.1","-1297.16","-1245.11","1162.34","-819.499","-649.528","553.814","-983.574","-679.497","162.53","-943.97","-918.289","516.154","-1257.01","-931.017","248.574","-1111.78","-802.433","967.166","-986.252","-547.928","982.535"
148,0,"-1166.42","-612.798","1502.02","-1183.81","-732.574","1648.31","-1294.99","-841.807","1310.71","-1401.32","-994.432","1056.16","-1071.83","-458.258","1727.98","-1025.11","-767.907","1294.55","-1061.25","-391.703","1967.77","-1300.51","-1235.1","1164.4","-815.463","-646.278","551.624","-982.748","-678.091","162.832","-928.826","-912.833","519.426","-1239.58","-920.323","249.877","-1106.18","-796.871","964.673","-981.613","-541.802","979.227"
149,0,"-1161.97","-608.374","1498.96","-1178.53","-727.863","1645.25","-1290.21","-835.921","1307.56","-1399.65","-985.147","1051.97","-1068.12","-452.516","1724.74","-1020.27","-762.743","1291.29","-1059.25","-389.443","1966.2","-1303.69","-1224.95","1166.43","-811.444","-643.022","549.465","-983.553","-678.002","160.821","-914.068","-906.809","522.575","-1222.04","-910.003","249.898","-1100.54","-791.283","962.152","-977.149","-535.711","976.001"
150,0,"-1157.39","-603.881","1496.02","-1173.36","-723.114","1642.21","-1285.5","-829.961","1304.44","-1397.92","-976.019","1047.93","-1064.02","-446.386","1721.33","-1015.25","-757.852","1288.39","-1056.52","-386.865","1964.38","-1306.76","-1214.78","1168.43","-808.082","-639.325","546.766","-982.892","-677.411","160.35","-899.788","-900.314","525.759","-1203.63","-899.848","249.013","-1094.9","-785.864","959.641","-972.891","-529.62","972.777"
151,0,"-1152.76","-599.254","1493.25","-1168.3","-718.366","1639.19","-1280.88","-823.99","1301.44","-1396.15","-967.015","1044.16","-1059.53","-439.772","1717.72","-1010.07","-753.007","1285.55","-1053.25","-383.988","1962.39","-1309.73","-1204.53","1170.42","-804.043","-635.994","544.419","-982.168","-677.016","159.76","-886.107","-893.638","528.316","-1186.33","-889.37","247.785","-1089.31","-780.553","957.166","-968.723","-523.616","969.619"
152,0,"-1147.87","-594.636","1490.46","-1163.39","-713.612","1636.27","-1276.24","-818.041","1298.55","-1394.33","-958.114","1040.63","-1054.62","-432.571","1713.99","-1004.87","-748.122","1282.56","-1049.34","-380.905","1960.2","-1312.55","-1194.29","1172.39","-799.93","-632.552","541.975","-981.424","-676.467","159.34","-872.362","-886.377","531.388","-1167.34","-878.276","246.843","-1083.85","-775.34","954.758","-964.658","-517.754","966.571"
153,0,"-1142.9","-589.869","1487.81","-1158.56","-708.855","1633.38","-1271.62","-812.145","1295.8","-1392.44","-949.306","1037.34","-1049.3","-425.018","1710.07","-999.757","-743.125","1279.62","-1044.97","-377.558","1957.83","-1315.27","-1184","1174.38","-795.875","-629.095","539.457","-980.494","-676.034","158.75","-859.066","-878.825","534.455","-1149.82","-868.194","244.75","-1078.59","-770.281","952.426","-960.616","-512.058","963.56"
154,0,"-1137.83","-584.912","1485.29","-1153.77","-704.15","1630.57","-1267.02","-806.35","1293.25","-1390.41","-940.599","1034.2","-1043.58","-417.068","1705.92","-994.666","-737.939","1276.75","-1040.13","-373.958","1955.19","-1317.85","-1173.7","1176.37","-791.709","-625.646","536.903","-979.567","-675.502","158.257","-846.332","-871.037","537.623","-1131.68","-858.317","242.741","-1073.52","-765.375","950.176","-956.69","-506.533","960.62"
155,0,"-1132.65","-579.733","1482.81","-1149.08","-699.436","1627.84","-1262.44","-800.624","1290.83","-1388.35","-931.984","1031.27","-1037.54","-408.801","1701.66","-989.666","-732.707","1273.96","-1034.86","-370.104","1952.24","-1320.24","-1163.36","1178.4","-787.64","-622.169","534.361","-977.363","-674.651","158.853","-834.056","-863.156","540.734","-1114.13","-848.555","240.926","-1068.63","-760.622","948.008","-952.663","-501.303","957.413"
156,0,"-1127.34","-574.425","1480.24","-1144.47","-694.783","1625.27","-1257.9","-794.89","1288.53","-1386.2","-923.504","1028.48","-1031.24","-400.292","1697.2","-984.717","-727.456","1271.14","-1029.19","-365.982","1948.98","-1322.42","-1152.96","1180.46","-783.659","-618.744","531.82","-976.474","-674.349","158.375","-822.292","-855.287","543.956","-1095.95","-840.475","237.84","-1063.91","-756.154","945.866","-948.809","-496.298","954.279"
157,0,"-1121.97","-568.88","1477.78","-1139.85","-690.106","1622.76","-1253.43","-789.143","1286.32","-1383.97","-915.15","1025.86","-1024.56","-391.511","1692.49","-979.838","-722.272","1268.36","-1023.15","-361.668","1945.45","-1324.39","-1142.55","1182.59","-779.707","-615.395","529.245","-975.685","-673.865","157.898","-810.935","-847.287","546.973","-1078.66","-831.58","235.562","-1059.31","-751.843","943.651","-944.958","-491.542","950.954"
158,0,"-1116.52","-563.217","1475.27","-1135.2","-685.283","1620.3","-1249","-783.362","1284.2","-1381.68","-906.937","1023.37","-1017.79","-382.419","1687.65","-975.109","-717.254","1265.6","-1016.8","-357.216","1941.64","-1326.18","-1132.02","1184.86","-775.953","-612.112","526.673","-974.919","-673.384","157.606","-799.747","-839.237","550.306","-1061.33","-823.725","232.829","-1054.86","-747.645","941.401","-941.116","-487.06","947.513"
159,0,"-1110.9","-557.506","1472.74","-1130.49","-680.296","1617.89","-1244.72","-777.536","1282.15","-1379.34","-898.895","1021.02","-1010.74","-372.984","1682.43","-970.499","-712.327","1262.82","-1010.03","-352.768","1937.45","-1327.65","-1121.46","1187.24","-772.252","-608.953","524.148","-974.025","-672.962","157.064","-789.435","-831.052","553.198","-1043.82","-817.687","230.138","-1050.52","-743.655","939.12","-937.341","-482.718","943.829"
160,0,"-1105.3","-551.726","1470.3","-1125.7","-675.099","1615.49","-1240.53","-771.6","1280.17","-1376.95","-891.014","1018.77","-1003.39","-363.157","1676.96","-966.058","-707.518","1260.04","-1003.06","-348.28","1932.94","-1328.94","-1110.81","1189.77","-768.731","-605.882","521.642","-973.407","-672.476","156.688","-779.644","-822.821","555.715","-1028.07","-810.532","227.218","-1046.21","-739.749","936.761","-933.781","-478.466","940.076"
161,0,"-1099.64","-545.945","1467.87","-1120.88","-669.666","1613.1","-1236.41","-765.614","1278.26","-1374.56","-883.305","1016.66","-995.769","-352.916","1671.08","-961.685","-702.817","1257.3","-995.806","-343.892","1927.95","-1330.08","-1100.12","1192.46","-765.286","-602.835","519.036","-972.793","-672.065","156.349","-770.267","-814.461","557.866","-1012.53","-804.435","224.515","-1041.94","-735.896","934.358","-930.292","-474.198","936.172"
162,0,"-1093.96","-540.126","1465.49","-1116.12","-663.999","1610.81","-1232.3","-759.657","1276.43","-1372.16","-875.767","1014.69","-987.928","-342.388","1664.82","-957.367","-698.133","1254.58","-988.41","-339.517","1922.46","-1331.16","-1089.32","1195.31","-761.887","-599.809","516.396","-972.229","-671.483","155.978","-761.285","-805.858","559.514","-997.572","-798.934","221.744","-1037.66","-732.033","931.871","-926.96","-469.928","932.31"
163,0,"-1088.33","-534.179","1463.13","-1111.43","-658.14","1608.57","-1228.21","-753.704","1274.71","-1369.78","-868.437","1012.9","-979.889","-331.593","1658.1","-953.114","-693.359","1251.82","-980.786","-335.127","1916.34","-1332.12","-1078.43","1198.28","-758.409","-596.797","513.703","-971.623","-670.966","155.533","-752.71","-797.071","560.82","-983.498","-793.847","218.894","-1033.35","-728.219","929.494","-923.748","-465.709","928.376"
164,0,"-1082.62","-528.071","1460.69","-1106.82","-651.999","1606.42","-1224.13","-747.812","1273.1","-1367.34","-861.278","1011.29","-971.678","-320.578","1650.97","-948.912","-688.542","1249.11","-973.089","-330.636","1909.68","-1332.93","-1067.51","1201.37","-754.887","-593.884","511.081","-970.907","-670.328","155.17","-744.534","-788.055","561.699","-970.089","-789.325","216.009","-1029.06","-724.34","927.199","-920.64","-461.48","924.534"
165,0,"-1076.89","-521.669","1458.21","-1102.23","-645.723","1604.3","-1220.01","-741.987","1271.63","-1364.71","-854.259","1009.6","-963.285","-309.462","1643.41","-944.719","-683.588","1246.37","-965.337","-326.05","1902.47","-1333.57","-1056.51","1204.56","-751.361","-590.918","508.508","-970.116","-669.757","154.849","-736.877","-778.926","562.08","-957.48","-785.198","213.112","-1024.74","-720.647","925.132","-917.663","-457.288","920.627"
166,0,"-1071.14","-515.008","1455.72","-1097.67","-639.255","1602.28","-1215.92","-736.227","1270.3","-1362.06","-847.447","1008.26","-954.774","-298.245","1635.42","-940.545","-678.536","1243.74","-957.605","-321.308","1894.77","-1334.05","-1045.51","1207.86","-747.76","-588","505.982","-969.315","-669.228","154.676","-729.675","-769.8","562.091","-945.722","-781.377","210.219","-1020.41","-716.953","923.158","-914.715","-453.205","916.764"
167,0,"-1065.36","-508.126","1453.09","-1093.17","-632.582","1600.37","-1211.81","-730.39","1269.12","-1359.37","-840.817","1007.23","-946.28","-286.979","1627.15","-936.402","-673.319","1241.19","-949.849","-316.381","1886.61","-1334.37","-1034.45","1211.24","-744.133","-585.091","503.418","-968.326","-668.682","154.365","-722.982","-760.694","561.758","-934.45","-778","207.094","-1016.11","-713.449","921.316","-911.846","-449.236","912.901"
168,0,"-1059.61","-501.019","1450.47","-1088.53","-625.649","1598.35","-1207.72","-724.445","1268.08","-1356.55","-834.332","1006.38","-937.8","-275.612","1618.54","-932.247","-667.94","1238.7","-942.171","-311.293","1878.06","-1334.46","-1023.39","1214.82","-740.58","-582.179","500.846","-967.418","-668.053","154.052","-716.861","-751.603","560.957","-924.417","-774.28","203.998","-1011.84","-710.122","919.518","-908.961","-445.317","908.87"
169,0,"-1053.85","-493.735","1447.83","-1083.91","-618.491","1596.49","-1203.65","-718.261","1267.3","-1353.58","-828.056","1005.74","-929.363","-264.033","1609.65","-928.158","-662.553","1236.36","-934.519","-306.047","1869.11","-1334.16","-1012.28","1218.63","-737.006","-579.268","498.209","-966.537","-667.638","153.835","-711.184","-742.665","559.709","-914.366","-771.224","200.543","-1007.6","-706.818","917.733","-906.181","-441.524","904.948"
170,0,"-1047.99","-486.322","1445.17","-1079.27","-611.074","1594.7","-1199.7","-712.106","1266.55","-1350.49","-821.988","1005.26","-921.016","-252.284","1600.58","-924.028","-656.989","1234.08","-926.923","-300.697","1859.66","-1333.49","-1001.14","1222.67","-733.512","-576.435","495.552","-965.359","-666.941","153.162","-706.071","-733.901","557.952","-904.152","-768.778","197.18","-1003.34","-703.547","916.082","-903.295","-437.853","900.874"
171,0,"-1042.2","-478.702","1442.57","-1074.52","-603.441","1592.99","-1195.53","-705.863","1265.84","-1347.2","-816.143","1004.99","-912.875","-240.462","1591.4","-919.948","-651.388","1231.89","-919.565","-295.148","1849.8","-1332.56","-989.851","1226.89","-729.979","-573.652","492.792","-965.462","-667.027","153.68","-701.502","-725.564","555.94","-899.404","-763.369","192.216","-999.06","-700.315","914.55","-900.548","-434.149","896.757"
172,0,"-1036.37","-470.926","1439.95","-1069.78","-595.463","1591.36","-1191.43","-699.49","1265.4","-1343.78","-810.525","1004.97","-905.001","-228.541","1582.07","-915.887","-645.621","1229.75","-912.406","-289.332","1839.62","-1331.41","-978.536","1231.3","-726.585","-570.868","490.084","-964.366","-666.431","153.262","-697.182","-717.56","553.452","-893.473","-759.728","189.562","-994.69","-697.066","913.268","-897.895","-430.408","892.705"
173,0,"-1030.64","-462.962","1437.34","-1064.97","-587.221","1589.88","-1187.27","-693.04","1265.16","-1340.15","-805.15","1005.17","-897.347","-216.631","1572.58","-911.898","-639.825","1227.81","-905.382","-283.091","1829.15","-1330.01","-967.08","1235.88","-723.114","-568.193","487.326","-963.501","-665.795","153.128","-693.067","-709.899","550.713","-891.193","-756.378","188.579","-989.871","-694.841","912.07","-895.217","-426.663","888.559"
174,0,"-1024.93","-454.837","1434.79","-1060.14","-578.68","1588.54","-1183.09","-686.517","1265.15","-1336.28","-799.982","1005.61","-889.935","-204.732","1562.89","-907.93","-633.88","1225.97","-898.557","-276.254","1818.58","-1328.35","-955.585","1240.63","-719.737","-565.516","484.558","-962.554","-665.18","152.878","-688.995","-702.482","547.556","-891.758","-753.42","188.544","-985.305","-691.624","911.136","-892.633","-422.869","884.588"
175,0,"-1019.36","-446.53","1432.34","-1055.19","-569.937","1587.34","-1178.82","-679.904","1265.39","-1332.26","-795.034","1006.4","-882.874","-192.868","1553.18","-903.919","-627.66","1224.23","-892.062","-268.809","1808.13","-1326.43","-944.106","1245.55","-716.39","-562.924","482.03","-961.812","-664.536","152.886","-685.556","-695.657","544.076","-892.907","-750.059","188.146","-980.623","-688.383","910.426","-890.165","-418.937","880.63"
176,0,"-1013.85","-438.031","1429.96","-1050.2","-560.924","1586.37","-1174.51","-673.171","1265.9","-1328.13","-790.296","1007.62","-876.445","-180.992","1543.62","-899.906","-621.263","1222.68","-885.362","-260.2","1797.91","-1324.18","-932.589","1250.7","-713.205","-560.247","479.645","-960.878","-663.851","152.863","-683.002","-689.538","540.287","-893.51","-746.571","186.944","-975.922","-685.072","909.929","-887.757","-414.938","876.787"
