Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (709)",,,"Reconstruction Position - Unlabeled Track (717)",,,"Reconstruction Position - Unlabeled Track (718)",,,"Reconstruction Position - Unlabeled Track (720)",,,"Reconstruction Position - Unlabeled Track (732)",,,"Reconstruction Position - Unlabeled Track (749)",,,"Reconstruction Position - Unlabeled Track (751)",,,"Reconstruction Position - Unlabeled Track (762)",,,"Reconstruction Position - Unlabeled Track (763)",,,"Reconstruction Position - Unlabeled Track (768)",,,"Reconstruction Position - Unlabeled Track (770)",,,"Reconstruction Position - Unlabeled Track (772)",,,"Reconstruction Position - Unlabeled Track (778)",,,"Reconstruction Position - Unlabeled Track (779)",,
11,0,"-1072.98","-257.619","1312.28","-911.006","-265.66","1517.84","-1226.32","-770.053","536.425","-1011.51","-658.124","1463.06","-1460.63","-828.396","219.562","-1082.59","-480.414","603.505","-1087.67","-468.887","188.839","-1038.76","-833.543","927.361","-1102.23","-804.582","1183.17","-1088.21","-290.35","995.636","-1007.94","-515.783","1232.65","-1013.12","-286.776","758.708","-1192.08","-740.533","1045.69","nan","nan","nan"
12,0,"-1070.89","-255.753","1311.53","-909.735","-263.018","1517.73","-1222.48","-768.805","537.147","-1010.33","-655.371","1463.79","-1459.86","-827.635","222.008","-1081.82","-478.396","603.702","-1087.57","-468.062","189.025","-1035.56","-828.942","927.275","-1099.57","-801.132","1183.14","-1086.38","-289.246","995.394","-1006.16","-513.771","1233.3","-1014.57","-286.627","757.711","-1190.87","-738.564","1046.65","nan","nan","nan"
13,0,"-1069.11","-253.977","1310.79","-908.615","-260.549","1517.74","-1218.82","-767.772","538.156","-1009.32","-652.741","1464.6","-1459.25","-826.773","224.328","-1081.26","-476.529","603.834","-1087.66","-467.249","189.158","-1032.22","-823.997","927.105","-1096.94","-797.851","1183.11","-1084.73","-288.12","995.274","-1004.4","-511.898","1234.01","-1015.78","-286.36","756.946","-1189.62","-736.6","1047.52","nan","nan","nan"
14,0,"-1067.54","-252.31","1310.05","-907.642","-258.193","1517.88","-1215.09","-766.52","538.804","-1008.41","-650.166","1465.38","-1458.56","-826.033","226.339","-1080.76","-474.959","603.936","-1087.05","-466.301","189.531","-1028.83","-818.775","926.946","-1094.34","-794.628","1183.09","-1083.19","-286.943","995.177","-1002.67","-510.084","1234.73","-1016.67","-285.923","756.313","-1188.42","-734.705","1048.35","nan","nan","nan"
15,0,"-1066.29","-250.732","1309.43","-906.802","-255.934","1518.06","-1211.56","-765.494","539.506","-1007.65","-647.762","1466.22","-1457.98","-825.396","228.773","-1080.5","-473.496","604.065","-1086.92","-465.66","189.661","-1025.39","-813.153","926.723","-1091.74","-791.539","1183.09","-1081.73","-285.714","995.084","-1000.89","-508.3","1235.55","-1017.33","-285.295","755.881","-1187.25","-733.097","1049.23","nan","nan","nan"
16,0,"-1065.25","-249.242","1308.87","-906.099","-253.848","1518.32","-1208.08","-764.305","539.777","-1007.03","-645.432","1467.06","-1457.47","-824.92","231.32","-1080.05","-472.035","604.393","-1087.04","-465.048","189.709","-1021.72","-807.148","926.563","-1089.17","-788.476","1183.05","-1080.39","-284.496","995.057","-999.159","-506.536","1236.43","-1017.74","-284.369","755.615","-1186.16","-731.494","1050.12","nan","nan","nan"
17,0,"-1064.43","-247.857","1308.45","-905.534","-251.839","1518.6","-1204.86","-763.369","540.412","-1006.52","-643.183","1467.92","-1456.77","-824.429","233.553","-1080.65","-470.812","604.394","-1087.13","-464.218","190.15","-1018.15","-801.009","926.124","-1086.64","-785.533","1183","-1079.17","-283.231","995.09","-997.596","-504.673","1237.25","-1017.76","-283.277","755.378","-1185.15","-730.067","1051.02","nan","nan","nan"
18,0,"-1063.78","-246.524","1308.07","-905.147","-249.927","1519","-1201.72","-762.876","541.259","-1006.13","-641.046","1468.77","-1456.03","-824.042","235.726","-1080.61","-469.798","604.343","-1087.91","-463.328","190.679","-1014.45","-794.576","925.924","-1084.09","-782.571","1182.83","-1077.98","-281.942","995.112","-996.196","-502.628","1237.99","-1017.52","-281.812","755.294","-1184.24","-728.777","1051.91","nan","nan","nan"
19,0,"-1063.33","-245.269","1307.82","-904.858","-248.13","1519.39","-1198.73","-762.136","541.832","-1005.8","-639.047","1469.59","-1455.26","-823.594","237.787","-1080.58","-468.855","604.312","-1087.89","-463.366","190.092","-1010.56","-787.872","925.691","-1081.54","-779.738","1182.65","-1076.92","-280.572","995.254","-994.977","-500.523","1238.59","-1017.02","-280.06","755.396","-1183.41","-726.931","1052.39","nan","nan","nan"
20,0,"-1063.02","-244.083","1307.69","-904.731","-246.447","1519.81","-1195.88","-761.42","542.523","-1005.63","-637.184","1470.47","-1454.38","-823.212","239.766","-1080.66","-467.897","604.304","-1087.9","-462.815","190.244","-1006.7","-780.941","925.419","-1078.92","-776.796","1182.34","-1075.8","-279.044","995.368","-993.933","-498.426","1239.18","-1016.25","-277.897","755.597","-1182.6","-724.708","1052.52","nan","nan","nan"
21,0,"-1062.86","-242.959","1307.66","-904.748","-244.866","1520.31","-1193.1","-760.638","543.111","-1005.54","-635.442","1471.33","-1453.37","-822.917","241.606","-1080.82","-466.973","604.209","-1087.98","-462.325","190.227","-1002.75","-773.814","925.176","-1076.24","-773.945","1182","-1074.75","-277.387","995.592","-993.075","-496.466","1239.76","-1015.1","-275.402","755.873","-1182.09","-723.768","1053.44","nan","nan","nan"
22,0,"-1062.77","-241.855","1307.72","-904.948","-243.385","1520.84","-1190.5","-759.715","543.706","-1005.54","-633.795","1472.19","-1452.39","-822.443","243.273","-1080.93","-466.182","604.194","-1088.17","-461.902","190.303","-998.811","-766.368","924.829","-1073.58","-771.336","1181.74","-1073.67","-275.532","995.929","-992.41","-494.753","1240.48","-1013.64","-272.491","756.301","-1182","-723.838","1054.76","nan","nan","nan"
23,0,"-1062.79","-240.829","1307.93","-905.194","-242.045","1521.34","-1187.77","-759.043","544.284","-1005.58","-632.231","1473.01","-1451.29","-821.985","244.773","-1081.11","-465.496","604.116","-1088.44","-461.471","190.422","-994.839","-758.77","924.494","-1070.93","-768.702","1181.38","-1072.53","-273.53","996.261","-991.915","-493.255","1241.26","-1011.9","-269.147","756.913","-1181.67","-722.889","1055.38","nan","nan","nan"
24,0,"-1062.93","-239.822","1308.29","-905.65","-240.803","1522.02","-1185.42","-758.09","544.959","-1005.75","-630.792","1473.89","-1450.04","-821.577","246.06","-1081.38","-464.881","604.093","-1088.69","-461.162","190.501","-990.768","-751.128","924.366","-1068.04","-765.314","1180.51","-1071.37","-271.325","996.716","-991.675","-492.006","1242.1","-1009.83","-265.441","757.62","-1181.53","-722.33","1056.22","nan","nan","nan"
25,0,"-1063.11","-238.905","1308.74","-906.265","-239.671","1522.67","-1183.21","-757.089","545.704","-1005.95","-629.418","1474.67","-1448.83","-821.063","247.297","-1081.87","-464.017","604.711","-1088.89","-460.962","190.539","-986.701","-743.117","924.065","-1065.25","-762.217","1179.72","-1070.09","-268.938","997.187","-991.739","-491","1242.95","-1007.54","-261.363","758.64","-1181.51","-721.865","1057.01","nan","nan","nan"
26,0,"-1063.4","-238.056","1309.34","-906.982","-238.677","1523.36","-1181.13","-756.199","546.519","-1006.02","-627.955","1475.28","-1447.04","-820.977","247.908","-1082.01","-464.256","603.91","-1089.07","-460.825","190.49","-982.552","-735.094","923.93","-1062.42","-758.932","1178.74","-1068.85","-266.392","997.881","-992.061","-490.111","1243.83","-1004.81","-256.967","759.607","-1181.5","-721.482","1057.78","nan","nan","nan"
27,0,"-1063.75","-237.296","1310.04","-907.848","-237.827","1524.16","-1179.21","-755.328","547.204","-1006.41","-626.761","1476.06","-1445.65","-820.542","248.685","-1082.31","-463.771","604.072","-1089.24","-460.751","190.456","-978.384","-726.803","923.696","-1059.57","-755.643","1177.76","-1067.45","-263.709","998.595","-992.536","-489.386","1244.82","-1001.93","-252.178","760.942","-1181.62","-721.178","1058.51","nan","nan","nan"
28,0,"-1064.2","-236.594","1310.88","-908.826","-237.083","1525","-1177.4","-754.556","547.945","-1006.78","-625.688","1476.73","-1444.28","-820.233","249.485","-1082.83","-463.458","604.167","-1089.46","-460.671","190.483","-974.074","-718.629","923.774","-1056.74","-752.255","1176.68","-1066.09","-260.905","999.572","-993.191","-488.711","1245.83","-998.804","-247.092","762.452","-1181.75","-720.899","1059.21","nan","nan","nan"
29,0,"-1064.72","-235.996","1311.86","-909.94","-236.45","1525.92","-1175.94","-753.813","548.696","-1007.23","-624.761","1477.4","-1442.8","-819.903","250.102","-1083.03","-463.364","603.595","-1089.67","-460.636","190.485","-969.744","-710.166","923.717","-1053.98","-748.75","1175.54","-1064.66","-258.004","1000.58","-993.905","-488.097","1246.89","-995.383","-241.723","764.088","-1181.95","-720.754","1059.92","nan","nan","nan"
30,0,"-1065.36","-235.437","1312.93","-911.149","-235.96","1526.81","-1174.38","-753.343","549.389","-1007.77","-623.97","1478.03","-1441.18","-819.642","250.633","-1083.37","-462.798","603.833","-1089.89","-460.618","190.502","-965.323","-701.703","923.878","-1051.34","-745.245","1174.37","-1063.26","-254.976","1001.79","-994.7","-487.494","1247.9","-991.856","-236.028","766.101","-1182.18","-720.578","1060.55","nan","nan","nan"
31,0,"-1066.09","-234.958","1314.14","-912.485","-235.617","1527.87","-1172.97","-752.925","550.021","-1008.3","-623.231","1478.57","-1439.43","-819.456","250.866","-1083.94","-463.815","603.186","-1090.1","-460.603","190.536","-960.823","-693.144","924.143","-1048.79","-741.647","1173.1","-1061.82","-251.887","1003.09","-995.499","-486.867","1248.94","-988.06","-230.078","768.203","-1182.45","-720.562","1061.17","nan","nan","nan"
32,0,"-1066.91","-234.527","1315.44","-913.967","-235.391","1528.97","-1171.73","-752.658","550.727","-1008.91","-622.644","1479.07","-1437.66","-819.273","250.817","-1084.44","-463.708","603.178","-1090.32","-460.557","190.577","-956.462","-684.392","924.327","-1046.26","-738.041","1171.82","-1060.36","-248.649","1004.46","-996.235","-486.289","1250.02","-984.175","-223.879","770.707","-1182.75","-720.521","1061.76","nan","nan","nan"
33,0,"-1067.83","-234.174","1316.81","-915.518","-235.266","1530.08","-1170.5","-752.34","551.302","-1009.56","-622.115","1479.49","-1435.92","-819.152","250.731","-1084.9","-464.673","602.805","-1090.51","-460.534","190.585","-951.949","-675.852","925.052","-1043.77","-734.389","1170.51","-1058.92","-245.322","1006","-996.96","-485.596","1250.95","-980.035","-217.436","773.312","-1183.1","-720.533","1062.32","nan","nan","nan"
34,0,"-1068.85","-233.869","1318.27","-917.174","-235.33","1531.33","-1169.39","-752.003","551.9","-1010.29","-621.774","1479.93","-1434.33","-819.19","250.636","-1085.38","-464.345","602.988","-1090.69","-460.491","190.608","-947.454","-667.035","925.684","-1041.26","-730.679","1169.19","-1057.45","-241.922","1007.65","-997.623","-484.88","1251.82","-975.808","-210.819","776.234","-1183.47","-720.661","1062.86","nan","nan","nan"
35,0,"-1069.99","-233.596","1319.83","-918.942","-235.462","1532.63","-1168.23","-751.625","552.385","-1011.09","-621.547","1480.31","-1433.16","-819.178","250.999","-1085.14","-465.056","602.183","-1090.9","-460.487","190.683","-943.004","-658.173","926.438","-1038.8","-726.943","1167.9","-1056.06","-238.458","1009.46","-998.254","-484.178","1252.66","-971.516","-203.979","779.521","-1183.93","-720.796","1063.37","nan","nan","nan"
36,0,"-1071.21","-233.405","1321.51","-920.762","-235.764","1533.99","-1167.17","-751.22","552.825","-1011.95","-621.484","1480.67","-1431.87","-819.321","251.133","-1085.65","-465.186","602.136","-1091.05","-460.556","190.705","-938.545","-649.468","927.484","-1036.39","-723.179","1166.67","-1054.64","-234.942","1011.36","-998.853","-483.473","1253.38","-967.072","-197.04","783.012","-1184.45","-720.957","1063.84","nan","nan","nan"
37,0,"-1072.55","-233.328","1323.26","-922.684","-236.212","1535.49","-1166.12","-750.958","553.238","-1012.96","-621.598","1481.07","-1430.84","-819.519","251.402","-1086.8","-464.901","602.51","-1091.17","-460.638","190.697","-934.211","-640.788","928.639","-1033.98","-719.415","1165.52","-1053.29","-231.347","1013.4","-999.494","-482.856","1254.12","-962.611","-189.897","786.77","-1185.01","-721.284","1064.25","nan","nan","nan"
38,0,"-1073.96","-233.273","1325.07","-924.661","-236.774","1536.94","-1165.11","-750.658","553.434","-1014.01","-621.82","1481.45","-1430.07","-819.638","251.812","-1087.22","-465.27","602.469","-1091.32","-460.742","190.693","-930.048","-632.202","929.881","-1031.67","-715.588","1164.39","-1052","-227.733","1015.55","-1000.16","-482.21","1254.8","-958.095","-182.707","790.847","-1185.65","-721.59","1064.6","nan","nan","nan"
39,0,"-1075.41","-233.363","1326.95","-926.738","-237.482","1538.5","-1164.26","-750.58","553.765","-1015.36","-622.38","1482.03","-1429.33","-819.843","252.153","-1087.71","-465.54","602.46","-1091.43","-460.839","190.639","-925.535","-623.545","931.537","-1029.4","-711.777","1163.36","-1050.77","-224.098","1017.89","-1000.84","-481.809","1255.77","-953.578","-175.426","795.116","-1186.34","-721.981","1064.86","nan","nan","nan"
40,0,"-1077.01","-233.486","1328.9","-928.886","-238.286","1540.11","-1163.44","-750.56","553.985","-1016.61","-622.795","1482.37","-1428.72","-820.074","252.474","-1088.36","-465.654","602.338","-1091.23","-460.858","191.048","-921.42","-615.156","933.307","-1027.24","-708.032","1162.45","-1049.57","-220.467","1020.26","-1001.58","-481.354","1256.69","-949.154","-168.048","799.714","-1187.05","-722.769","1065.27","nan","nan","nan"
41,0,"-1078.66","-233.727","1330.94","-931.077","-239.268","1541.74","-1162.6","-750.886","554.347","-1017.99","-623.317","1482.78","-1428.26","-820.302","252.472","-1088.98","-465.912","602.407","-1091.69","-460.672","191.116","-917.385","-606.904","935.217","-1025.13","-704.269","1161.6","-1048.48","-216.861","1022.83","-1002.31","-480.945","1257.72","-944.803","-160.662","804.597","-1187.82","-723.284","1065.5","nan","nan","nan"
42,0,"-1080.37","-234.06","1332.95","-933.382","-240.299","1543.45","-1162.06","-751.127","554.485","-1019.43","-623.953","1483.18","-1427.66","-821.076","253.411","-1089.54","-466.134","602.256","-1091.83","-460.753","191.14","-913.462","-598.753","937.303","-1023.11","-700.536","1160.92","-1047.38","-213.258","1025.38","-1003.04","-480.545","1258.69","-940.525","-153.32","809.641","-1188.61","-723.733","1065.55","nan","nan","nan"
43,0,"-1082.23","-234.416","1335.06","-935.696","-241.514","1545.15","-1161.65","-751.487","554.566","-1020.99","-624.667","1483.57","-1427.23","-821.559","253.473","-1089.9","-466.637","602.221","-1091.97","-460.87","191.119","-909.769","-590.836","939.631","-1021.2","-696.826","1160.3","-1046.4","-209.713","1028.1","-1003.84","-480.127","1259.63","-936.431","-146.021","814.939","-1189.45","-724.248","1065.6","nan","nan","nan"
44,0,"-1084.12","-234.884","1337.17","-938.128","-242.792","1546.85","-1161.28","-752.005","554.749","-1022.68","-625.385","1483.98","-1427.09","-821.915","253.571","-1090.56","-466.732","602.192","-1092.09","-460.926","191.077","-906.172","-583.148","942.076","-1019.32","-693.229","1159.81","-1045.48","-206.228","1030.96","-1004.69","-479.805","1260.64","-932.5","-138.844","820.412","-1190.29","-724.714","1065.65","nan","nan","nan"
45,0,"-1086.11","-235.391","1339.31","-940.61","-244.188","1548.61","-1161.08","-752.46","554.657","-1024.45","-626.247","1484.38","-1426.98","-822.352","253.549","-1091.23","-466.814","602.157","-1092.25","-460.936","191.096","-902.749","-575.677","944.584","-1017.56","-689.749","1159.48","-1044.67","-202.811","1033.9","-1005.59","-479.568","1261.7","-928.778","-131.765","826.099","-1191.13","-725.269","1065.65","nan","nan","nan"
46,0,"-1088.19","-236.01","1341.51","-943.158","-245.683","1550.39","-1160.89","-753.03","554.554","-1026.28","-627.153","1484.72","-1427.13","-822.694","253.62","-1091.89","-466.832","602.116","-1092.44","-460.882","191.054","-899.438","-568.567","947.241","-1015.86","-686.317","1159.2","-1043.94","-199.456","1036.93","-1006.48","-479.43","1262.73","-925.279","-124.893","831.961","-1191.99","-725.799","1065.59","nan","nan","nan"
47,0,"-1090.3","-236.668","1343.64","-945.838","-247.261","1552.31","-1160.84","-753.624","554.435","-1028.24","-628.169","1485.13","-1427.31","-823.162","253.628","-1092.6","-466.76","602.057","-1092.66","-460.848","191.078","-896.403","-561.686","950.021","-1014.22","-683.075","1159.08","-1043.31","-196.199","1040.11","-1007.35","-479.494","1263.7","-921.947","-118.193","837.961","-1192.84","-726.471","1065.54","nan","nan","nan"
48,0,"-1092.53","-237.448","1345.84","-948.533","-248.935","1554.16","-1160.92","-754.229","554.276","-1030.24","-629.246","1485.48","-1427.65","-823.651","253.593","-1093.46","-466.543","602.093","-1092.91","-460.764","191.103","-893.544","-555.135","952.865","-1012.68","-679.977","1159.13","-1042.8","-193.086","1043.32","-1008.22","-479.7","1264.55","-918.772","-111.762","843.989","-1193.73","-727.113","1065.36","nan","nan","nan"
49,0,"-1094.81","-238.32","1348.04","-951.331","-250.673","1556.07","-1161.1","-754.768","553.987","-1032.34","-630.466","1485.91","-1428.05","-824.186","253.496","-1094.08","-466.514","602.047","-1093.17","-460.696","191.166","-890.899","-548.947","955.838","-1011.33","-677.06","1159.27","-1042.39","-190.085","1046.67","-1009.13","-480.272","1265.53","-915.821","-105.637","850.188","-1194.67","-727.651","1065.11","nan","nan","nan"
50,0,"-1097.2","-239.262","1350.27","-954.212","-252.477","1558.06","-1161.43","-755.397","553.767","-1034.48","-631.7","1486.3","-1428.54","-824.841","253.499","-1094.68","-466.52","602.032","-1093.37","-460.651","191.152","-888.485","-543.021","958.885","-1010.05","-674.342","1159.58","-1042.12","-187.241","1050.07","-1010.05","-481.011","1266.56","-912.715","-99.956","855.67","-1195.65","-728.409","1064.86","nan","nan","nan"
51,0,"-1099.62","-240.29","1352.47","-957.12","-254.371","1560.02","-1161.82","-756.032","553.519","-1036.74","-633.029","1486.78","-1429.07","-825.424","253.381","-1095.28","-466.516","602.072","-1093.56","-460.607","191.121","-886.224","-537.551","962.056","-1008.96","-671.767","1159.96","-1041.99","-184.556","1053.58","-1011","-482.04","1267.75","-910.504","-94.4966","861.935","-1196.71","-729.042","1064.59","nan","nan","nan"
52,0,"-1102.16","-241.408","1354.69","-960.154","-256.304","1561.99","-1162.35","-756.677","553.266","-1038.89","-634.316","1487.07","-1429.59","-826.296","253.21","-1095.84","-466.53","602.101","-1093.77","-460.542","191.143","-884.173","-532.303","965.249","-1008.02","-669.491","1160.52","-1041.99","-182.137","1057.06","-1011.96","-483.19","1269.02","-908.687","-89.3666","868.037","-1197.8","-729.852","1064.42","nan","nan","nan"
53,0,"-1104.77","-242.599","1356.89","-963.242","-258.312","1564.01","-1163","-757.388","552.984","-1041.31","-635.819","1487.55","-1430.25","-827.023","252.979","-1096.38","-466.553","602.117","-1094.02","-460.468","191.148","-882.267","-527.512","968.452","-1007.34","-667.368","1161.09","-1042.15","-180.012","1060.52","-1012.95","-484.491","1270.4","-907.3","-84.5521","874.167","-1198.95","-730.709","1064.24","nan","nan","nan"
54,0,"-1107.5","-243.873","1359.06","-966.416","-260.357","1565.99","-1163.78","-758.168","552.719","-1043.86","-637.407","1488.09","-1431.2","-827.564","252.861","-1096.97","-466.569","602.151","-1094.24","-460.441","191.141","-880.551","-523.217","971.795","-1006.85","-665.513","1161.78","-1042.47","-178.132","1063.92","-1013.93","-485.794","1271.7","-906.151","-79.9741","880.134","-1200.16","-731.355","1063.94","nan","nan","nan"
55,0,"-1110.25","-245.23","1361.16","-969.682","-262.46","1568.02","-1164.66","-759.021","552.448","-1046.47","-639.128","1488.6","-1432.3","-828.118","252.606","-1097.55","-466.594","602.198","-1094.49","-460.382","191.179","-879.042","-519.278","975.032","-1006.57","-663.863","1162.49","-1042.99","-176.468","1067.3","-1014.9","-487.279","1273.09","-905.246","-75.7172","885.931","-1201.41","-732.113","1063.66","nan","nan","nan"
56,0,"-1113.07","-246.647","1363.2","-972.996","-264.678","1569.97","-1165.63","-759.879","552.093","-1049.05","-640.822","1489","-1433.39","-828.701","252.416","-1098.11","-466.689","602.245","-1094.68","-460.323","191.169","-877.703","-515.826","978.234","-1006.49","-662.523","1163.26","-1043.71","-175.019","1070.62","-1015.9","-488.671","1274.31","-904.628","-71.8045","891.57","-1202.71","-732.974","1063.41","nan","nan","nan"
57,0,"-1115.93","-248.111","1365.17","-976.396","-266.893","1571.94","-1166.65","-760.809","551.723","-1051.98","-642.837","1489.61","-1434.56","-829.365","252.071","-1098.63","-466.833","602.251","-1094.91","-460.276","191.175","-876.546","-512.903","981.414","-1006.6","-661.477","1164.03","-1044.6","-173.744","1073.83","-1016.95","-490.106","1275.56","-904.248","-68.2862","897.013","-1204.05","-733.783","1063.08","nan","nan","nan"
58,0,"-1118.85","-249.643","1367.07","-979.879","-269.219","1573.95","-1167.85","-761.778","551.342","-1054.61","-644.511","1489.82","-1435.65","-830.008","251.587","-1099.14","-467.028","602.283","-1095.1","-460.262","191.136","-875.595","-510.424","984.541","-1006.87","-660.776","1164.9","-1045.68","-172.63","1076.94","-1018.1","-491.471","1276.76","-904.195","-65.1385","902.332","-1205.41","-734.836","1062.83","nan","nan","nan"
59,0,"-1121.78","-251.25","1368.87","-983.41","-271.596","1575.92","-1169.08","-762.831","550.902","-1057.47","-646.489","1490.28","-1437.07","-830.585","251.189","-1099.68","-467.27","602.32","-1095.3","-460.234","191.175","-874.922","-508.305","987.524","-1007.33","-660.282","1165.67","-1046.91","-171.694","1079.88","-1019.45","-492.842","1277.91","-904.324","-62.4324","907.288","-1206.78","-735.8","1062.46","nan","nan","nan"
60,0,"-1124.74","-252.891","1370.57","-987.021","-274.009","1577.82","-1170.39","-763.876","550.416","-1060.45","-648.584","1490.75","-1438.53","-831.133","250.689","-1100.2","-467.523","602.359","-1095.47","-460.196","191.282","-874.526","-506.651","990.39","-1007.88","-660.208","1166.51","-1048.38","-170.982","1082.74","-1020.94","-494.171","1279.01","-904.744","-60.1096","912.077","-1208.21","-736.747","1062.05","nan","nan","nan"
