Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (709)",,,"Reconstruction Position - Unlabeled Track (717)",,,"Reconstruction Position - Unlabeled Track (720)",,,"Reconstruction Position - Unlabeled Track (763)",,,"Reconstruction Position - Unlabeled Track (768)",,,"Reconstruction Position - Unlabeled Track (770)",,,"Reconstruction Position - Unlabeled Track (772)",,,"Reconstruction Position - Unlabeled Track (788)",,,"Reconstruction Position - Unlabeled Track (789)",,,"Reconstruction Position - Unlabeled Track (790)",,,"Reconstruction Position - Unlabeled Track (816)",,,"Reconstruction Position - Unlabeled Track (817)",,,"Reconstruction Position - Unlabeled Track (821)",,,"Reconstruction Position - Unlabeled Track (822)",,
11,0,"-1230.33","-376.708","1460.7","-1095.78","-448.673","1688.36","-1110.27","-788.723","1498.28","-1009.65","-789.377","1184.97","-1147.62","-255.631","1168.71","-1085.03","-588.863","1331.16","-920.254","-158.478","1100.61","-1134.2","-552.446","187.225","-1130.42","-810.705","553.973","-1386.93","-934.599","258.869","-853.478","-616.03","1056.1","-1112.5","-546.387","599.398","-1196.07","-797.463","1064.69","nan","nan","nan"
12,0,"-1233.17","-379.037","1460.18","-1099.37","-451.422","1688.54","-1113.78","-791.423","1497.87","-1013.58","-792.907","1184.37","-1150.84","-259.326","1167.41","-1087.92","-591.364","1331.06","-924.018","-162.259","1097.63","-1134.4","-552.493","187.302","-1133.25","-812.593","553.217","-1390.37","-935.044","258.394","-857.301","-620.096","1054.96","-1113.54","-547.181","599.461","-1198.16","-799.153","1063.98","nan","nan","nan"
13,0,"-1235.95","-381.457","1459.52","-1103","-454.175","1688.71","-1117.31","-794.208","1497.47","-1017.63","-796.514","1183.68","-1154.17","-263.045","1166.18","-1090.91","-593.961","1330.92","-927.774","-166.151","1094.38","-1134.62","-552.536","187.345","-1136.12","-814.587","552.542","-1393.88","-935.542","257.805","-861.197","-624.322","1053.64","-1114.62","-548.094","599.568","-1200.29","-800.956","1063.27","nan","nan","nan"
14,0,"-1238.83","-383.831","1458.94","-1106.58","-456.976","1688.9","-1120.86","-797.024","1497.06","-1021.79","-800.269","1182.99","-1157.43","-266.96","1164.66","-1093.98","-596.595","1330.72","-931.771","-170.284","1091.37","-1134.86","-552.602","187.367","-1139.24","-816.51","551.692","-1397.67","-935.904","257.227","-865.172","-628.804","1052.27","-1115.73","-549.002","599.594","-1202.44","-802.753","1062.54","nan","nan","nan"
15,0,"-1241.75","-386.28","1458.32","-1110.23","-459.753","1688.95","-1124.45","-799.83","1496.62","-1026.06","-804.092","1182.23","-1160.92","-270.831","1163.35","-1097.14","-599.248","1330.48","-935.874","-174.467","1088.27","-1135.1","-552.692","187.377","-1142.55","-818.455","550.836","-1401.87","-936.456","256.557","-869.229","-633.345","1050.72","-1116.9","-550.009","599.658","-1204.64","-804.634","1061.77","nan","nan","nan"
16,0,"-1244.66","-388.749","1457.64","-1113.89","-462.57","1689.03","-1128.06","-802.697","1496.18","-1030.39","-808.062","1181.48","-1164.31","-274.85","1161.82","-1100.35","-601.978","1330.17","-939.888","-178.836","1084.78","-1135.37","-552.806","187.494","-1145.88","-820.539","550.049","-1405.82","-936.725","255.803","-873.411","-638.153","1049.17","-1118.1","-551.083","599.748","-1206.87","-806.604","1061.01","nan","nan","nan"
17,0,"-1247.66","-391.29","1456.99","-1117.54","-465.401","1689.05","-1131.73","-805.591","1495.77","-1034.83","-812.163","1180.72","-1167.91","-278.894","1160.39","-1103.65","-604.789","1329.87","-943.909","-183.318","1081.12","-1135.68","-552.93","187.67","-1149.3","-822.477","548.989","-1409.99","-937.04","254.956","-877.675","-643.035","1047.47","-1119.33","-552.215","599.879","-1209.13","-808.582","1060.24","nan","nan","nan"
18,0,"-1250.68","-393.843","1456.29","-1121.23","-468.233","1689.04","-1135.41","-808.535","1495.35","-1039.29","-816.38","1179.98","-1171.39","-283.109","1158.74","-1107.02","-607.634","1329.52","-948.044","-187.966","1077.47","-1135.91","-553.043","187.757","-1153.13","-824.408","547.869","-1414.04","-937.043","254.117","-882.054","-648.064","1045.75","-1120.58","-553.368","600.002","-1211.44","-810.609","1059.45","nan","nan","nan"
19,0,"-1253.66","-396.473","1455.53","-1124.91","-471.1","1689.02","-1139.08","-811.51","1494.9","-1043.83","-820.647","1179.18","-1174.96","-287.349","1157.13","-1110.47","-610.597","1329.21","-952.287","-192.734","1073.76","-1136.15","-553.175","187.848","-1157.14","-826.454","547.066","-1418.85","-937.277","252.852","-886.563","-653.218","1043.94","-1121.85","-554.577","600.171","-1213.78","-812.712","1058.69","nan","nan","nan"
20,0,"-1256.75","-399.123","1454.8","-1128.63","-473.977","1688.98","-1142.79","-814.554","1494.47","-1048.46","-825.057","1178.42","-1178.66","-291.65","1155.53","-1113.92","-613.552","1328.82","-956.53","-197.493","1069.87","-1136.44","-553.371","187.965","-1161.19","-828.525","546.074","-1423.36","-937.446","251.599","-891.145","-658.464","1042.08","-1123.13","-555.818","600.289","-1216.18","-814.878","1057.92","nan","nan","nan"
21,0,"-1259.8","-401.85","1454.02","-1132.37","-476.916","1688.9","-1146.51","-817.617","1494.01","-1053.14","-829.566","1177.63","-1182.4","-296.018","1153.96","-1117.42","-616.594","1328.41","-960.908","-202.407","1066.05","-1136.68","-553.539","188.007","-1165.52","-830.556","545.122","-1427.77","-937.754","250.183","-895.811","-663.822","1040.14","-1124.47","-557.065","600.419","-1218.62","-817.046","1057.16","nan","nan","nan"
22,0,"-1262.87","-404.625","1453.18","-1136.1","-479.866","1688.79","-1150.26","-820.723","1493.56","-1057.88","-834.065","1176.81","-1186.23","-300.403","1152.39","-1120.94","-619.706","1327.98","-965.652","-207.355","1062.63","-1136.91","-553.686","188.043","-1170.05","-832.594","544.222","-1431.92","-937.864","248.74","-900.592","-669.335","1038.24","-1125.86","-558.36","600.542","-1221.11","-819.233","1056.38","nan","nan","nan"
23,0,"-1265.98","-407.461","1452.36","-1139.82","-482.845","1688.69","-1154.02","-823.884","1493.1","-1062.69","-838.73","1176.02","-1189.9","-305.046","1150.57","-1124.51","-622.858","1327.51","-970.183","-212.494","1058.67","-1137.16","-553.822","188.051","-1174.61","-834.672","543.277","-1436.35","-938.182","247.004","-905.387","-674.964","1036.27","-1127.33","-559.684","600.671","-1223.69","-821.543","1055.65","nan","nan","nan"
24,0,"-1269.14","-410.319","1451.57","-1143.57","-485.834","1688.48","-1157.81","-827.064","1492.62","-1067.51","-843.415","1175.22","-1193.75","-309.693","1148.93","-1128.11","-626.011","1327.03","-974.775","-217.729","1054.64","-1137.45","-554.005","188.159","-1179.47","-836.687","542.285","-1441.71","-938.048","245.373","-910.304","-680.581","1034.21","-1128.81","-561.081","600.789","-1226.33","-823.889","1054.92","nan","nan","nan"
25,0,"-1272.33","-413.222","1450.76","-1147.31","-488.878","1688.3","-1161.65","-830.245","1492.1","-1072.43","-848.174","1174.42","-1197.7","-314.299","1147.31","-1131.77","-629.208","1326.57","-979.584","-223.002","1050.77","-1137.8","-554.229","188.292","-1184.19","-838.864","541.421","-1446.14","-938.183","243.51","-915.186","-686.405","1032.21","-1130.35","-562.564","600.926","-1229.08","-826.294","1054.23","nan","nan","nan"
26,0,"-1275.52","-416.183","1449.88","-1151.06","-491.924","1688.04","-1165.52","-833.531","1491.59","-1077.37","-852.932","1173.61","-1201.68","-319.059","1145.66","-1135.51","-632.411","1326.12","-984.313","-228.412","1046.7","-1138.17","-554.455","188.462","-1189.2","-840.88","540.544","-1450.64","-938.274","241.62","-920.165","-692.234","1030.12","-1131.93","-564.101","601.044","-1231.91","-828.805","1053.55","nan","nan","nan"
27,0,"-1278.75","-419.17","1449.06","-1154.83","-495.068","1687.81","-1169.28","-836.66","1490.85","-1082.36","-857.798","1172.82","-1205.49","-323.996","1143.8","-1139.3","-635.625","1325.61","-989.151","-233.912","1042.67","-1138.47","-554.688","188.472","-1194.16","-842.968","539.61","-1455.06","-938.229","239.76","-925.143","-698.212","1028.08","-1133.56","-565.707","601.172","-1234.82","-831.376","1052.88","nan","nan","nan"
28,0,"-1282","-422.215","1448.24","-1158.57","-498.167","1687.54","-1173.25","-839.972","1490.31","-1087.44","-862.659","1171.98","-1209.68","-328.722","1142.36","-1143.11","-638.869","1325.08","-994.068","-239.454","1038.64","-1138.99","-554.922","188.509","-1199.32","-845.026","538.861","-1459.83","-937.875","238.108","-930.147","-704.261","1026.03","-1135.21","-567.373","601.31","-1237.83","-833.996","1052.2","nan","nan","nan"
29,0,"-1285.34","-425.26","1447.45","-1162.34","-501.38","1687.24","-1177.23","-843.356","1489.72","-1092.53","-867.67","1171.21","-1213.62","-333.768","1140.63","-1146.97","-642.138","1324.53","-999.272","-245.1","1035.06","-1139.56","-555.404","188.288","-1204.41","-847.066","537.918","-1464.57","-937.44","236.284","-935.179","-710.347","1023.97","-1136.91","-569.114","601.463","-1240.96","-836.749","1051.58","nan","nan","nan"
30,0,"-1288.65","-428.378","1446.57","-1166.1","-504.565","1686.94","-1181.29","-846.778","1489.14","-1097.66","-872.603","1170.41","-1217.66","-338.758","1138.98","-1150.8","-645.482","1324.01","-1004.23","-250.85","1030.96","-1139.93","-555.683","188.425","-1209.55","-849.119","537.075","-1468.94","-937.069","234.329","-940.257","-716.539","1021.98","-1138.71","-570.901","601.593","-1244.15","-839.564","1050.96","nan","nan","nan"
31,0,"-1292","-431.515","1445.75","-1169.82","-507.856","1686.23","-1185.4","-850.307","1488.6","-1102.87","-877.641","1169.65","-1221.18","-344.359","1136.65","-1154.63","-648.914","1323.48","-1009.28","-256.656","1026.91","-1140.23","-556.019","188.553","-1214.92","-851.014","536.227","-1473.46","-936.576","232.426","-945.402","-722.69","1020","-1140.53","-572.761","601.694","-1247.41","-842.443","1050.31","nan","nan","nan"
32,0,"-1295.37","-434.721","1444.92","-1173.56","-511.126","1685.89","-1189.53","-853.836","1487.99","-1108.09","-882.71","1168.87","-1225.24","-349.432","1135.04","-1158.4","-652.441","1322.95","-1014.45","-262.434","1023.03","-1140.63","-556.335","188.787","-1220.08","-853.053","535.515","-1478.05","-936.044","230.503","-950.558","-728.952","1018.07","-1142.53","-574.625","601.818","-1250.74","-845.341","1049.68","nan","nan","nan"
33,0,"-1298.72","-437.934","1444.05","-1177.34","-514.507","1685.45","-1193.76","-857.4","1487.41","-1113.34","-887.797","1168.12","-1229.4","-354.516","1133.5","-1162.1","-655.987","1322.38","-1019.57","-268.177","1019.05","-1140.97","-556.642","188.893","-1225.53","-854.787","534.614","-1482.39","-935.689","228.515","-955.805","-735.124","1016.07","-1144.53","-576.604","601.89","-1254.13","-848.289","1049.07","nan","nan","nan"
34,0,"-1301.89","-441.334","1442.8","-1181.08","-517.79","1684.99","-1198.02","-861.003","1486.8","-1118.6","-893.017","1167.41","-1233.5","-359.649","1131.9","-1165.76","-659.552","1321.8","-1024.84","-274.056","1015.15","-1141.3","-556.931","189.066","-1230.7","-856.763","533.871","-1486.5","-935.454","226.515","-961.083","-741.422","1014.15","-1146.7","-578.553","601.98","-1257.59","-851.286","1048.41","nan","nan","nan"
35,0,"-1305.3","-444.603","1441.94","-1184.86","-521.246","1684.56","-1202.34","-864.662","1486.19","-1123.91","-898.099","1166.63","-1237.65","-364.794","1130.33","-1169.4","-663.216","1321.28","-1030","-279.959","1011.09","-1141.67","-557.254","189.296","-1235.95","-858.603","533.173","-1490.8","-935.097","224.361","-966.456","-747.683","1012.26","-1148.97","-580.53","602.004","-1261.08","-854.34","1047.76","nan","nan","nan"
36,0,"-1308.69","-447.9","1441","-1188.58","-524.637","1684.08","-1206.74","-868.328","1485.56","-1129.28","-903.311","1165.92","-1241.76","-369.941","1128.7","-1173.01","-666.853","1320.73","-1035.39","-285.849","1007.25","-1142.06","-557.522","189.52","-1240.97","-860.638","532.562","-1494.69","-935.181","222.614","-971.797","-754.062","1010.44","-1151.32","-582.52","602.034","-1264.66","-857.357","1047.09","nan","nan","nan"
37,0,"-1312.14","-451.19","1440.14","-1192.29","-528.099","1683.65","-1211.2","-872.077","1484.94","-1134.65","-908.528","1165.25","-1245.95","-375.063","1127.2","-1176.62","-670.481","1320.17","-1040.88","-291.737","1003.6","-1142.58","-557.906","189.833","-1246","-862.537","531.963","-1498.49","-935.343","221.024","-977.231","-760.373","1008.57","-1153.85","-584.48","602.05","-1268.27","-860.427","1046.46","nan","nan","nan"
38,0,"-1315.51","-454.512","1439.17","-1196.02","-531.509","1683.39","-1215.71","-875.843","1484.32","-1140.08","-913.678","1164.58","-1250.12","-380.191","1125.7","-1180.25","-674.105","1319.59","-1046.32","-297.611","999.691","-1143.17","-558.23","190.084","-1250.91","-864.362","531.261","-1502.32","-935.511","219.656","-982.654","-766.817","1006.75","-1156.39","-586.473","602.029","-1271.95","-863.497","1045.88","nan","nan","nan"
39,0,"-1318.92","-457.829","1438.27","-1199.75","-534.99","1682.89","-1220.32","-879.591","1483.75","-1145.56","-918.888","1163.97","-1254.28","-385.342","1124.19","-1183.92","-677.725","1319.1","-1051.79","-303.515","995.756","-1143.8","-558.536","190.316","-1255.75","-866.278","530.806","-1505.98","-935.868","218.188","-988.111","-773.262","1005","-1159.06","-588.486","601.981","-1275.66","-866.594","1045.33","nan","nan","nan"
40,0,"-1322.33","-461.123","1437.4","-1203.45","-538.535","1682.47","-1224.95","-883.324","1483.14","-1151.09","-924.055","1163.38","-1258.45","-390.49","1122.73","-1187.63","-681.332","1318.57","-1057.23","-309.406","991.825","-1144.4","-558.881","190.4","-1260.48","-868.211","530.339","-1509.44","-936.375","216.677","-993.59","-779.722","1003.23","-1161.85","-590.512","601.94","-1279.42","-869.655","1044.82","nan","nan","nan"
41,0,"-1325.7","-464.419","1436.57","-1207.16","-542.184","1681.78","-1229.64","-887.072","1482.55","-1156.67","-929.227","1162.81","-1262.61","-395.692","1121.28","-1191.32","-685.037","1318.06","-1062.83","-315.251","988.118","-1145.14","-559.252","190.71","-1265.33","-870.05","529.891","-1512.89","-936.809","215.224","-999.024","-786.277","1001.58","-1164.79","-592.488","601.899","-1283.21","-872.804","1044.37","nan","nan","nan"
42,0,"-1329.07","-467.723","1435.73","-1210.79","-545.749","1681.25","-1234.39","-890.86","1482","-1162.3","-934.45","1162.27","-1266.78","-400.906","1119.81","-1195.09","-688.798","1317.56","-1068.31","-321.128","984.384","-1146.05","-559.517","191.086","-1269.92","-871.962","529.152","-1516.37","-937.136","213.702","-1004.57","-792.732","999.936","-1167.79","-594.423","601.788","-1287.06","-875.935","1043.87","nan","nan","nan"
43,0,"-1332.45","-471.033","1434.88","-1214.47","-549.447","1680.65","-1239.18","-894.581","1481.43","-1167.95","-939.625","1161.77","-1270.96","-406.034","1118.45","-1198.86","-692.613","1316.93","-1073.77","-326.984","980.748","-1146.93","-559.83","191.365","-1274.6","-873.864","528.438","-1520.35","-937.092","212.387","-1010.1","-799.284","998.353","-1170.85","-596.405","601.626","-1290.9","-879.095","1043.29","nan","nan","nan"
44,0,"-1335.78","-474.345","1433.91","-1218.13","-553.139","1680.17","-1244.03","-898.33","1480.9","-1173.62","-944.837","1161.3","-1275.13","-411.095","1117.13","-1202.69","-696.518","1316.31","-1079.6","-332.651","977.845","-1147.83","-560.13","191.599","-1279.33","-875.65","527.506","-1523.57","-937.473","210.43","-1015.63","-805.732","996.768","-1174.05","-598.39","601.462","-1294.76","-882.29","1042.69","nan","nan","nan"
45,0,"-1339.17","-477.694","1433.02","-1221.78","-556.823","1679.48","-1248.92","-902.03","1480.34","-1179.27","-950.047","1160.82","-1279.26","-416.065","1115.83","-1206.61","-700.471","1315.63","-1085.05","-338.526","974.45","-1148.85","-560.465","191.84","-1283.95","-877.423","526.637","-1526.76","-937.77","208.604","-1021.13","-812.317","995.351","-1177.33","-600.253","601.291","-1298.65","-885.565","1041.98","nan","nan","nan"
46,0,"-1342.54","-481.053","1431.99","-1225.43","-560.516","1678.83","-1253.82","-905.781","1479.75","-1184.93","-955.26","1160.32","-1283.3","-420.982","1114.45","-1210.62","-704.388","1314.88","-1090.27","-344.408","970.795","-1150.04","-560.699","192.203","-1288.59","-879.221","525.955","-1529.91","-937.89","206.783","-1026.72","-818.732","993.823","-1180.59","-602.187","601.052","-1302.54","-888.837","1041.16","nan","nan","nan"
47,0,"-1346","-484.371","1431.02","-1229.11","-564.266","1678.32","-1258.75","-909.551","1479.16","-1190.57","-960.476","1159.83","-1287.24","-425.838","1113.03","-1214.69","-708.305","1314.15","-1095.52","-350.182","967.303","-1151.16","-560.897","192.439","-1293.17","-880.847","525.027","-1532.77","-938.093","204.904","-1032.27","-825.177","992.329","-1183.95","-604.073","600.868","-1306.42","-892.124","1040.31","nan","nan","nan"
48,0,"-1349.44","-487.704","1429.99","-1232.78","-568.008","1677.7","-1263.68","-913.288","1478.52","-1196.2","-965.648","1159.3","-1291.23","-430.609","1111.72","-1218.81","-712.276","1313.43","-1100.77","-355.873","963.903","-1152.42","-561.123","192.828","-1297.79","-882.462","524.44","-1535.47","-938.225","203.062","-1037.83","-831.622","990.91","-1187.32","-605.906","600.608","-1310.31","-895.437","1039.4","nan","nan","nan"
49,0,"-1352.79","-491.075","1428.89","-1236.42","-571.575","1677.1","-1268.6","-917.073","1477.89","-1201.84","-970.835","1158.8","-1295.07","-435.362","1110.32","-1222.98","-716.226","1312.73","-1106.08","-361.467","960.57","-1153.72","-561.35","193.16","-1302.31","-883.713","523.371","-1538.27","-938.162","201.471","-1043.37","-838.081","989.476","-1190.74","-607.788","600.434","-1314.22","-898.708","1038.53","nan","nan","nan"
50,0,"-1356.14","-494.389","1427.79","-1240.13","-575.283","1676.62","-1273.54","-920.813","1477.29","-1207.47","-975.907","1158.31","-1298.95","-440.046","1109.09","-1227.18","-720.153","1312.02","-1111.28","-367.064","957.016","-1155.08","-561.505","193.622","-1306.55","-885.265","522.973","-1540.8","-938.063","199.777","-1048.97","-844.459","988.028","-1194.22","-609.588","600.283","-1318.17","-901.982","1037.72","nan","nan","nan"
51,0,"-1359.47","-497.681","1426.73","-1243.77","-578.906","1676.12","-1278.44","-924.559","1476.7","-1213.13","-980.993","1157.87","-1302.71","-444.697","1107.77","-1231.41","-724.194","1311.34","-1116.49","-372.634","953.452","-1156.61","-561.795","194.172","-1310.79","-886.563","522.258","-1543.29","-938.006","198.121","-1054.54","-850.867","986.673","-1197.74","-611.455","600.135","-1322.2","-905.55","1037.28","nan","nan","nan"
52,0,"-1362.75","-500.956","1425.68","-1247.43","-582.487","1675.66","-1283.36","-928.237","1476.16","-1218.78","-986.032","1157.53","-1306.45","-449.321","1106.54","-1235.63","-728.119","1310.61","-1122.07","-378.07","950.525","-1158.05","-562.188","194.601","-1314.93","-887.955","521.732","-1545.54","-938.093","196.314","-1060.12","-857.229","985.344","-1201.33","-613.291","600.018","-1326.25","-908.785","1036.67","nan","nan","nan"
53,0,"-1366.07","-504.197","1424.75","-1251.1","-586.101","1675.32","-1288.36","-931.977","1475.82","-1224.46","-990.987","1157.2","-1310.16","-453.946","1105.38","-1239.87","-732.118","1309.94","-1127.38","-383.663","947.18","-1159.68","-562.728","195.2","-1319.03","-889.431","521.502","-1547.96","-938.009","194.947","-1065.72","-863.564","984.082","-1204.89","-615.211","599.889","-1330.29","-912.06","1036.08","nan","nan","nan"
54,0,"-1369.51","-507.386","1424.11","-1254.76","-589.634","1674.91","-1293.24","-935.58","1475.41","-1230.12","-995.886","1156.94","-1313.85","-458.557","1104.25","-1244.11","-736.11","1309.25","-1132.51","-389.318","943.382","-1161.19","-563.317","195.596","-1322.99","-891.224","521.536","-1550.17","-938.187","193.205","-1071.28","-869.945","982.909","-1208.55","-617.144","599.843","-1334.35","-915.289","1035.5","nan","nan","nan"
55,0,"-1372.68","-510.632","1423.17","-1258.45","-593.237","1674.59","-1298.1","-939.135","1475.05","-1235.78","-1000.81","1156.82","-1317.46","-463.164","1103.13","-1248.35","-740.08","1308.57","-1137.97","-394.666","939.93","-1162.95","-563.868","196.356","-1327.08","-892.73","521.06","-1552.44","-938.25","191.733","-1076.88","-876.242","981.761","-1212.24","-619.134","599.724","-1338.49","-918.573","1034.97","nan","nan","nan"
56,0,"-1375.8","-513.812","1422.23","-1262.04","-596.753","1674.28","-1302.97","-942.63","1474.79","-1241.47","-1005.62","1156.67","-1321.07","-467.769","1102.03","-1252.61","-744.026","1307.92","-1143.43","-399.919","936.609","-1164.6","-564.46","196.948","-1331.11","-894.228","520.437","-1554.66","-938.5","190.182","-1082.39","-882.605","980.714","-1216.08","-621.11","599.703","-1342.66","-921.95","1034.49","nan","nan","nan"
57,0,"-1378.9","-516.969","1421.33","-1265.71","-600.199","1674.01","-1307.78","-946.083","1474.55","-1247.15","-1010.42","1156.54","-1324.59","-472.345","1100.98","-1256.86","-747.91","1307.19","-1149.11","-404.99","933.73","-1166.3","-565.096","197.479","-1335.15","-895.776","519.823","-1557.03","-938.485","188.781","-1088.01","-888.778","979.668","-1219.88","-623.16","599.498","-1346.83","-924.661","1034.2","nan","nan","nan"
58,0,"-1381.94","-520.157","1420.41","-1269.34","-603.702","1673.73","-1312.54","-949.484","1474.29","-1252.76","-1015.31","1156.5","-1328.06","-476.913","1099.94","-1261.04","-751.816","1306.52","-1154.67","-410.201","930.631","-1168.06","-565.734","198.2","-1339.17","-897.386","519.285","-1558.95","-938.717","186.92","-1093.58","-894.945","978.632","-1223.85","-625.268","599.312","-1351","-927.737","1033.61","nan","nan","nan"
59,0,"-1384.93","-523.274","1419.43","-1272.95","-607.153","1673.59","-1317.24","-952.847","1474.04","-1258.35","-1020.13","1156.43","-1331.46","-481.442","1098.93","-1265.15","-755.622","1305.78","-1160.14","-415.39","927.542","-1169.73","-566.322","198.775","-1343.3","-898.951","518.764","-1561.25","-938.633","185.657","-1099.08","-901.091","977.721","-1227.82","-627.375","599.038","-1355.16","-930.798","1033.02","nan","nan","nan"
60,0,"-1387.9","-526.331","1418.51","-1276.54","-610.508","1673.39","-1321.91","-956.167","1473.8","-1263.87","-1024.91","1156.34","-1334.75","-485.953","1097.86","-1269.19","-759.41","1305.05","-1165.54","-420.439","924.443","-1171.49","-566.943","199.418","-1347.63","-900.398","518.203","-1563.33","-938.861","183.996","-1104.58","-907.177","976.794","-1232.02","-629.415","598.828","-1359.35","-933.795","1032.41","nan","nan","nan"
