Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (649)",,,"Reconstruction Position - Unlabeled Track (661)",,,"Reconstruction Position - Unlabeled Track (663)",,,"Reconstruction Position - Unlabeled Track (673)",,,"Reconstruction Position - Unlabeled Track (674)",,,"Reconstruction Position - Unlabeled Track (675)",,,"Reconstruction Position - Unlabeled Track (676)",,,"Reconstruction Position - Unlabeled Track (677)",,,"Reconstruction Position - Unlabeled Track (679)",,,"Reconstruction Position - Unlabeled Track (681)",,,"Reconstruction Position - Unlabeled Track (683)",,,"Reconstruction Position - Unlabeled Track (685)",,,"Reconstruction Position - Unlabeled Track (687)",,,"Reconstruction Position - Unlabeled Track (688)",,
11,0,"-1072.81","-471.139","587.864","-969.678","-638.287","1507.85","-897.456","-655.084","952.173","-1104.02","-499.26","186.781","-1350.18","-864.981","260.618","-992.42","-428.965","1319.79","-1045.78","-248.589","1672.14","-1164.35","-250.751","1442.52","-965.066","-243.42","943.293","-1169.05","-265.586","1099.18","-1117.54","-726.674","562.68","-999.78","-728.052","1190.61","-1043.64","-671.391","1062.67","nan","nan","nan"
12,0,"-1072.49","-471.257","587.96","-969.15","-638.246","1507.88","-897.05","-654.891","952.44","-1103.81","-499.418","186.76","-1350.78","-864.932","260.48","-991.816","-429.151","1319.7","-1045.56","-248.677","1672.35","-1163.77","-250.738","1442.16","-969.179","-244.813","939.664","-1170.45","-266.002","1099.26","-1117.41","-726.511","562.433","-999.283","-728.613","1190.68","-1043.25","-671.236","1062.46","nan","nan","nan"
13,0,"-1072.1","-471.433","587.948","-968.595","-638.186","1507.87","-896.66","-654.628","952.637","-1103.62","-499.578","186.815","-1350.86","-864.789","260.488","-991.246","-429.281","1319.59","-1045.31","-248.733","1672.54","-1163.18","-250.704","1441.79","-973.559","-246.22","935.848","-1171.7","-266.532","1099.18","-1117.32","-726.38","562.295","-998.777","-729.081","1190.69","-1042.88","-671.172","1062.32","nan","nan","nan"
14,0,"-1071.62","-471.539","587.993","-968","-638.131","1507.86","-896.104","-654.349","952.821","-1103.42","-499.734","186.868","-1350.11","-864.848","260.322","-990.738","-429.46","1319.46","-1044.97","-248.772","1672.67","-1162.59","-250.646","1441.4","-978.252","-247.561","931.977","-1172.93","-267.054","1099.09","-1117.25","-726.214","562.143","-998.311","-729.556","1190.74","-1042.5","-671.113","1062.15","nan","nan","nan"
15,0,"-1071.25","-471.699","588.085","-967.328","-638.04","1507.8","-895.597","-654.155","953.095","-1103.15","-499.907","186.837","-1350.64","-864.759","260.343","-990.156","-429.564","1319.3","-1044.6","-248.806","1672.8","-1161.99","-250.601","1441.02","-983.207","-248.866","927.959","-1174.1","-267.627","1099","-1117.19","-726.072","562.01","-997.851","-730.075","1190.77","-1042.18","-671.003","1061.99","nan","nan","nan"
16,0,"-1070.87","-471.804","588.148","-966.639","-637.891","1507.72","-894.996","-653.865","953.299","-1102.97","-500.094","186.905","-1349.71","-864.99","260.213","-989.573","-429.624","1319.14","-1044.18","-248.81","1672.85","-1161.37","-250.547","1440.66","-988.459","-250.107","923.855","-1175.41","-268.066","1099.17","-1117.05","-725.992","561.883","-997.352","-730.489","1190.74","-1041.84","-670.911","1061.81","nan","nan","nan"
17,0,"-1070.55","-471.991","588.277","-965.973","-637.736","1507.68","-894.408","-653.528","953.466","-1102.77","-500.249","186.929","-1350.48","-864.882","260.414","-988.96","-429.638","1318.93","-1043.74","-248.788","1672.93","-1160.74","-250.473","1440.25","-993.966","-251.302","919.678","-1176.72","-268.426","1099.31","-1117.01","-725.904","561.809","-996.805","-730.913","1190.71","-1041.5","-670.836","1061.66","nan","nan","nan"
18,0,"-1070.31","-472.117","588.383","-965.261","-637.552","1507.59","-893.89","-653.215","953.596","-1102.57","-500.349","186.919","-1350.52","-864.842","260.509","-988.408","-429.594","1318.73","-1043.27","-248.732","1673.01","-1160.11","-250.375","1439.86","-999.796","-252.441","915.524","-1177.75","-269.043","1099.23","-1116.98","-725.782","561.689","-996.221","-731.398","1190.73","-1041.21","-670.773","1061.51","nan","nan","nan"
19,0,"-1069.96","-472.164","588.474","-964.56","-637.429","1507.55","-893.304","-652.89","953.718","-1102.43","-500.42","186.875","-1349.85","-864.97","260.471","-987.829","-429.506","1318.52","-1042.82","-248.659","1673.08","-1159.55","-250.26","1439.55","-1005.85","-253.555","911.249","-1178.98","-269.455","1099.46","-1116.94","-725.698","561.624","-995.619","-731.746","1190.67","-1040.91","-670.752","1061.39","nan","nan","nan"
20,0,"-1069.62","-472.162","588.535","-963.798","-637.191","1507.41","-892.798","-652.626","953.84","-1102.35","-500.488","186.868","-1349.67","-865.062","260.422","-987.229","-429.414","1318.33","-1042.3","-248.568","1673.14","-1159","-250.167","1439.25","-1012.2","-254.609","907.061","-1179.45","-270.542","1098.88","-1116.9","-725.645","561.572","-994.973","-732.106","1190.69","-1040.6","-670.647","1061.19","nan","nan","nan"
21,0,"-1069.32","-472.181","588.573","-963.037","-636.984","1507.31","-892.282","-652.368","953.853","-1102.27","-500.478","186.867","-1348.3","-865.74","260.072","-986.67","-429.346","1318.16","-1041.8","-248.472","1673.2","-1158.43","-250.067","1438.88","-1018.83","-255.616","902.961","-1181.09","-270.435","1099.69","-1116.67","-725.467","561.164","-994.317","-732.331","1190.69","-1040.32","-670.552","1061.01","nan","nan","nan"
22,0,"-1069.11","-472.16","588.551","-962.303","-636.755","1507.28","-891.765","-652.121","953.815","-1102.17","-500.48","186.833","-1348.28","-865.794","260.053","-986.08","-429.27","1317.94","-1041.26","-248.356","1673.24","-1157.9","-249.96","1438.57","-1025.7","-256.563","898.914","-1182","-270.935","1099.93","-1116.73","-725.364","561.056","-993.599","-732.467","1190.71","-1040.01","-670.473","1060.86","nan","nan","nan"
23,0,"-1068.86","-472.082","588.55","-961.568","-636.528","1507.23","-891.227","-651.944","953.836","-1102.1","-500.464","186.831","-1348.1","-865.844","260.101","-985.497","-429.199","1317.76","-1040.7","-248.235","1673.27","-1157.39","-249.864","1438.24","-1032.84","-257.467","895.017","-1182.94","-271.439","1100.22","-1116.67","-725.374","561.032","-992.885","-732.601","1190.74","-1039.69","-670.373","1060.74","nan","nan","nan"
24,0,"-1068.61","-471.944","588.57","-960.796","-636.25","1507.15","-890.709","-651.821","953.769","-1102.05","-500.439","186.814","-1348.09","-865.932","260.083","-984.929","-429.117","1317.55","-1040.17","-248.117","1673.3","-1156.93","-249.741","1437.99","-1040.18","-258.331","891.254","-1183.86","-271.923","1100.52","-1116.6","-725.365","560.964","-992.16","-732.663","1190.77","-1039.4","-670.318","1060.66","nan","nan","nan"
25,0,"-1068.5","-471.856","588.587","-960.003","-636.017","1507.11","-890.152","-651.605","953.689","-1102.06","-500.411","186.791","-1348.6","-865.639","260.24","-984.392","-429.028","1317.3","-1039.58","-247.945","1673.3","-1156.43","-249.608","1437.69","-1047.83","-259.123","887.8","-1184.82","-272.422","1100.86","-1116.61","-725.226","560.624","-991.417","-732.623","1190.75","-1039.11","-670.196","1060.53","nan","nan","nan"
26,0,"-1068.23","-471.698","588.616","-959.16","-635.642","1506.98","-889.663","-651.433","953.618","-1102.02","-500.363","186.744","-1348.57","-865.72","260.289","-983.872","-428.891","1317.09","-1039.01","-247.766","1673.28","-1155.96","-249.468","1437.39","-1055.54","-259.853","884.337","-1185.82","-272.904","1101.29","-1116.42","-725.481","560.797","-990.667","-732.536","1190.73","-1038.82","-670.116","1060.46","nan","nan","nan"
27,0,"-1068.09","-471.624","588.65","-958.321","-635.288","1506.89","-889.173","-651.315","953.512","-1101.98","-500.311","186.656","-1347.67","-866.182","260.268","-983.34","-428.717","1316.89","-1038.42","-247.553","1673.29","-1155.51","-249.325","1437.14","-1063.48","-260.556","881.293","-1186.77","-273.418","1101.65","-1116.41","-725.492","560.763","-989.97","-732.383","1190.71","-1038.52","-670.061","1060.36","nan","nan","nan"
28,0,"-1067.96","-471.528","588.681","-957.475","-634.889","1506.78","-888.628","-651.16","953.397","-1101.8","-500.319","186.294","-1348.06","-866.317","260.111","-982.865","-428.531","1316.63","-1037.84","-247.335","1673.27","-1155.06","-249.149","1436.87","-1071.56","-261.156","878.441","-1187.84","-273.914","1102.14","-1116.41","-725.526","560.713","-989.205","-732.31","1190.75","-1038.26","-669.967","1060.29","nan","nan","nan"
29,0,"-1067.87","-471.459","588.71","-956.617","-634.464","1506.67","-888.085","-651.029","953.229","-1101.84","-500.079","186.247","-1347.87","-866.313","260.29","-982.392","-428.323","1316.42","-1037.2","-247.104","1673.23","-1154.6","-248.97","1436.63","-1079.76","-261.771","875.967","-1189.01","-274.407","1102.7","-1116.41","-725.597","560.724","-988.417","-732.188","1190.77","-1037.99","-669.87","1060.2","nan","nan","nan"
30,0,"-1067.78","-471.357","588.687","-955.732","-633.998","1506.53","-887.457","-650.943","953.078","-1101.9","-499.942","186.251","-1348.7","-866.075","260.307","-981.902","-428.063","1316.13","-1036.61","-246.853","1673.21","-1154.13","-248.774","1436.38","-1087.98","-262.331","873.669","-1190.18","-274.903","1103.18","-1116.43","-725.636","560.675","-987.624","-731.923","1190.69","-1037.72","-669.831","1060.12","nan","nan","nan"
31,0,"-1067.73","-471.282","588.622","-954.834","-633.556","1506.39","-886.794","-650.881","952.898","-1101.96","-499.794","186.24","-1348.58","-866.118","260.284","-981.434","-427.814","1315.87","-1035.94","-246.581","1673.13","-1153.64","-248.557","1436.11","-1096.3","-262.817","871.78","-1191.46","-275.362","1103.76","-1116.44","-725.694","560.609","-986.802","-731.757","1190.72","-1037.47","-669.822","1060.08","nan","nan","nan"
32,0,"-1067.69","-471.317","588.416","-953.894","-633.03","1506.18","-886.199","-650.753","952.646","-1102.04","-499.635","186.254","-1348.1","-866.373","260.326","-980.983","-427.509","1315.54","-1035.29","-246.289","1673.03","-1153.2","-248.317","1435.92","-1104.5","-263.293","869.993","-1192.85","-275.839","1104.32","-1116.45","-725.781","560.589","-985.975","-731.592","1190.7","-1037.21","-669.864","1060.06","nan","nan","nan"
33,0,"-1067.56","-471.148","588.283","-953.002","-632.574","1506.02","-885.6","-650.674","952.554","-1102.1","-499.507","186.219","-1347.91","-866.445","260.373","-980.508","-427.174","1315.2","-1034.61","-245.943","1672.9","-1152.68","-248.042","1435.65","-1112.73","-263.722","868.629","-1194.33","-276.265","1104.9","-1116.45","-725.861","560.562","-985.132","-731.467","1190.69","-1036.96","-669.848","1059.98","nan","nan","nan"
34,0,"-1067.17","-469.818","589.238","-952.08","-632.061","1505.79","-885.022","-650.606","952.334","-1102.18","-499.367","186.211","-1347.98","-866.455","260.404","-980.072","-426.853","1314.84","-1033.95","-245.596","1672.78","-1152.25","-247.778","1435.47","-1120.93","-264.09","867.559","-1195.92","-276.71","1105.48","-1116.43","-725.951","560.547","-984.284","-731.305","1190.64","-1036.67","-669.865","1059.91","nan","nan","nan"
35,0,"-1067.05","-469.671","589.188","-951.162","-631.563","1505.6","-884.405","-650.519","952.134","-1102.25","-499.278","186.171","-1348.11","-866.725","260.337","-979.613","-426.53","1314.48","-1033.22","-245.2","1672.6","-1151.77","-247.485","1435.26","-1128.86","-264.465","866.597","-1197.67","-277.119","1106.1","-1116.4","-726.066","560.556","-983.442","-731.143","1190.56","-1036.42","-669.894","1059.87","nan","nan","nan"
36,0,"-1066.93","-469.584","589.104","-950.27","-631.083","1505.44","-883.717","-650.477","951.919","-1102.31","-499.197","186.106","-1347.94","-866.621","260.519","-979.161","-426.188","1314.11","-1032.51","-244.784","1672.39","-1151.32","-247.19","1435.02","-1136.79","-264.759","866.007","-1199.5","-277.513","1106.65","-1116.37","-726.161","560.544","-982.543","-731.031","1190.53","-1036.17","-669.896","1059.76","nan","nan","nan"
37,0,"-1066.83","-469.459","589.194","-949.329","-630.504","1505.15","-882.973","-650.41","951.772","-1102.35","-499.122","186.097","-1348.18","-866.618","260.491","-978.697","-425.88","1313.71","-1031.75","-244.356","1672.14","-1150.87","-246.871","1434.79","-1144.45","-265.008","865.506","-1201.5","-277.879","1107.25","-1116.34","-726.254","560.524","-981.703","-730.917","1190.47","-1035.9","-669.959","1059.71","nan","nan","nan"
38,0,"-1066.78","-469.863","588.817","-948.412","-629.996","1504.92","-882.409","-650.438","951.577","-1102.4","-499.019","186.114","-1348.23","-866.632","260.51","-978.258","-425.565","1313.29","-1030.95","-243.851","1671.85","-1150.46","-246.559","1434.6","-1152.01","-265.27","865.338","-1203.63","-278.213","1107.81","-1116.28","-726.36","560.506","-980.797","-730.762","1190.35","-1035.64","-670.037","1059.67","nan","nan","nan"
39,0,"-1066.62","-470.069","588.607","-947.463","-629.512","1504.67","-881.671","-650.378","951.287","-1102.4","-498.953","186.116","-1347.85","-866.68","260.645","-977.83","-425.259","1312.84","-1030.11","-243.362","1671.47","-1150.05","-246.246","1434.38","-1159.3","-265.457","865.238","-1205.97","-278.521","1108.45","-1116.19","-726.417","560.432","-979.944","-730.64","1190.24","-1035.39","-670.115","1059.61","nan","nan","nan"
40,0,"-1066.43","-470.085","588.572","-946.525","-628.961","1504.41","-880.908","-650.411","951.093","-1102.39","-498.896","186.097","-1347.66","-866.767","260.756","-977.409","-424.972","1312.37","-1029.23","-242.855","1671.09","-1149.68","-245.95","1434.16","-1166.32","-265.63","865.201","-1208.37","-278.769","1109.02","-1116.08","-726.474","560.365","-979.051","-730.604","1190.18","-1035.16","-670.164","1059.52","nan","nan","nan"
41,0,"-1066.24","-470.067","588.635","-945.546","-628.416","1504.1","-880.111","-650.492","950.932","-1102.35","-498.855","186.069","-1349.78","-866.632","260.409","-976.994","-424.699","1311.93","-1028.2","-242.297","1670.63","-1149.29","-245.644","1433.88","-1173.16","-265.771","865.401","-1210.92","-278.968","1109.62","-1115.91","-726.507","560.263","-978.166","-730.555","1190.11","-1034.92","-670.246","1059.46","nan","nan","nan"
42,0,"-1065.98","-470.063","588.71","-944.584","-627.899","1503.89","-879.446","-650.621","950.715","-1102.31","-498.798","186.042","-1349.8","-866.688","260.496","-976.596","-424.452","1311.47","-1027.16","-241.708","1670.17","-1148.96","-245.335","1433.63","-1179.71","-265.866","865.615","-1213.59","-279.139","1110.19","-1115.73","-726.492","560.092","-977.234","-730.483","1190.03","-1034.67","-670.412","1059.4","nan","nan","nan"
43,0,"-1065.72","-470.046","588.725","-943.586","-627.296","1503.6","-878.593","-650.785","950.478","-1102.29","-498.729","186.048","-1349.78","-866.732","260.557","-976.179","-424.196","1310.95","-1026.01","-241.089","1669.59","-1148.63","-245.029","1433.32","-1186.01","-265.893","865.905","-1216.3","-279.282","1110.74","-1115.49","-726.472","560.039","-976.356","-730.424","1189.95","-1034.45","-670.545","1059.37","nan","nan","nan"
44,0,"-1065.41","-470.032","588.78","-942.572","-626.688","1503.31","-877.802","-650.966","950.298","-1102.24","-498.646","186.027","-1348.7","-867.299","260.451","-975.817","-423.961","1310.44","-1024.8","-240.447","1668.99","-1148.32","-244.724","1433.04","-1192","-265.893","866.187","-1219.11","-279.391","1111.37","-1115.22","-726.394","559.872","-975.436","-730.418","1189.89","-1034.27","-670.751","1059.35","nan","nan","nan"
45,0,"-1065.07","-470.005","588.852","-941.576","-626.11","1503.08","-877.042","-651.211","950.117","-1102.16","-498.56","185.976","-1348.68","-867.341","260.549","-975.395","-423.777","1309.92","-1023.51","-239.752","1668.32","-1148.09","-244.411","1432.75","-1197.82","-265.822","866.685","-1221.93","-279.481","1111.95","-1114.95","-726.267","559.718","-974.523","-730.466","1189.82","-1034.1","-670.889","1059.29","nan","nan","nan"
46,0,"-1064.65","-469.971","588.935","-940.654","-625.641","1502.92","-876.401","-651.565","949.924","-1102.06","-498.465","185.922","-1348.64","-867.134","260.808","-974.986","-423.602","1309.34","-1022.12","-239.052","1667.56","-1147.81","-244.107","1432.37","-1203.25","-265.712","867.09","-1224.75","-279.567","1112.52","-1114.66","-726.137","559.614","-973.622","-730.497","1189.81","-1033.95","-671.158","1059.29","nan","nan","nan"
47,0,"-1064.19","-469.956","588.956","-939.646","-624.984","1502.64","-875.682","-651.813","949.704","-1101.98","-498.401","185.895","-1349.38","-866.555","260.872","-974.592","-423.444","1308.77","-1020.56","-238.343","1666.69","-1147.63","-243.816","1432","-1208.32","-265.548","867.408","-1227.53","-279.632","1113.16","-1114.29","-725.872","559.355","-972.722","-730.53","1189.77","-1033.82","-671.412","1059.23","nan","nan","nan"
48,0,"-1063.7","-469.868","589.04","-938.656","-624.367","1502.35","-875.141","-652.2","949.554","-1101.85","-498.324","185.856","-1349.37","-866.494","260.892","-974.154","-423.293","1308.12","-1018.89","-237.569","1665.75","-1147.48","-243.518","1431.63","-1213.04","-265.402","867.906","-1230.29","-279.626","1113.82","-1113.87","-725.467","558.925","-971.864","-730.67","1189.77","-1033.71","-671.77","1059.22","nan","nan","nan"
49,0,"-1063.12","-469.779","589.12","-937.691","-623.755","1502.08","-874.498","-652.63","949.421","-1101.68","-498.241","185.75","-1349.38","-866.397","260.994","-973.751","-423.123","1307.48","-1017.03","-236.75","1664.68","-1147.37","-243.227","1431.27","-1217.6","-265.121","868.47","-1232.93","-279.575","1114.53","-1113.37","-725.082","558.621","-971.056","-730.888","1189.76","-1033.66","-672.089","1059.15","nan","nan","nan"
50,0,"-1062.62","-469.742","589.256","-936.733","-623.151","1501.83","-873.919","-653.03","949.252","-1101.53","-498.166","185.723","-1349.36","-865.988","261.202","-973.408","-422.928","1306.84","-1014.96","-235.945","1663.48","-1147.26","-242.863","1430.94","-1221.85","-264.76","868.997","-1235.37","-279.546","1115.23","-1112.76","-724.631","558.285","-970.272","-731.195","1189.76","-1033.63","-672.444","1059.06","nan","nan","nan"
51,0,"-1062.1","-469.659","589.466","-935.745","-622.485","1501.48","-873.294","-653.489","949.174","-1101.38","-498.126","185.659","-1349.25","-865.635","261.299","-973.138","-422.732","1306.14","-1012.81","-235.103","1662.23","-1147.1","-242.433","1430.64","-1225.69","-264.327","869.661","-1237.7","-279.502","1116","-1112.04","-724.008","557.785","-969.488","-731.601","1189.73","-1033.66","-672.962","1059.09","nan","nan","nan"
52,0,"-1061.57","-469.618","589.583","-934.797","-621.841","1501.17","-872.77","-653.936","949.063","-1101.21","-498.084","185.571","-1349.08","-865.353","261.088","-972.914","-422.546","1305.46","-1010.51","-234.281","1660.84","-1147","-242.011","1430.39","-1229.19","-263.839","870.283","-1239.89","-279.517","1116.73","-1111.2","-723.372","557.334","-968.687","-732.113","1189.71","-1033.73","-673.453","1059.04","nan","nan","nan"
53,0,"-1061.03","-469.701","589.729","-933.842","-621.203","1500.81","-872.242","-654.374","949.055","-1101.05","-498.078","185.513","-1349.36","-864.629","261.287","-972.766","-422.354","1304.76","-1008.12","-233.385","1659.31","-1146.96","-241.667","1430.33","-1232.79","-263.097","871.242","-1241.91","-279.587","1117.36","-1110.26","-722.756","556.92","-967.851","-732.765","1189.75","-1033.85","-673.942","1059","nan","nan","nan"
54,0,"-1060.54","-469.837","589.867","-932.898","-620.591","1500.48","-871.843","-654.72","948.977","-1100.99","-498.011","185.712","-1349.25","-864.28","261.179","-972.766","-422.157","1304.05","-1005.61","-232.557","1657.59","-1146.93","-241.358","1430.25","-1235.42","-262.381","871.684","-1243.7","-279.606","1117.76","-1109.14","-721.98","556.364","-967.064","-733.588","1189.75","-1034","-674.487","1058.94","nan","nan","nan"
55,0,"-1060.1","-469.996","590","-931.935","-620.024","1500.08","-871.591","-655.003","948.911","-1100.84","-498.002","185.783","-1348.47","-863.362","261.279","-972.882","-421.961","1303.34","-1002.79","-231.69","1655.46","-1146.93","-241.13","1430.13","-1237.88","-261.843","871.82","-1245.21","-279.563","1117.99","-1107.9","-721.231","555.881","-966.25","-734.436","1189.73","-1034.19","-675.063","1058.92","nan","nan","nan"
56,0,"-1059.68","-470.157","590.17","-930.984","-619.498","1499.71","-871.344","-655.124","948.898","-1100.68","-498.032","185.87","-1348.58","-862.721","261.074","-973.145","-421.812","1302.59","-1000.2","-230.936","1653.48","-1146.93","-240.956","1429.89","-1239.85","-261.363","871.684","-1246.43","-279.484","1118.04","-1106.54","-720.526","555.41","-965.416","-735.389","1189.69","-1034.66","-676.399","1059.11","nan","nan","nan"
57,0,"-1059.28","-470.326","590.446","-930.039","-618.995","1499.33","-871.274","-655.22","948.898","-1100.47","-498.065","185.845","-1347.31","-861.759","261.168","-973.454","-421.743","1301.82","-997.529","-230.171","1651.39","-1146.92","-240.824","1429.6","-1241.44","-260.746","871.515","-1247.41","-279.381","1117.99","-1105.01","-719.72","554.798","-964.554","-736.358","1189.61","-1035.09","-677.297","1059.42","nan","nan","nan"
58,0,"-1058.85","-470.586","590.693","-929.162","-618.553","1498.93","-871.308","-655.236","948.879","-1100.26","-498.15","185.871","-1346.55","-861.047","260.928","-973.782","-421.857","1301.05","-994.819","-229.505","1649.15","-1146.81","-240.737","1429.12","-1242.59","-260.118","871.243","-1248.04","-279.326","1117.73","-1103.42","-718.939","554.207","-963.711","-737.428","1189.57","-1035.47","-677.884","1059.39","nan","nan","nan"
59,0,"-1058.32","-470.913","590.808","-928.322","-618.158","1498.5","-871.413","-655.181","948.817","-1100.05","-498.251","185.872","-1345.2","-860.421","260.588","-974.097","-422.137","1300.26","-992.034","-228.884","1646.77","-1146.66","-240.715","1428.58","-1243.26","-259.265","870.748","-1248.44","-279.276","1117.34","-1101.59","-718.156","553.674","-962.796","-738.45","1189.54","-1035.83","-678.368","1059.2","nan","nan","nan"
60,0,"-1057.94","-471.242","591.087","-927.598","-617.806","1498.15","-871.638","-655.111","948.736","-1099.86","-498.362","185.904","-1345.05","-859.204","260.596","-974.334","-422.644","1299.51","-989.288","-228.359","1644.38","-1146.43","-240.759","1427.97","-1243.2","-258.212","869.837","-1248.43","-279.25","1116.68","-1099.63","-717.431","553.135","-961.85","-739.435","1189.47","-1036.33","-679.055","1059.23","nan","nan","nan"
61,0,"-1057.57","-471.594","591.416","-926.972","-617.529","1497.74","-871.945","-654.942","948.598","-1099.64","-498.469","185.914","-1343.76","-858.369","260.208","-974.484","-423.294","1298.77","-986.539","-227.909","1641.93","-1146.09","-240.878","1427.1","-1242.85","-257.401","869.114","-1248.18","-279.219","1115.89","-1097.56","-716.707","552.623","-960.869","-740.364","1189.42","-1036.86","-679.722","1059.23","nan","nan","nan"
