Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (698)",,,"Reconstruction Position - Unlabeled Track (708)",,,"Reconstruction Position - Unlabeled Track (709)",,,"Reconstruction Position - Unlabeled Track (711)",,,"Reconstruction Position - Unlabeled Track (717)",,,"Reconstruction Position - Unlabeled Track (718)",,,"Reconstruction Position - Unlabeled Track (719)",,,"Reconstruction Position - Unlabeled Track (720)",,,"Reconstruction Position - Unlabeled Track (721)",,,"Reconstruction Position - Unlabeled Track (731)",,,"Reconstruction Position - Unlabeled Track (732)",,,"Reconstruction Position - Unlabeled Track (734)",,,"Reconstruction Position - Unlabeled Track (735)",,,"Reconstruction Position - Unlabeled Track (736)",,
11,0,"-1097.61","-602.247","605.236","-944.453","-181.005","989.768","-1155.45","-410.818","1435.37","-1103.03","-307.035","1138.53","-989.033","-465.079","1642.31","-1132.05","-874.544","560.729","-1031.77","-637.709","1309.41","-1052.93","-821.764","1492.51","-868.653","-660.65","1002.52","-1115.1","-600.187","191.569","-1388","-990.149","261.789","-996.43","-823.907","1168.79","-1171.92","-855.247","1074.62","nan","nan","nan"
12,0,"-1098.3","-602.957","605.365","-946.81","-183.823","990.963","-1158.84","-413.536","1436.1","-1105.49","-309.936","1139.39","-993.431","-468.6","1643.82","-1133.59","-876.287","560.325","-1034.93","-640.417","1310.44","-1057.52","-824.871","1492.97","-870.487","-663.112","1004.34","-1115.21","-600.33","191.532","-1390.37","-990.82","261.69","-999.205","-826.583","1169.66","-1174.13","-856.776","1074.16","nan","nan","nan"
13,0,"-1099.03","-603.657","605.454","-949.353","-186.941","991.864","-1162.33","-416.297","1436.78","-1108.01","-312.997","1140.15","-997.883","-472.161","1645.36","-1135.08","-878.246","560.079","-1038.13","-643.187","1311.5","-1062.14","-828.044","1493.45","-872.417","-665.941","1005.97","-1115.35","-600.435","191.585","-1392.69","-991.58","261.449","-1002.14","-829.434","1170.5","-1176.38","-858.358","1073.7","nan","nan","nan"
14,0,"-1099.73","-604.341","605.533","-952.017","-190.344","992.37","-1165.93","-419.113","1437.45","-1110.57","-316.233","1140.86","-1002.44","-475.786","1646.77","-1136.91","-880.036","559.469","-1041.48","-645.893","1312.47","-1066.82","-831.225","1493.89","-874.519","-668.886","1007.47","-1115.45","-600.546","191.593","-1395.15","-992.456","261.371","-1005.23","-832.437","1171.33","-1178.65","-859.937","1073.18","nan","nan","nan"
15,0,"-1100.47","-604.994","605.514","-954.869","-193.992","992.651","-1169.61","-422.003","1438.01","-1113.2","-319.674","1141.4","-1007.09","-479.452","1648.13","-1138.97","-881.939","558.965","-1044.89","-648.649","1313.45","-1071.6","-834.46","1494.33","-876.798","-672.158","1008.93","-1115.57","-600.647","191.619","-1397.8","-993.234","261.076","-1008.52","-835.644","1172.08","-1181.02","-861.568","1072.68","nan","nan","nan"
16,0,"-1101.2","-605.76","605.488","-957.886","-197.908","992.638","-1173.4","-424.944","1438.51","-1115.85","-323.263","1141.92","-1011.81","-483.143","1649.45","-1141.16","-883.909","558.461","-1048.39","-651.404","1314.35","-1076.39","-837.706","1494.65","-879.323","-675.747","1010.13","-1115.7","-600.768","191.599","-1400.79","-993.836","260.88","-1011.98","-838.996","1172.74","-1183.39","-863.231","1072.1","nan","nan","nan"
17,0,"-1101.97","-606.599","605.548","-961.097","-202.008","992.436","-1177.24","-427.938","1438.93","-1118.61","-327.019","1142.35","-1016.67","-486.915","1650.7","-1143.5","-885.91","557.855","-1051.93","-654.293","1315.3","-1081.27","-841.03","1494.95","-882.092","-679.452","1011.09","-1115.89","-600.903","191.658","-1403.62","-994.72","260.482","-1015.63","-842.529","1173.29","-1185.86","-864.899","1071.51","nan","nan","nan"
18,0,"-1102.83","-607.491","605.619","-964.486","-206.329","991.981","-1181.21","-430.981","1439.33","-1121.41","-330.934","1142.69","-1021.59","-490.686","1651.93","-1146.08","-887.853","557.18","-1055.5","-657.208","1316.18","-1086.21","-844.379","1495.16","-884.96","-683.481","1011.97","-1116.08","-601.083","191.69","-1406.82","-995.429","260.029","-1019.44","-846.255","1173.75","-1188.38","-866.634","1070.88","nan","nan","nan"
19,0,"-1103.79","-608.398","605.691","-968.158","-210.789","991.435","-1185.26","-434.061","1439.68","-1124.3","-334.973","1143.03","-1026.62","-494.567","1653.11","-1148.88","-889.789","556.426","-1059.16","-660.164","1317","-1091.25","-847.769","1495.32","-887.966","-687.762","1012.71","-1116.26","-601.253","191.68","-1410.21","-996.061","259.531","-1023.45","-850.19","1174.08","-1190.95","-868.356","1070.21","nan","nan","nan"
20,0,"-1104.79","-609.329","605.71","-972.062","-215.44","990.773","-1189.4","-437.125","1439.94","-1127.27","-339.167","1143.2","-1031.73","-498.421","1654.22","-1151.68","-891.94","555.782","-1062.87","-663.154","1317.75","-1096.3","-851.234","1495.37","-891.121","-692.241","1013.32","-1116.48","-601.447","191.658","-1413.81","-996.702","259.188","-1027.62","-854.337","1174.3","-1193.59","-870.074","1069.47","nan","nan","nan"
21,0,"-1105.79","-610.302","605.735","-976.068","-220.347","989.878","-1193.61","-440.235","1440.17","-1130.25","-343.436","1143.37","-1036.92","-502.343","1655.36","-1154.73","-894.107","555.013","-1066.66","-666.207","1318.44","-1101.45","-854.734","1495.38","-894.468","-696.989","1013.84","-1116.67","-601.642","191.594","-1417.46","-997.299","258.526","-1031.93","-858.666","1174.41","-1196.35","-871.789","1068.77","nan","nan","nan"
22,0,"-1106.82","-611.309","605.842","-980.224","-225.435","988.707","-1197.88","-443.345","1440.31","-1133.34","-347.795","1143.46","-1042.18","-506.272","1656.38","-1158.01","-896.151","554.05","-1070.52","-669.273","1319.12","-1106.66","-858.313","1495.32","-897.91","-701.947","1014.26","-1116.9","-601.826","191.609","-1421.48","-997.719","257.973","-1036.41","-863.093","1174.39","-1199.14","-873.217","1067.72","nan","nan","nan"
23,0,"-1107.8","-612.392","605.914","-984.183","-230.959","986.947","-1202.23","-446.496","1440.4","-1136.54","-352.237","1143.51","-1047.52","-510.23","1657.38","-1161.49","-898.31","553.274","-1074.46","-672.368","1319.67","-1111.94","-861.898","1495.18","-901.533","-706.991","1014.52","-1117.17","-601.981","191.601","-1425.59","-998.049","257.076","-1040.97","-867.87","1174.37","-1201.94","-875.162","1066.95","nan","nan","nan"
24,0,"-1108.89","-613.449","605.904","-988.529","-236.549","985.372","-1206.61","-449.692","1440.43","-1139.76","-356.807","1143.39","-1053.03","-514.244","1658.28","-1165.1","-900.506","552.332","-1078.51","-675.477","1320.14","-1117.27","-865.582","1494.99","-905.278","-712.249","1014.71","-1117.52","-602.154","191.589","-1430.03","-998.249","256.369","-1045.76","-872.618","1174.15","-1204.8","-877.112","1066.18","nan","nan","nan"
25,0,"-1110.09","-614.453","605.916","-992.997","-242.233","983.548","-1211.06","-452.906","1440.38","-1143.16","-361.433","1143.29","-1058.49","-518.315","1658.86","-1168.96","-902.647","551.317","-1082.65","-678.622","1320.56","-1122.72","-869.282","1494.74","-909.12","-717.732","1014.84","-1117.81","-602.277","191.514","-1434.35","-998.619","255.46","-1050.61","-877.691","1173.97","-1207.72","-879.177","1065.36","nan","nan","nan"
26,0,"-1111.35","-615.529","605.83","-997.667","-247.976","981.609","-1215.5","-456.198","1440.26","-1146.54","-366.118","1143.07","-1064.12","-522.393","1659.64","-1173.09","-904.888","550.42","-1086.89","-681.809","1320.93","-1128.24","-873.077","1494.44","-913.072","-723.351","1014.86","-1118.16","-602.41","191.435","-1439.29","-998.656","254.447","-1055.62","-882.931","1173.71","-1210.69","-881.266","1064.5","nan","nan","nan"
27,0,"-1112.62","-616.723","605.818","-1002.59","-253.768","979.662","-1219.96","-459.521","1440.04","-1150.12","-370.874","1142.85","-1069.81","-526.401","1660.34","-1177.45","-907.058","549.328","-1091.22","-685.099","1321.2","-1133.72","-876.757","1493.9","-917.125","-729.201","1014.84","-1118.6","-602.502","191.421","-1444.04","-998.861","253.145","-1060.76","-888.209","1173.32","-1213.7","-883.402","1063.61","nan","nan","nan"
28,0,"-1113.9","-617.924","605.723","-1007.66","-259.669","977.628","-1224.31","-462.964","1439.53","-1153.7","-375.672","1142.49","-1075.54","-530.502","1661.04","-1182.01","-909.3","548.231","-1095.65","-688.472","1321.39","-1139.39","-880.641","1493.46","-921.253","-735.146","1014.78","-1119.13","-602.543","191.274","-1448.87","-999.125","251.742","-1066.07","-893.687","1172.89","-1216.81","-885.658","1062.68","nan","nan","nan"
29,0,"-1115.29","-619.146","605.526","-1012.8","-265.718","975.379","-1228.86","-466.317","1439.25","-1157.43","-380.542","1142.08","-1081.38","-534.675","1661.55","-1186.77","-911.642","547.115","-1100.18","-691.935","1321.51","-1145.22","-884.611","1493.03","-925.492","-741.341","1014.65","-1119.72","-602.563","191.111","-1454.1","-999.056","250.305","-1071.54","-899.299","1172.39","-1219.94","-887.959","1061.68","nan","nan","nan"
30,0,"-1116.88","-620.343","605.277","-1018.02","-271.863","972.946","-1233.37","-469.748","1438.83","-1161.26","-385.477","1141.64","-1087.21","-538.805","1662.06","-1191.94","-913.793","545.719","-1104.83","-695.52","1321.55","-1151.12","-888.67","1492.56","-929.844","-747.615","1014.44","-1120.26","-602.601","190.894","-1458.99","-999.315","248.331","-1077.16","-905.017","1171.78","-1223.13","-890.372","1060.64","nan","nan","nan"
31,0,"-1118.46","-621.609","605.01","-1023.79","-277.834","971.118","-1238.04","-473.188","1438.47","-1165.14","-390.456","1141.16","-1093.15","-543.084","1662.45","-1197.22","-916.091","544.347","-1109.52","-699.169","1321.47","-1157.05","-892.76","1491.96","-934.428","-754.089","1014.13","-1120.9","-602.633","190.801","-1464.2","-999.097","246.194","-1082.9","-910.9","1171.13","-1226.38","-892.852","1059.55","nan","nan","nan"
32,0,"-1120.02","-623.086","604.875","-1029.19","-284.127","968.508","-1242.66","-476.692","1438.01","-1169.09","-395.499","1140.54","-1099.04","-547.311","1662.75","-1202.58","-918.478","543.007","-1114.27","-702.849","1321.33","-1163.13","-896.9","1491.39","-939.183","-760.736","1013.85","-1121.44","-602.717","190.698","-1469.35","-998.981","244.195","-1088.71","-916.953","1170.46","-1229.75","-895.378","1058.36","nan","nan","nan"
33,0,"-1121.64","-624.579","604.679","-1034.64","-290.551","965.784","-1247.31","-480.19","1437.41","-1173.1","-400.571","1139.85","-1104.97","-551.616","1663.11","-1208.06","-920.933","541.649","-1119.05","-706.623","1321.16","-1169.25","-901.102","1490.71","-943.891","-767.406","1013.56","-1121.9","-602.815","190.669","-1474.81","-998.498","242.222","-1094.61","-923.135","1169.74","-1233.18","-898.056","1057.16","nan","nan","nan"
34,0,"-1123.41","-626.123","604.449","-1040.15","-297.037","962.999","-1251.98","-483.764","1436.75","-1177.23","-405.656","1139.04","-1110.95","-555.928","1663.22","-1213.81","-923.266","540.118","-1123.92","-710.365","1320.88","-1175.43","-905.346","1490.02","-948.698","-774.179","1013.29","-1122.37","-602.952","190.661","-1480.21","-997.958","239.826","-1100.58","-929.397","1169","-1236.68","-900.791","1055.89","nan","nan","nan"
35,0,"-1125.37","-627.751","604.332","-1045.71","-303.488","960.017","-1256.7","-487.32","1436.05","-1181.42","-410.744","1138.2","-1116.92","-560.266","1663.39","-1219.94","-925.513","538.587","-1128.82","-714.161","1320.54","-1181.72","-909.627","1489.31","-953.468","-781.02","1013.03","-1123.04","-602.91","190.594","-1485.72","-997.227","237.473","-1106.65","-935.759","1168.22","-1240.3","-903.584","1054.55","nan","nan","nan"
36,0,"-1127.36","-629.513","604.225","-1051.49","-309.909","957.342","-1261.36","-490.947","1435.16","-1185.69","-415.848","1137.22","-1122.9","-564.689","1663.51","-1225.93","-927.85","537.045","-1133.78","-718.057","1320.22","-1187.99","-913.971","1488.53","-958.34","-787.924","1012.74","-1123.56","-603.548","190.093","-1491.37","-996.271","235.116","-1112.75","-942.246","1167.42","-1243.98","-906.492","1053.17","nan","nan","nan"
37,0,"-1129.46","-631.436","604.147","-1057.38","-316.405","954.678","-1266.13","-494.609","1434.39","-1189.97","-421.005","1136.08","-1128.89","-569.08","1663.54","-1232.26","-929.982","535.515","-1138.81","-721.99","1319.81","-1194.36","-918.348","1487.78","-963.306","-794.869","1012.46","-1124.08","-603.754","190.105","-1497.1","-995.215","232.569","-1118.95","-948.741","1166.62","-1247.76","-909.491","1051.74","nan","nan","nan"
38,0,"-1131.7","-633.458","604.019","-1063.32","-322.918","951.936","-1270.85","-498.337","1433.48","-1194.45","-426.194","1135.11","-1134.86","-573.343","1663.75","-1239.17","-931.847","534.038","-1143.91","-725.998","1319.33","-1200.75","-922.738","1487.04","-968.292","-801.993","1012.38","-1124.68","-604.028","190.181","-1502.63","-994.211","229.804","-1125.2","-955.371","1165.86","-1251.59","-912.638","1050.26","nan","nan","nan"
39,0,"-1134.13","-635.551","603.886","-1069.31","-329.476","949.164","-1275.53","-502.103","1432.52","-1198.95","-431.424","1133.73","-1140.83","-577.752","1663.71","-1245.85","-933.615","532.375","-1149.09","-730.097","1318.84","-1207.17","-927.166","1486.29","-973.463","-809.011","1012.09","-1125.24","-604.288","190.222","-1508.2","-993.245","226.978","-1131.53","-962.061","1165.15","-1255.51","-915.837","1048.79","nan","nan","nan"
40,0,"-1136.77","-637.685","603.72","-1075.37","-336.055","946.496","-1280.29","-505.904","1431.56","-1203.54","-436.809","1132.53","-1146.82","-582.358","1663.48","-1252.83","-935.181","530.87","-1154.32","-734.4","1318.43","-1213.6","-931.685","1485.57","-978.682","-816.174","1011.93","-1125.85","-604.674","190.276","-1513.59","-992.437","224.061","-1137.96","-968.702","1164.43","-1259.52","-919.132","1047.28","nan","nan","nan"
41,0,"-1139.56","-639.917","603.559","-1081.46","-342.661","943.81","-1285.04","-509.789","1430.6","-1208.57","-442.092","1132.06","-1152.75","-586.788","1663.45","-1259.75","-936.636","529.513","-1159.61","-738.741","1317.92","-1220.07","-936.204","1484.91","-983.982","-823.429","1011.8","-1126.49","-604.945","190.284","-1518.82","-991.81","221.065","-1144.42","-975.474","1163.81","-1263.65","-922.531","1045.81","nan","nan","nan"
42,0,"-1142.41","-642.271","603.442","-1087.56","-349.335","941.144","-1289.75","-513.713","1429.66","-1213.37","-447.522","1130.73","-1158.69","-591.298","1663.43","-1266.49","-938.001","528.126","-1164.95","-743.139","1317.35","-1226.55","-940.788","1484.28","-989.363","-830.693","1011.65","-1127.27","-605.318","190.493","-1524","-991.176","218.374","-1150.98","-982.121","1163.2","-1267.92","-926.003","1044.39","nan","nan","nan"
43,0,"-1145.42","-644.649","603.296","-1093.67","-356.005","938.552","-1294.42","-517.692","1428.66","-1218.25","-453.016","1129.42","-1164.64","-595.794","1663.45","-1273.41","-939.099","526.873","-1170.3","-747.789","1316.97","-1233.08","-945.373","1483.77","-994.89","-837.997","1011.57","-1128.1","-605.657","190.656","-1528.83","-990.804","215.776","-1157.57","-988.834","1162.7","-1272.29","-929.51","1043.02","nan","nan","nan"
44,0,"-1148.62","-647.071","603.103","-1100.38","-362.265","936.891","-1299.1","-521.656","1427.77","-1223.29","-458.486","1128.16","-1170.51","-600.251","1663.5","-1280.37","-939.96","525.694","-1175.67","-752.428","1316.53","-1239.56","-949.999","1483.25","-1000.49","-845.373","1011.52","-1129.05","-606.021","190.926","-1533.61","-990.467","213.658","-1164.23","-995.54","1162.27","-1276.8","-933.106","1041.81","nan","nan","nan"
45,0,"-1151.96","-649.492","602.93","-1106.44","-369.098","934.297","-1303.66","-525.701","1426.82","-1228.4","-464.023","1126.84","-1176.33","-604.737","1663.59","-1286.82","-941.012","524.771","-1181.05","-757.088","1316.1","-1246.2","-954.714","1483.01","-1006.13","-852.759","1011.48","-1130.05","-606.454","191.239","-1538.08","-990.463","211.413","-1170.97","-1002.2","1161.94","-1281.4","-936.742","1040.69","nan","nan","nan"
46,0,"-1155.5","-651.971","602.732","-1112.47","-375.92","931.717","-1308.2","-529.763","1426.03","-1233.52","-469.611","1125.46","-1182.12","-609.192","1663.72","-1293.42","-941.937","524.157","-1186.44","-761.77","1315.67","-1252.72","-959.318","1482.72","-1011.84","-860.203","1011.53","-1131.15","-606.779","191.484","-1542.34","-990.403","209.36","-1177.77","-1008.81","1161.72","-1286.09","-940.317","1039.74","nan","nan","nan"
47,0,"-1159.23","-654.356","602.534","-1118.6","-382.715","929.312","-1312.81","-533.784","1425.4","-1238.74","-475.206","1124.11","-1187.88","-613.618","1663.83","-1299.97","-942.704","523.28","-1191.79","-766.524","1315.29","-1259.25","-963.859","1482.5","-1017.62","-867.618","1011.63","-1132.39","-607.137","191.903","-1546.33","-990.624","207.148","-1184.66","-1015.45","1161.61","-1290.83","-943.869","1038.95","nan","nan","nan"
48,0,"-1163.13","-656.644","602.282","-1124.74","-389.513","926.935","-1317.2","-537.847","1424.66","-1244.01","-480.814","1122.73","-1193.57","-618.053","1663.96","-1306.37","-943.614","522.529","-1197.1","-771.344","1315","-1265.81","-968.364","1482.4","-1023.48","-875.027","1011.82","-1133.63","-607.515","192.397","-1550.49","-990.62","205.186","-1191.64","-1022.03","1161.56","-1295.55","-947.408","1038.27","nan","nan","nan"
49,0,"-1167.16","-658.908","602.062","-1130.86","-396.305","924.565","-1321.43","-541.969","1423.88","-1249.37","-486.372","1121.47","-1199.23","-622.528","1664.08","-1312.76","-944.612","521.744","-1202.36","-776.135","1314.68","-1272.39","-972.781","1482.34","-1029.36","-882.407","1012.12","-1134.89","-607.782","192.788","-1554.27","-990.833","203.009","-1198.65","-1028.65","1161.61","-1300.27","-950.954","1037.67","nan","nan","nan"
50,0,"-1171.33","-661.05","601.81","-1137.05","-403.055","922.265","-1325.66","-546.058","1423.12","-1254.63","-491.967","1120.09","-1204.84","-627.066","1664.21","-1319.18","-945.618","520.78","-1207.57","-780.982","1314.42","-1278.96","-977.192","1482.3","-1035.25","-889.827","1012.62","-1136.36","-608.045","193.343","-1558.15","-990.891","200.826","-1205.72","-1035.26","1161.68","-1304.95","-954.464","1037.07","nan","nan","nan"
51,0,"-1175.57","-663.096","601.619","-1143.21","-409.724","919.965","-1329.85","-550.161","1422.36","-1259.9","-497.513","1118.74","-1210.43","-631.557","1664.34","-1325.14","-947.052","520.08","-1212.73","-785.824","1314.18","-1285.56","-981.586","1482.31","-1041.25","-897.085","1013.06","-1137.81","-608.307","193.821","-1561.69","-991.169","198.66","-1212.83","-1041.8","1161.72","-1309.47","-958.166","1036.51","nan","nan","nan"
52,0,"-1179.85","-665.033","601.389","-1149.33","-416.393","917.604","-1334.06","-554.25","1421.58","-1265.04","-503.055","1117.32","-1215.94","-635.006","1664.22","-1331.24","-948.583","519.452","-1217.84","-790.625","1313.91","-1292.17","-985.981","1482.31","-1047.18","-904.426","1013.58","-1139.38","-608.616","194.309","-1564.98","-991.477","196.609","-1219.96","-1048.37","1161.82","-1314.07","-961.647","1036.02","nan","nan","nan"
53,0,"-1184.33","-666.903","601.171","-1155.53","-422.984","915.317","-1338.2","-558.361","1420.8","-1270.21","-508.569","1116","-1221.45","-640.553","1664.77","-1337.06","-950.28","518.909","-1222.87","-795.485","1313.71","-1298.76","-990.365","1482.25","-1053.18","-911.722","1014.19","-1141.19","-608.967","195.013","-1568.04","-991.846","194.693","-1227.08","-1054.91","1161.89","-1318.53","-965.093","1035.24","nan","nan","nan"
54,0,"-1189.2","-668.733","600.87","-1161.73","-429.508","913.022","-1342.35","-562.352","1420.01","-1275.28","-514.058","1114.67","-1226.9","-645.002","1665.09","-1342.68","-952.101","518.457","-1227.88","-800.272","1313.54","-1305.39","-994.778","1482.25","-1059.12","-918.989","1014.8","-1142.98","-609.363","195.602","-1570.81","-992.189","192.813","-1234.2","-1061.44","1161.98","-1323.02","-968.514","1034.5","nan","nan","nan"
55,0,"-1193.72","-669.8","601.233","-1167.88","-436.055","910.641","-1346.42","-566.323","1419.19","-1280.34","-519.507","1113.38","-1232.31","-649.448","1665.53","-1347.87","-954.048","518.207","-1232.83","-805.069","1313.45","-1311.95","-999.197","1482.19","-1065.16","-926.147","1015.41","-1144.98","-609.707","196.353","-1573.4","-992.546","191.138","-1241.35","-1067.91","1162.11","-1327.49","-971.54","1033.97","nan","nan","nan"
56,0,"-1198.42","-671.386","601.174","-1174.08","-442.566","908.338","-1350.43","-570.219","1418.43","-1285.32","-524.927","1112.13","-1237.64","-653.799","1666.04","-1353.15","-955.895","518.198","-1237.73","-809.79","1313.39","-1318.47","-1003.56","1482.16","-1071.12","-933.349","1016.11","-1147.07","-610.066","197.177","-1575.89","-992.728","189.807","-1248.48","-1074.31","1162.25","-1331.88","-974.735","1033.26","nan","nan","nan"
57,0,"-1203.11","-672.964","601.132","-1180.24","-449.027","906.092","-1354.31","-574.045","1417.73","-1290.15","-530.302","1110.91","-1242.91","-658.063","1666.75","-1358.43","-957.686","518.419","-1242.56","-814.438","1313.42","-1324.92","-1007.84","1482.19","-1077.16","-940.412","1016.74","-1149.19","-610.457","197.987","-1578.15","-993.098","188.418","-1255.64","-1080.51","1162.4","-1336.26","-977.834","1032.69","nan","nan","nan"
58,0,"-1207.82","-674.587","601.109","-1186.36","-455.563","903.809","-1358.18","-577.73","1417.19","-1295.01","-535.554","1109.88","-1248.12","-662.343","1667.53","-1363.34","-959.282","518.366","-1247.33","-818.954","1313.43","-1331.29","-1012.01","1482.27","-1083.16","-947.485","1017.43","-1151.58","-610.825","199.038","-1580.28","-993.422","187.07","-1262.82","-1086.66","1162.68","-1340.58","-980.932","1032.27","nan","nan","nan"
59,0,"-1212.68","-676.174","601.196","-1192.78","-462.016","901.849","-1361.83","-581.374","1416.66","-1299.75","-540.79","1108.93","-1253.29","-666.536","1668.41","-1368.15","-960.852","518.471","-1251.96","-823.467","1313.64","-1337.58","-1016.04","1482.49","-1089.12","-954.621","1018.24","-1153.9","-611.269","200.031","-1582.36","-993.934","185.81","-1270.08","-1092.57","1163.01","-1344.89","-983.868","1031.93","nan","nan","nan"
60,0,"-1217.73","-677.744","601.357","-1199.04","-468.564","899.704","-1365.36","-584.963","1416.3","-1304.39","-545.966","1108.11","-1258.38","-670.602","1669.35","-1372.96","-962.277","518.474","-1256.53","-827.794","1313.79","-1343.8","-1019.91","1482.83","-1095.08","-961.636","1019.09","-1156.32","-611.814","201.059","-1584.51","-994.266","184.525","-1277.36","-1098.32","1163.45","-1349.16","-986.771","1031.76","nan","nan","nan"
