Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (661)",,,"Reconstruction Position - Unlabeled Track (685)",,,"Reconstruction Position - Unlabeled Track (687)",,,"Reconstruction Position - Unlabeled Track (698)",,,"Reconstruction Position - Unlabeled Track (699)",,,"Reconstruction Position - Unlabeled Track (701)",,,"Reconstruction Position - Unlabeled Track (702)",,,"Reconstruction Position - Unlabeled Track (703)",,,"Reconstruction Position - Unlabeled Track (704)",,,"Reconstruction Position - Unlabeled Track (707)",,,"Reconstruction Position - Unlabeled Track (708)",,,"Reconstruction Position - Unlabeled Track (709)",,,"Reconstruction Position - Unlabeled Track (710)",,,"Reconstruction Position - Unlabeled Track (711)",,
,,"TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ"
Frames,Frames,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm"
129,0,"-1381.27","-918.327","1482.46","-1308.62","-937.035","1161.46","-1417.19","-900.429","1006.88","-1329.55","-594.568","600.158","-1284.88","-527.62","197.159","-1671.19","-928.868","195.068","-1435.83","-864.642","515.83","-1160.2","-789.08","993.569","-1347.75","-729.846","1294.21","-1345.44","-551.138","1652.35","-1298.34","-351.383","896.623","-1458.3","-501.718","1404.31","nan","nan","nan","nan","nan","nan"
130,0,"-1386.98","-923.188","1482.41","-1314.01","-944.323","1161.52","-1420.96","-903.672","1006.84","-1333.26","-596.683","599.978","-1286.58","-528.066","197.817","-1672.71","-929.619","193.906","-1438.36","-866.762","515.898","-1164.17","-797.426","993.807","-1352.15","-734.844","1294.12","-1349.54","-556.449","1653.29","-1303.85","-359.361","894.269","-1461.12","-505.965","1403.35","nan","nan","nan","nan","nan","nan"
131,0,"-1392.62","-927.933","1482.41","-1319.39","-951.542","1161.61","-1424.7","-906.83","1006.85","-1336.98","-598.537","599.551","-1288.31","-528.626","198.312","-1673.96","-930.243","193.116","-1440.81","-868.809","515.849","-1168.23","-805.669","994.172","-1356.46","-739.761","1294.11","-1353.58","-561.682","1654.34","-1309.36","-367.491","891.869","-1464.13","-510.135","1402.82","nan","nan","nan","nan","nan","nan"
132,0,"-1398.19","-932.538","1482.47","-1324.76","-958.627","1161.76","-1428.42","-909.914","1006.93","-1340.61","-600.399","599.466","-1290.18","-529.165","199.065","-1675.24","-930.891","192.161","-1443.27","-870.648","515.758","-1172.26","-813.843","994.508","-1360.67","-744.559","1294.15","-1357.58","-566.846","1655.52","-1314.74","-375.666","889.266","-1467.12","-514.161","1402.45","nan","nan","nan","nan","nan","nan"
133,0,"-1403.71","-937.041","1482.62","-1330.11","-965.738","1162.07","-1432.06","-912.857","1006.96","-1344.39","-602.147","599.493","-1292.09","-529.759","199.895","-1676.36","-931.394","191.451","-1445.43","-872.624","515.787","-1176.37","-821.947","994.932","-1364.79","-749.184","1294.18","-1361.49","-571.932","1656.78","-1320.2","-383.85","886.782","-1470","-518.09","1402.08","nan","nan","nan","nan","nan","nan"
134,0,"-1409.17","-941.409","1482.86","-1335.45","-972.68","1162.41","-1435.6","-915.801","1006.99","-1348.24","-603.836","599.47","-1294.08","-530.261","200.737","-1677.4","-932.132","190.575","-1447.6","-874.564","515.899","-1180.5","-830.023","995.375","-1368.73","-753.743","1294.33","-1365.36","-576.943","1658.17","-1325.88","-391.555","884.794","-1472.83","-521.942","1401.77","nan","nan","nan","nan","nan","nan"
135,0,"-1414.53","-945.609","1483.13","-1340.82","-979.503","1162.8","-1439.1","-918.672","1007.04","-1352.26","-605.529","599.779","-1296.1","-530.928","201.576","-1678.8","-932.127","190.114","-1449.67","-876.365","515.923","-1184.63","-838.055","995.816","-1372.58","-758.091","1294.45","-1369.22","-581.887","1659.62","-1331.28","-399.888","881.984","-1475.58","-525.728","1401.51","nan","nan","nan","nan","nan","nan"
136,0,"-1419.81","-949.711","1483.48","-1346.2","-986.275","1163.3","-1442.53","-921.434","1007.07","-1356.16","-607.444","599.646","-1298.07","-531.62","202.343","-1679.98","-932.238","189.704","-1451.73","-878.167","516.261","-1188.79","-846.049","996.293","-1376.31","-762.321","1294.64","-1373.05","-586.741","1661.19","-1336.87","-407.791","879.672","-1478.24","-529.35","1401.17","nan","nan","nan","nan","nan","nan"
137,0,"-1424.98","-953.675","1483.88","-1351.62","-992.87","1163.84","-1445.85","-924.178","1007.14","-1360.17","-609.423","599.474","-1300.17","-532.284","203.19","-1680.91","-932.507","188.941","-1453.74","-879.738","516.157","-1193","-853.902","996.736","-1379.91","-766.371","1294.85","-1376.82","-591.504","1662.79","-1342.68","-414.839","878.108","-1480.94","-532.913","1400.97","nan","nan","nan","nan","nan","nan"
138,0,"-1430.11","-957.513","1484.36","-1357.02","-999.363","1164.5","-1449.14","-926.818","1007.23","-1363.75","-610.749","599.914","-1302.26","-532.979","203.986","-1681.6","-932.919","188.097","-1455.97","-881.22","516.457","-1197.23","-861.738","997.263","-1383.44","-770.312","1295.1","-1380.61","-596.151","1664.48","-1348.04","-422.605","875.794","-1483.57","-536.31","1400.82","nan","nan","nan","nan","nan","nan"
139,0,"-1435.13","-961.227","1484.9","-1362.41","-1005.51","1165.06","-1452.32","-929.399","1007.35","-1367.2","-612.899","599.492","-1304.38","-533.675","204.838","-1682.61","-933.171","187.521","-1458","-882.651","516.473","-1201.45","-869.435","997.792","-1386.87","-774.096","1295.38","-1384.55","-600.749","1666.42","-1353.42","-430.079","873.782","-1486.09","-539.672","1400.63","nan","nan","nan","nan","nan","nan"
140,0,"-1440.1","-964.781","1485.46","-1367.76","-1011.61","1165.81","-1455.45","-931.921","1007.44","-1370.78","-614.598","599.549","-1306.45","-534.459","205.675","-1683.96","-933.017","187.047","-1460.24","-883.895","516.809","-1205.69","-877.003","998.255","-1390.18","-777.759","1295.72","-1388.3","-605.226","1668.16","-1358.97","-436.969","872.233","-1488.54","-542.927","1400.45","nan","nan","nan","nan","nan","nan"
141,0,"-1445.01","-968.266","1486.09","-1373.08","-1017.54","1166.6","-1458.51","-934.361","1007.52","-1375.38","-615.631","600.427","-1308.54","-535.091","206.57","-1684.91","-933.191","186.456","-1462.6","-884.964","516.937","-1209.92","-884.511","998.817","-1393.39","-781.317","1296.1","-1392.1","-609.618","1669.93","-1364.26","-443.928","870.597","-1490.95","-546.085","1400.37","nan","nan","nan","nan","nan","nan"
142,0,"-1449.84","-971.638","1486.72","-1378.34","-1023.2","1167.37","-1461.55","-937.091","1007.99","-1378.63","-617.851","600.279","-1310.72","-535.696","207.583","-1685.94","-933.438","185.848","-1465.05","-886.052","517.356","-1214.08","-891.947","999.294","-1396.53","-784.794","1296.53","-1395.95","-613.921","1671.73","-1369.61","-450.754","869.044","-1493.27","-549.164","1400.21","nan","nan","nan","nan","nan","nan"
143,0,"-1454.63","-974.87","1487.37","-1383.55","-1028.73","1168.26","-1464.43","-939.509","1008.06","-1382.42","-619.087","600.467","-1312.8","-536.297","208.41","-1687.1","-933.511","185.329","-1467.54","-887.136","517.586","-1218.29","-899.224","999.752","-1399.61","-788.188","1296.99","-1399.76","-618.111","1673.52","-1374.81","-457.186","867.438","-1495.48","-552.177","1400.1","nan","nan","nan","nan","nan","nan"
144,0,"-1459.36","-978.09","1488.06","-1388.72","-1034.13","1169.18","-1467.31","-941.765","1008.13","-1385.33","-621.178","600.457","-1314.94","-536.901","209.361","-1688.15","-934.031","184.611","-1470.17","-888.094","517.819","-1222.48","-906.338","1000.2","-1402.63","-791.458","1297.41","-1403.6","-622.193","1675.29","-1379.22","-466.592","863.723","-1497.65","-555.078","1400.03","nan","nan","nan","nan","nan","nan"
145,0,"-1464.01","-981.15","1488.67","-1393.87","-1039.18","1170.01","-1470.13","-944.076","1008.2","-1389.03","-622.925","600.463","-1316.98","-537.463","210.235","-1689.49","-934.14","184.122","-1472.84","-889.112","517.945","-1226.59","-913.337","1000.51","-1405.58","-794.693","1297.95","-1407.41","-626.193","1677.05","-1384.36","-472.835","862.392","-1499.62","-557.967","1399.88","nan","nan","nan","nan","nan","nan"
146,0,"-1468.6","-984.169","1489.37","-1398.94","-1044.16","1170.9","-1472.96","-946.486","1008.34","-1391.9","-623.333","601.262","-1319","-538.045","211.152","-1690.95","-934.308","183.717","-1475.71","-890.206","518.283","-1230.69","-920.266","1000.95","-1408.42","-797.711","1298.45","-1411.22","-630.044","1678.78","-1389.4","-478.834","861.114","-1501.59","-560.76","1399.83","nan","nan","nan","nan","nan","nan"
147,0,"-1473.08","-987.086","1489.98","-1403.97","-1048.83","1171.69","-1475.81","-948.395","1008.63","-1394.92","-625.195","600.865","-1320.97","-538.647","211.93","-1692.21","-934.636","183.025","-1478.6","-891.239","518.41","-1234.72","-927.056","1001.31","-1411.13","-800.666","1298.98","-1415","-633.828","1680.42","-1394.38","-484.552","859.872","-1503.42","-563.517","1399.73","nan","nan","nan","nan","nan","nan"
148,0,"-1477.47","-989.907","1490.57","-1408.91","-1053.36","1172.5","-1478.52","-950.428","1008.57","-1397.35","-627.074","600.73","-1322.85","-539.191","212.768","-1694.06","-934.159","183.238","-1481.43","-892.158","518.378","-1238.71","-933.671","1001.58","-1413.81","-803.456","1299.38","-1419.02","-637.197","1682.02","-1399.26","-490.115","858.782","-1505.18","-566.196","1399.69","nan","nan","nan","nan","nan","nan"
149,0,"-1481.79","-992.65","1491.18","-1413.76","-1057.73","1173.28","-1481.21","-952.413","1008.56","-1400.1","-628.16","601.116","-1324.74","-539.696","213.553","-1695.49","-934.304","182.882","-1484.18","-893.242","518.878","-1242.67","-940.123","1001.92","-1416.42","-806.161","1299.82","-1422.77","-640.853","1683.52","-1404","-495.477","857.808","-1506.81","-568.813","1399.57","nan","nan","nan","nan","nan","nan"
150,0,"-1486","-995.293","1491.72","-1418.49","-1061.93","1174.06","-1483.9","-954.329","1008.58","-1402.83","-630.026","600.836","-1326.56","-540.24","214.278","-1696.67","-934.76","182.339","-1486.78","-894.078","519.069","-1246.6","-946.329","1002.04","-1419.04","-808.682","1300.17","-1426.51","-644.431","1685","-1408.57","-500.534","856.992","-1508.39","-571.363","1399.55","nan","nan","nan","nan","nan","nan"
151,0,"-1490.13","-997.852","1492.26","-1423.13","-1065.98","1174.82","-1486.57","-956.143","1008.57","-1405.41","-631.295","601.204","-1328.3","-540.707","214.902","-1697.71","-935.07","181.96","-1488.95","-894.98","519.243","-1250.48","-952.383","1002.22","-1421.58","-811.202","1300.59","-1430.24","-647.861","1686.44","-1412.98","-505.353","856.333","-1509.76","-573.879","1399.4","nan","nan","nan","nan","nan","nan"
152,0,"-1494.15","-1000.34","1492.75","-1427.64","-1069.86","1175.52","-1489.21","-957.919","1008.63","-1407.91","-631.722","601.381","-1330","-541.199","215.528","-1698.57","-935.52","181.411","-1490.99","-895.69","519.373","-1254.37","-958.203","1002.31","-1423.99","-813.68","1301.05","-1433.88","-651.196","1687.85","-1417.19","-509.823","855.603","-1511.15","-576.28","1399.53","nan","nan","nan","nan","nan","nan"
153,0,"-1498.09","-1002.77","1493.23","-1432.05","-1073.53","1176.18","-1491.82","-959.677","1008.77","-1410.32","-633.66","601.306","-1331.6","-541.664","216.18","-1699.44","-935.768","181.186","-1492.85","-896.574","519.695","-1258.17","-963.853","1002.35","-1426.3","-816.128","1301.57","-1437.5","-654.412","1689.26","-1421.18","-514.117","855.184","-1512.32","-578.646","1399.51","nan","nan","nan","nan","nan","nan"
154,0,"-1501.92","-1005.11","1493.63","-1436.38","-1077.07","1176.84","-1494.41","-961.371","1008.95","-1412.41","-634.883","601.369","-1333.26","-542.042","216.941","-1700.19","-935.932","181.087","-1494.19","-897.56","519.888","-1261.91","-969.281","1002.3","-1428.59","-818.426","1302.09","-1441.02","-657.586","1690.62","-1425","-518.098","854.823","-1513.45","-580.926","1399.69","nan","nan","nan","nan","nan","nan"
155,0,"-1505.67","-1007.42","1494.02","-1440.62","-1080.35","1177.38","-1496.93","-962.922","1009.07","-1414.49","-636.052","601.722","-1334.81","-542.543","217.644","-1700.78","-936.209","180.894","-1495.21","-898.764","520.196","-1265.61","-974.634","1002.29","-1430.84","-820.68","1302.63","-1444.5","-660.668","1691.97","-1428.62","-521.831","854.601","-1514.39","-583.164","1399.79","nan","nan","nan","nan","nan","nan"
156,0,"-1509.36","-1009.66","1494.35","-1444.78","-1083.46","1177.88","-1499.38","-964.446","1009.26","-1416.08","-636.532","601.487","-1336.23","-542.936","218.262","-1701.39","-936.523","180.76","-1496.68","-899.29","519.626","-1269.27","-979.702","1002.13","-1433.01","-822.838","1303.22","-1447.91","-663.673","1693.3","-1432.04","-525.266","854.594","-1515.31","-585.341","1400.09","nan","nan","nan","nan","nan","nan"
157,0,"-1512.98","-1011.84","1494.67","-1448.89","-1086.34","1178.29","-1501.78","-965.938","1009.55","-1417.42","-638.116","601.464","-1337.52","-543.36","218.701","-1701.88","-936.793","180.671","-1497.64","-900.364","519.909","-1272.86","-984.673","1001.93","-1435.12","-824.985","1303.83","-1451.24","-666.663","1694.59","-1435.3","-528.417","854.637","-1516.09","-587.434","1400.35","nan","nan","nan","nan","nan","nan"
158,0,"-1516.53","-1013.98","1494.93","-1452.93","-1089.06","1178.69","-1504.01","-967.206","1009.66","-1418.92","-638.927","601.707","-1338.76","-543.712","219.24","-1702.22","-937.206","180.471","-1498.63","-901.603","520.414","-1276.4","-989.41","1001.71","-1437.16","-827.054","1304.42","-1454.56","-669.559","1695.88","-1438.34","-531.349","854.815","-1516.79","-589.508","1400.72","nan","nan","nan","nan","nan","nan"
159,0,"-1520.03","-1016","1495.15","-1456.89","-1091.63","1179.01","-1506.21","-968.589","1010.03","-1420.68","-638.706","602.767","-1339.94","-544.036","219.879","-1702.63","-937.528","180.289","-1499.84","-902.593","520.896","-1279.79","-994.034","1001.44","-1439.11","-829.274","1305.14","-1457.8","-672.417","1697.15","-1441.15","-534.004","855.153","-1517.46","-591.481","1401.15","nan","nan","nan","nan","nan","nan"
160,0,"-1523.43","-1017.98","1495.3","-1460.78","-1094.04","1179.33","-1508.22","-969.716","1010.22","-1421.69","-639.493","603.078","-1340.94","-544.26","220.24","-1703.1","-937.825","180.379","-1500.8","-903.694","521.252","-1283.04","-998.345","1001.17","-1440.98","-831.471","1305.79","-1460.99","-675.213","1698.41","-1443.68","-536.431","855.726","-1518.12","-593.37","1401.77","nan","nan","nan","nan","nan","nan"
161,0,"-1526.8","-1019.91","1495.44","-1464.54","-1096.24","1179.53","-1510.12","-970.841","1010.49","-1422.37","-639.916","603.19","-1341.92","-544.427","220.747","-1703.53","-938.125","180.366","-1501.59","-904.66","521.287","-1286.57","-1002.58","1000.73","-1442.78","-833.582","1306.41","-1464.14","-677.951","1699.66","-1445.9","-538.534","856.344","-1518.69","-595.202","1402.34","nan","nan","nan","nan","nan","nan"
162,0,"-1530.09","-1021.77","1495.53","-1468.25","-1098.36","1179.72","-1511.92","-971.872","1010.82","-1422.7","-641.007","602.709","-1342.74","-544.627","221.168","-1703.9","-938.417","180.293","-1502.77","-905.367","521.765","-1289.93","-1006.57","1000.27","-1444.46","-835.72","1307.07","-1467.23","-680.634","1700.91","-1447.83","-540.381","857.147","-1519.23","-597.004","1403.04","nan","nan","nan","nan","nan","nan"
163,0,"-1533.31","-1023.57","1495.51","-1471.85","-1100.36","1179.82","-1513.52","-972.756","1011.01","-1423","-640.87","602.965","-1343.39","-544.82","221.497","-1704.29","-938.673","180.209","-1503.56","-906.396","522.377","-1293.21","-1010.37","999.799","-1446.01","-837.788","1307.82","-1470.27","-683.29","1702.14","-1449.48","-542.096","858.133","-1519.73","-598.706","1403.74","nan","nan","nan","nan","nan","nan"
164,0,"-1536.52","-1025.27","1495.47","-1475.37","-1102.2","1179.88","-1515.06","-973.715","1011.41","-1423.32","-640.932","603.902","-1343.88","-544.993","221.722","-1704.59","-938.889","180.149","-1504.5","-906.971","522.354","-1296.03","-1013.79","999.265","-1447.56","-839.648","1308.38","-1473.24","-685.912","1703.33","-1451.65","-544.302","859.019","-1520.23","-600.312","1404.65","nan","nan","nan","nan","nan","nan"
165,0,"-1539.65","-1027","1495.36","-1478.81","-1103.96","1179.89","-1516.52","-974.627","1011.71","-1423.1","-641.293","604.072","-1344.3","-545.022","221.985","-1704.98","-939.083","180.208","-1505.32","-907.161","521.751","-1299.57","-1017.29","998.72","-1449.04","-841.482","1309.11","-1476.17","-688.489","1704.56","-1452.73","-545.366","860.334","-1520.65","-601.859","1405.5","nan","nan","nan","nan","nan","nan"
166,0,"-1542.74","-1028.64","1495.19","-1482.16","-1105.57","1179.84","-1516.38","-978.52","1012.89","-1422.76","-642.073","603.677","-1344.56","-545.121","222.22","-1705.29","-939.223","180.286","-1505.98","-908.039","522.254","-1302.67","-1020.43","998.144","-1450.46","-843.16","1309.81","-1479.09","-690.993","1705.84","-1453.45","-546.312","861.927","-1521.06","-603.359","1406.51","nan","nan","nan","nan","nan","nan"
167,0,"-1545.78","-1030.26","1494.93","-1485.42","-1107.04","1179.68","-1518.46","-979.348","1012.54","-1422.21","-641.074","604.924","-1344.67","-545.247","222.352","-1705.53","-939.379","180.414","-1506.69","-908.593","522.485","-1305.63","-1023.44","997.546","-1451.82","-844.682","1310.51","-1481.96","-693.439","1707.12","-1453.84","-546.9","863.524","-1521.47","-604.764","1407.64","nan","nan","nan","nan","nan","nan"
168,0,"-1548.77","-1031.81","1494.59","-1488.56","-1108.35","1179.51","-1521.3","-977.354","1014.3","-1421.33","-641.573","604.677","-1344.7","-545.351","222.494","-1705.68","-939.562","180.358","-1507.24","-909.253","522.733","-1308.54","-1026.36","997.014","-1453.06","-846.171","1311.33","-1484.75","-695.867","1708.41","-1453.9","-547.289","865.482","-1521.82","-606.093","1408.74","nan","nan","nan","nan","nan","nan"
169,0,"-1551.76","-1033.26","1494.18","-1491.59","-1109.56","1179.27","-1522.17","-977.708","1014.53","-1420.09","-641.474","604.728","-1344.68","-545.469","222.686","-1705.85","-939.733","180.345","-1507.91","-909.844","523.427","-1311.34","-1029.14","996.344","-1454.27","-847.465","1312.15","-1487.5","-698.245","1709.72","-1453.54","-547.316","867.631","-1522.19","-607.36","1410.01","nan","nan","nan","nan","nan","nan"
170,0,"-1554.71","-1034.68","1493.69","-1494.51","-1110.67","1179.03","-1522.97","-977.863","1014.83","-1418.58","-641.304","604.742","-1344.48","-545.585","222.729","-1706.02","-939.9","180.328","-1508.62","-910.189","523.627","-1314.02","-1031.88","995.714","-1455.43","-848.596","1313.02","-1490.23","-700.559","1711.06","-1452.86","-547.089","869.968","-1522.53","-608.545","1411.39","nan","nan","nan","nan","nan","nan"
171,0,"-1557.63","-1036.01","1493.1","-1497.34","-1111.63","1178.7","-1523.64","-977.962","1015.07","-1416.86","-641.03","604.914","-1344.21","-545.654","222.735","-1706.21","-940.165","180.301","-1509.22","-910.536","523.635","-1316.57","-1034.59","995.043","-1456.48","-849.661","1313.92","-1492.86","-702.885","1712.36","-1451.74","-546.509","872.407","-1522.88","-609.642","1412.82","nan","nan","nan","nan","nan","nan"
172,0,"-1560.55","-1037.25","1492.42","-1500.07","-1112.45","1178.3","-1524.21","-978","1015.36","-1414.89","-640.797","605.087","-1343.77","-545.793","222.724","-1706.4","-940.388","180.324","-1509.82","-910.868","523.688","-1318.91","-1037.32","994.31","-1457.5","-850.579","1314.83","-1495.51","-705.145","1713.67","-1450.18","-545.689","875.117","-1523.23","-610.644","1414.35","nan","nan","nan","nan","nan","nan"
173,0,"-1563.38","-1038.44","1491.63","-1502.64","-1113.15","1177.83","-1523.09","-975.792","1013.29","-1412.79","-640.45","605.466","-1343.17","-545.895","222.588","-1706.54","-940.704","180.248","-1510.46","-911.449","524.013","-1321.08","-1040.02","993.451","-1458.4","-851.481","1315.8","-1498.13","-707.361","1714.98","-1448.18","-544.618","878.171","-1523.56","-611.551","1416","nan","nan","nan","nan","nan","nan"
174,0,"-1566.23","-1039.5","1490.79","-1505.1","-1113.73","1177.31","-1523.79","-976.233","1014.01","-1410.39","-640.182","605.855","-1342.5","-546.05","222.533","-1706.64","-940.701","180.025","-1511.05","-912.421","525.313","-1323.01","-1042.86","992.743","-1459.27","-852.225","1316.6","-1500.66","-709.568","1716.26","-1445.73","-542.864","880.939","-1523.84","-612.44","1417.65","nan","nan","nan","nan","nan","nan"
175,0,"-1568.95","-1040.48","1489.8","-1507.44","-1114.25","1176.76","-1524.17","-976.129","1014.42","-1407.89","-639.868","606.428","-1341.58","-546.286","222.273","-1706.68","-941.085","179.899","-1511.86","-912.776","525.902","-1324.81","-1045.58","991.9","-1460","-852.9","1317.49","-1503.16","-711.743","1717.5","-1442.76","-541.039","884.364","-1524.17","-613.187","1419.51","nan","nan","nan","nan","nan","nan"
176,0,"-1571.72","-1041.38","1488.82","-1509.64","-1114.66","1176.14","-1524.32","-975.673","1014.59","-1405.17","-639.606","607.133","-1340.57","-546.456","221.966","-1706.93","-941.493","180.233","-1512.41","-913.138","526.05","-1326.33","-1048.56","991.157","-1460.62","-853.541","1318.4","-1505.61","-713.868","1718.73","-1438.96","-539.753","888.933","-1524.41","-613.871","1421.36","nan","nan","nan","nan","nan","nan"
177,0,"-1574.35","-1042.18","1487.7","-1511.71","-1115.06","1175.53","-1524.46","-975.255","1014.92","-1402.14","-639.365","607.731","-1339.5","-546.706","221.82","-1707.14","-941.647","180.374","-1512.57","-912.73","524.783","-1327.75","-1051.46","990.39","-1461.18","-854.029","1319.24","-1507.98","-715.962","1719.92","-1434.79","-537.127","892.856","-1524.67","-614.43","1423.34","nan","nan","nan","nan","nan","nan"
178,0,"-1577.02","-1042.85","1486.61","-1513.65","-1115.41","1174.91","-1524.46","-974.674","1015.12","-1398.96","-639.178","608.544","-1338.33","-546.969","221.506","-1707.24","-941.911","180.424","-1512.96","-913.567","525.396","-1328.95","-1054.54","989.783","-1461.6","-854.523","1320.15","-1510.31","-717.985","1721.08","-1429.96","-534.027","897.029","-1524.9","-614.858","1425.47","nan","nan","nan","nan","nan","nan"
179,0,"-1579.59","-1043.45","1485.44","-1515.48","-1115.72","1174.26","-1524.45","-974.061","1015.36","-1395.54","-638.951","609.302","-1337.09","-547.305","221.233","-1707.27","-942.286","180.531","-1513.43","-914.328","525.684","-1329.97","-1057.6","989.11","-1461.96","-854.788","1320.95","-1512.56","-719.976","1722.24","-1424.44","-530.447","901.522","-1525.08","-615.159","1427.69","nan","nan","nan","nan","nan","nan"
180,0,"-1582.2","-1043.9","1484.29","-1517.23","-1115.97","1173.6","-1524.37","-973.367","1015.55","-1391.97","-638.777","610.207","-1335.71","-547.593","220.879","-1707.31","-942.586","180.672","-1513.78","-914.917","525.856","-1330.76","-1060.82","988.734","-1462.19","-855.097","1321.81","-1514.69","-721.934","1723.36","-1418.33","-526.31","906.309","-1525.21","-615.39","1430.04","nan","nan","nan","nan","nan","nan"
181,0,"-1584.7","-1044.32","1483.08","-1518.89","-1116.21","1172.94","-1524.25","-972.579","1015.75","-1388.2","-638.558","611.051","-1334.26","-547.979","220.471","-1707.38","-942.701","180.877","-1513.97","-914.799","525.047","-1331.34","-1064.16","988.396","-1462.31","-855.316","1322.7","-1516.75","-723.87","1724.47","-1411.66","-521.647","911.466","-1525.33","-615.502","1432.59","nan","nan","nan","nan","nan","nan"
182,0,"-1587.25","-1044.57","1481.86","-1520.44","-1116.45","1172.29","-1524","-971.651","1015.76","-1384.3","-638.346","611.988","-1332.75","-548.336","220.054","-1707.4","-942.978","180.947","-1514.09","-915.461","525","-1331.77","-1067.47","988.017","-1462.38","-855.39","1323.52","-1518.73","-725.716","1725.57","-1404.47","-516.412","917.048","-1525.4","-615.58","1435.23","nan","nan","nan","nan","nan","nan"
183,0,"-1589.7","-1044.74","1480.58","-1521.92","-1116.68","1171.62","-1523.76","-970.693","1015.86","-1380.24","-638.063","612.891","-1331.18","-548.691","219.691","-1707.45","-943.188","181.028","-1514.14","-915.635","525.111","-1331.98","-1070.97","988.083","-1462.31","-855.47","1324.44","-1520.61","-727.519","1726.63","-1396.81","-510.684","923.118","-1525.41","-615.55","1437.97","nan","nan","nan","nan","nan","nan"
184,0,"-1592.14","-1044.76","1479.28","-1523.31","-1116.93","1170.94","-1523.54","-969.752","1016.12","-1376.03","-637.737","613.805","-1329.55","-549.012","219.32","-1707.48","-943.354","181.089","-1514.25","-916.459","525.652","-1332.41","-1074.28","987.745","-1462.17","-855.399","1325.27","-1522.33","-729.317","1727.62","-1388.66","-504.382","929.702","-1525.41","-615.441","1440.77","nan","nan","nan","nan","nan","nan"
185,0,"-1594.51","-1044.65","1477.93","-1524.62","-1117.18","1170.23","-1523.17","-968.667","1016.2","-1371.68","-637.396","614.712","-1327.93","-549.353","219.003","-1707.5","-943.524","181.171","-1514.16","-916.436","525.679","-1331.84","-1077.75","988.6","-1461.9","-855.272","1326.1","-1524","-731.006","1728.59","-1379.98","-497.524","936.828","-1525.41","-615.255","1443.67","nan","nan","nan","nan","nan","nan"
186,0,"-1596.84","-1044.35","1476.57","-1525.82","-1117.46","1169.53","-1522.78","-967.458","1016.24","-1367.19","-637.048","615.536","-1326.11","-549.753","218.385","-1707.43","-943.728","181.032","-1514.11","-916.767","525.426","-1331.5","-1081.25","989.023","-1461.5","-855.093","1326.89","-1525.52","-732.681","1729.47","-1370.83","-490.09","944.58","-1525.34","-614.996","1446.63","nan","nan","nan","nan","nan","nan"
187,0,"-1599.05","-1043.95","1475.15","-1526.94","-1117.81","1168.83","-1522.33","-966.224","1016.31","-1362.51","-636.686","616.252","-1324.32","-550.14","217.898","-1707.33","-944.032","181.092","-1513.99","-917.071","525.305","-1331.04","-1084.81","989.595","-1461.02","-854.806","1327.59","-1526.94","-734.234","1730.32","-1361.18","-482.15","953.043","-1525.33","-614.642","1449.75","nan","nan","nan","nan","nan","nan"
188,0,"-1601.21","-1043.36","1473.69","-1527.92","-1118.22","1168.18","-1521.76","-964.799","1016.15","-1357.77","-636.344","617.018","-1322.53","-550.518","217.356","-1707.03","-944.001","180.746","-1514","-917.756","526.328","-1330.38","-1088.69","989.939","-1460.43","-854.454","1328.21","-1528.22","-735.74","1731.09","-1351.08","-473.677","962.195","-1525.26","-614.208","1452.85","nan","nan","nan","nan","nan","nan"
189,0,"-1603.26","-1042.55","1472.18","-1528.78","-1118.63","1167.48","-1521.2","-963.394","1016.16","-1352.86","-635.935","617.578","-1320.79","-550.877","216.853","-1706.88","-944.124","180.857","-1513.56","-917.959","526.14","-1329.43","-1092.2","990.765","-1459.71","-854.022","1328.84","-1529.38","-737.14","1731.81","-1340.58","-464.723","972.099","-1525.28","-613.547","1456.3","nan","nan","nan","nan","nan","nan"
190,0,"-1605.21","-1041.64","1470.62","-1529.57","-1119.13","1166.82","-1520.58","-961.86","1016.1","-1347.89","-635.56","618.115","-1318.97","-551.271","216.264","-1706.78","-944.052","180.96","-1513.24","-917.945","525.864","-1328.32","-1095.67","991.857","-1458.86","-853.516","1329.42","-1530.38","-738.463","1732.43","-1329.73","-454.983","982.776","-1525.02","-613.186","1459.43","nan","nan","nan","nan","nan","nan"
191,0,"-1607.08","-1040.51","1468.99","-1530.29","-1119.63","1166.1","-1519.92","-960.292","1016.1","-1342.83","-635.106","618.506","-1317.13","-551.648","215.51","-1706.59","-944.189","180.87","-1512.81","-917.966","525.715","-1326.81","-1099.12","993.244","-1457.9","-852.92","1329.91","-1531.26","-739.671","1732.98","-1318.59","-445.236","994.289","-1524.74","-612.651","1462.69","nan","nan","nan","nan","nan","nan"
