Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (709)",,,"Reconstruction Position - Unlabeled Track (717)",,,"Reconstruction Position - Unlabeled Track (720)",,,"Reconstruction Position - Unlabeled Track (763)",,,"Reconstruction Position - Unlabeled Track (768)",,,"Reconstruction Position - Unlabeled Track (770)",,,"Reconstruction Position - Unlabeled Track (772)",,,"Reconstruction Position - Unlabeled Track (782)",,,"Reconstruction Position - Unlabeled Track (787)",,,"Reconstruction Position - Unlabeled Track (788)",,,"Reconstruction Position - Unlabeled Track (789)",,,"Reconstruction Position - Unlabeled Track (790)",,,"Reconstruction Position - Unlabeled Track (812)",,,"Reconstruction Position - Unlabeled Track (814)",,
11,0,"-1050.36","-382.196","1388.67","-880.218","-416.301","1595.57","-952.747","-792.896","1504.51","-1014.67","-911.498","1206.65","-1079.17","-391.278","1063.91","-941.711","-631.519","1295.29","-996.362","-377.764","830.687","-954.717","-904.41","951.243","-1049.78","-633.24","594.426","-1083.79","-648.968","187.334","-1092.13","-897.516","560.498","-1330.89","-1028.7","258.292","-1091.4","-574.72","1033.49","-1084.16","-865.226","1050.4"
12,0,"-1049.43","-381.349","1387.5","-878.568","-414.454","1592.36","-951.078","-791.618","1504.3","-1014.09","-911.174","1206.81","-1079.96","-391.872","1062.71","-940.967","-630.843","1294.43","-998.283","-379.768","829.172","-955.145","-905.506","951.32","-1049.34","-633.594","594.332","-1083.65","-648.986","187.329","-1091.72","-897.127","560.485","-1330.55","-1028.43","258.238","-1091.44","-574.784","1033.19","-1084.44","-865.187","1050.59"
13,0,"-1048.52","-380.515","1386.36","-876.995","-412.703","1589.25","-949.398","-790.402","1504.1","-1013.46","-910.781","1206.9","-1080.8","-392.44","1061.69","-940.291","-630.158","1293.51","-1000.06","-381.816","827.627","-955.485","-906.527","951.438","-1048.87","-634.049","594.143","-1083.52","-648.988","187.274","-1091.24","-896.804","560.548","-1330.02","-1028.22","258.242","-1091.44","-574.755","1032.93","-1084.71","-865.113","1050.77"
14,0,"-1047.66","-379.782","1385.14","-875.557","-411.047","1586.44","-947.78","-789.171","1503.84","-1012.79","-910.364","1207.04","-1081.53","-393.133","1060.52","-939.611","-629.552","1292.72","-1001.7","-383.835","825.988","-955.686","-907.517","951.584","-1048.44","-633.281","594.669","-1083.4","-648.968","187.247","-1090.92","-896.212","560.511","-1329.47","-1028","258.249","-1091.48","-574.729","1032.62","-1084.97","-865.007","1050.92"
15,0,"-1046.8","-379.104","1383.93","-874.186","-409.493","1583.75","-946.18","-787.968","1503.65","-1012.1","-909.908","1207.16","-1082.14","-393.923","1059.25","-938.969","-628.939","1291.87","-1003.42","-385.769","824.591","-955.934","-908.191","951.512","-1048.06","-633.436","594.561","-1083.29","-648.952","187.207","-1090.17","-895.932","560.592","-1328.83","-1027.8","258.257","-1091.47","-574.764","1032.4","-1085.22","-864.9","1051.09"
16,0,"-1045.97","-378.482","1382.73","-872.942","-408.025","1581.31","-944.624","-786.778","1503.41","-1011.37","-909.396","1207.24","-1082.95","-394.619","1058.29","-938.312","-628.349","1291.07","-1004.99","-387.633","823.186","-956.039","-908.887","951.604","-1047.66","-633.617","594.442","-1083.18","-648.925","187.165","-1089.33","-895.69","560.616","-1328.73","-1027.11","258.279","-1091.51","-574.725","1032.18","-1085.48","-864.846","1051.27"
17,0,"-1045.14","-377.873","1381.53","-871.784","-406.648","1579.11","-943.092","-785.645","1503.23","-1010.62","-908.806","1207.32","-1083.65","-395.339","1057.26","-937.695","-627.831","1290.33","-1006.53","-389.463","821.813","-956.088","-909.467","951.601","-1047.36","-633.542","594.478","-1083.11","-648.87","187.131","-1088.4","-895.403","560.693","-1327.86","-1027.01","258.307","-1091.58","-574.721","1031.93","-1085.74","-864.758","1051.42"
18,0,"-1044.34","-377.377","1380.3","-870.689","-405.337","1576.98","-941.665","-784.575","1503.11","-1009.81","-908.227","1207.39","-1084.26","-396.069","1056.21","-937.04","-627.327","1289.58","-1007.93","-391.243","820.438","-956.047","-909.893","951.648","-1047.14","-633.643","594.669","-1083.01","-648.798","187.065","-1087.41","-894.998","560.713","-1326.99","-1026.85","258.461","-1091.64","-574.728","1031.72","-1085.98","-864.68","1051.56"
19,0,"-1043.54","-376.896","1379.06","-869.688","-404.06","1575.11","-940.248","-783.525","1502.91","-1008.95","-907.676","1207.46","-1084.8","-396.747","1055.23","-936.406","-626.817","1288.9","-1009.26","-392.88","819.134","-955.859","-910.338","951.799","-1047.02","-633.401","594.811","-1082.94","-648.735","187.072","-1086.35","-894.549","560.709","-1325.61","-1027.05","258.43","-1091.75","-574.73","1031.48","-1086.22","-864.599","1051.68"
20,0,"-1042.84","-376.481","1377.9","-868.789","-402.867","1573.41","-938.883","-782.493","1502.75","-1008.02","-907.016","1207.48","-1085.28","-397.39","1054.26","-935.791","-626.351","1288.22","-1010.43","-394.484","817.845","-955.611","-910.61","951.816","-1046.86","-633.345","594.797","-1082.89","-648.639","187.034","-1085.21","-894.04","560.588","-1324.65","-1026.87","258.608","-1091.86","-574.679","1031.28","-1086.46","-864.567","1051.77"
21,0,"-1042.15","-376.045","1376.8","-867.989","-401.734","1571.84","-937.619","-781.543","1502.6","-1007.04","-906.414","1207.5","-1085.57","-398.087","1053.26","-935.152","-625.982","1287.64","-1011.51","-395.929","816.608","-955.25","-910.657","951.795","-1046.76","-633.236","594.808","-1082.87","-648.533","187.051","-1083.93","-893.467","560.401","-1323.68","-1026.62","258.693","-1092","-574.717","1031.09","-1086.69","-864.487","1051.8"
22,0,"-1041.49","-375.684","1375.67","-867.25","-400.631","1570.36","-936.38","-780.628","1502.47","-1006.03","-905.774","1207.47","-1085.81","-398.739","1052.35","-934.596","-625.607","1286.98","-1012.49","-397.251","815.485","-954.778","-910.567","951.728","-1046.72","-633.071","594.883","-1082.84","-648.45","187.038","-1082.75","-892.927","560.571","-1322.64","-1026.41","258.835","-1092.19","-574.768","1030.94","-1086.9","-864.424","1051.79"
23,0,"-1040.82","-375.398","1374.54","-866.613","-399.609","1569","-935.233","-779.731","1502.24","-1004.97","-905.213","1207.43","-1085.93","-399.333","1051.5","-934.009","-625.309","1286.48","-1013.37","-398.405","814.39","-954.238","-910.142","951.471","-1046.56","-633.118","594.751","-1082.86","-648.382","187.065","-1080.94","-892.65","560.443","-1321.45","-1026.17","258.87","-1092.39","-574.847","1030.79","-1087.11","-864.38","1051.78"
24,0,"-1040.24","-375.16","1373.49","-866.077","-398.659","1567.75","-934.149","-778.957","1502.1","-1003.91","-904.628","1207.31","-1085.89","-399.915","1050.56","-933.469","-625.078","1285.91","-1014","-399.504","813.253","-953.576","-909.717","951.312","-1046.51","-632.807","594.616","-1082.84","-648.324","187.091","-1079.48","-892.107","560.445","-1320.26","-1025.87","258.819","-1092.64","-574.894","1030.62","-1087.28","-864.353","1051.75"
25,0,"-1039.63","-374.917","1372.46","-865.631","-397.782","1566.57","-933.139","-778.164","1501.91","-1002.84","-904.003","1207.11","-1085.73","-400.475","1049.72","-932.98","-624.826","1285.37","-1014.53","-400.433","812.219","-952.801","-909.07","951.122","-1046.56","-632.723","594.611","-1082.82","-648.306","187.094","-1078.07","-891.45","560.398","-1319.01","-1025.54","258.785","-1092.9","-574.956","1030.51","-1087.41","-864.335","1051.66"
26,0,"-1039.13","-374.795","1371.46","-865.232","-396.959","1565.45","-932.199","-777.496","1501.77","-1001.75","-903.473","1206.86","-1085.54","-400.927","1049.04","-932.507","-624.677","1284.92","-1014.96","-401.193","811.277","-951.887","-908.254","950.795","-1046.59","-632.679","594.675","-1082.78","-648.299","187.097","-1076.73","-890.661","560.16","-1317.69","-1025.23","258.676","-1093.17","-575.066","1030.38","-1087.49","-864.259","1051.55"
27,0,"-1038.66","-374.722","1370.53","-864.949","-396.213","1564.42","-931.305","-776.785","1501.51","-1000.62","-903.006","1206.56","-1085.14","-401.352","1048.23","-932.094","-624.454","1284.37","-1015.23","-401.785","810.407","-950.913","-907.336","950.572","-1046.69","-632.329","594.936","-1082.73","-648.324","187.09","-1075.42","-890.046","560.23","-1316.8","-1024.54","258.541","-1093.47","-575.173","1030.32","-1087.54","-864.252","1051.41"
28,0,"-1038.23","-374.68","1369.68","-864.704","-395.55","1563.4","-930.478","-776.206","1501.38","-999.492","-902.399","1206.17","-1084.73","-401.737","1047.62","-931.778","-624.287","1283.9","-1015.31","-402.241","809.525","-949.812","-906.238","950.238","-1046.74","-632.309","595.009","-1082.64","-648.362","187.104","-1074.11","-889.336","560.21","-1315.49","-1024.22","258.343","-1093.83","-575.301","1030.23","-1087.44","-864.042","1051.03"
29,0,"-1037.8","-374.713","1368.82","-864.531","-394.935","1562.46","-929.785","-775.664","1501.17","-998.378","-901.815","1205.72","-1084.12","-402.14","1046.94","-931.478","-624.133","1283.52","-1015.31","-402.523","808.823","-948.582","-904.947","949.796","-1046.79","-633.162","594.556","-1082.54","-648.499","187.139","-1072.87","-888.526","559.948","-1313.64","-1024.31","258.052","-1094.22","-575.376","1030.18","-1087.4","-864.088","1050.93"
30,0,"-1037.46","-374.794","1368.08","-864.441","-394.411","1561.55","-929.099","-775.214","1501.02","-997.213","-901.247","1205.26","-1083.5","-402.457","1046.4","-931.268","-623.988","1283.12","-1015.13","-402.661","808.172","-947.222","-903.514","949.317","-1046.79","-632.935","594.84","-1082.41","-648.646","187.186","-1071.63","-887.734","559.726","-1312.36","-1024.07","257.829","-1094.61","-575.48","1030.16","-1087.32","-864.131","1050.82"
31,0,"-1037.16","-374.87","1367.41","-864.409","-393.943","1560.63","-928.536","-774.768","1500.81","-996.024","-900.715","1204.75","-1082.67","-402.803","1045.82","-931.118","-623.873","1282.76","-1014.78","-402.602","807.53","-945.802","-901.989","948.836","-1046.77","-632.827","595.168","-1082.24","-648.803","187.256","-1070.47","-887.011","559.667","-1311.51","-1023.55","257.914","-1095.09","-575.6","1030.19","-1087.2","-864.163","1050.68"
32,0,"-1036.94","-375.057","1366.75","-864.459","-393.517","1559.92","-927.965","-774.412","1500.55","-994.835","-900.025","1204.14","-1081.89","-402.951","1045.47","-931.034","-623.741","1282.45","-1014.28","-402.395","806.986","-944.273","-900.267","948.226","-1046.56","-633.624","595.198","-1082.05","-648.981","187.265","-1069.31","-886.305","559.585","-1310.51","-1023.21","257.813","-1095.61","-575.652","1030.23","-1087.04","-864.168","1050.54"
33,0,"-1036.77","-375.258","1366.2","-864.552","-393.198","1559.24","-927.469","-774.102","1500.34","-993.62","-899.355","1203.49","-1081.03","-403.08","1045.14","-931.032","-623.643","1282.14","-1013.66","-401.983","806.542","-942.577","-898.466","947.713","-1046.38","-633.608","595.28","-1081.8","-649.125","187.296","-1068.28","-885.372","559.155","-1308.84","-1023.45","257.287","-1096.14","-575.767","1030.34","-1086.87","-864.202","1050.41"
34,0,"-1036.66","-375.543","1365.65","-864.717","-392.95","1558.59","-927.042","-773.907","1500.18","-992.379","-898.664","1202.81","-1080.24","-402.975","1045.06","-931.098","-623.559","1281.81","-1012.84","-401.412","806.172","-940.917","-896.573","947.189","-1046.05","-633.068","595.778","-1081.57","-649.259","187.319","-1067.28","-884.705","559.142","-1307.82","-1023.31","257.101","-1096.75","-575.826","1030.4","-1086.67","-864.211","1050.25"
35,0,"-1036.6","-375.817","1365.2","-864.949","-392.769","1558.04","-926.67","-773.747","1500.01","-991.094","-898.002","1202.08","-1078.91","-403.103","1044.47","-931.231","-623.491","1281.5","-1011.86","-400.58","805.847","-939.159","-894.586","946.616","-1045.82","-633.696","595.614","-1081.29","-649.349","187.373","-1066.39","-883.88","558.863","-1307.49","-1022.7","257.138","-1097.36","-575.897","1030.48","-1086.47","-864.264","1050.09"
36,0,"-1036.65","-376.156","1364.83","-865.209","-392.677","1557.59","-926.348","-773.578","1499.76","-989.798","-897.199","1201.26","-1077.75","-403.021","1044.17","-931.43","-623.399","1281.2","-1010.7","-399.6","805.544","-937.263","-892.452","945.87","-1046.11","-633.409","596.595","-1081.02","-649.398","187.414","-1065.56","-883.004","558.444","-1306.18","-1022.97","256.844","-1097.97","-576.033","1030.56","-1086.3","-864.336","1049.91"
37,0,"-1036.76","-376.521","1364.5","-865.554","-392.613","1557.14","-926.057","-773.506","1499.53","-988.461","-896.452","1200.39","-1076.7","-402.773","1044.18","-931.669","-623.329","1280.92","-1009.42","-398.372","805.383","-935.382","-890.229","945.236","-1045.79","-633.865","596.458","-1080.86","-649.433","187.511","-1064.76","-882.248","558.217","-1305.45","-1022.79","256.774","-1098.59","-576.217","1030.63","-1086.43","-865.19","1050.08"
38,0,"-1036.95","-376.963","1364.19","-865.986","-392.656","1556.8","-925.848","-773.452","1499.24","-987.118","-895.669","1199.47","-1074.36","-403.452","1042.63","-931.959","-623.263","1280.61","-1007.96","-396.997","805.233","-933.342","-887.834","944.466","-1045.58","-633.537","596.815","-1080.55","-649.482","187.525","-1064.22","-881.307","557.888","-1304.85","-1022.59","256.668","-1099.18","-576.363","1030.68","-1086.27","-865.209","1049.82"
39,0,"-1037.18","-377.408","1363.9","-866.468","-392.764","1556.45","-925.688","-773.444","1498.93","-985.771","-894.814","1198.51","-1072.99","-403.168","1042.42","-932.264","-623.25","1280.38","-1006.35","-395.384","805.185","-931.298","-885.409","943.746","-1045.9","-634.403","596.86","-1080.33","-649.471","187.615","-1063.56","-880.49","557.561","-1304.31","-1022.4","256.672","-1099.86","-576.639","1030.68","-1086.11","-865.256","1049.52"
40,0,"-1037.47","-377.913","1363.67","-867.046","-392.9","1556.27","-925.579","-773.474","1498.65","-984.4","-893.974","1197.49","-1071.54","-402.782","1042.16","-932.631","-623.221","1280.04","-1004.58","-393.569","805.206","-929.272","-882.782","942.882","-1045.23","-634.076","596.895","-1080.11","-649.458","187.673","-1062.88","-879.653","557.123","-1303.82","-1022.24","256.669","-1100.5","-576.861","1030.7","-1086.06","-865.526","1049.32"
41,0,"-1037.81","-378.524","1363.44","-867.67","-393.157","1556.13","-925.581","-773.564","1498.32","-982.992","-893.107","1196.47","-1070.09","-402.264","1042.02","-933.082","-623.288","1279.77","-1002.65","-391.54","805.285","-927.127","-880.011","941.951","-1044.77","-633.467","597.167","-1079.89","-649.352","187.784","-1062.31","-878.85","556.804","-1303.46","-1022.05","256.669","-1101.19","-577.212","1030.69","-1086.07","-865.895","1049.18"
42,0,"-1038.22","-379.166","1363.27","-868.359","-393.43","1556.07","-925.609","-773.713","1497.98","-981.605","-892.222","1195.41","-1068.69","-401.649","1041.92","-933.605","-623.459","1279.51","-1000.55","-389.286","805.431","-924.998","-877.168","941.047","-1044.74","-633.17","597.447","-1079.68","-649.241","187.834","-1061.71","-877.978","556.409","-1303.61","-1021.49","256.794","-1101.84","-577.621","1030.7","-1086.17","-866.351","1049.05"
43,0,"-1038.68","-379.83","1363.12","-869.086","-393.801","1555.99","-925.672","-773.914","1497.66","-980.169","-891.389","1194.35","-1067.23","-400.969","1041.86","-934.182","-623.724","1279.32","-998.381","-386.793","805.792","-922.792","-874.233","940.23","-1043.89","-633.28","597.629","-1079.48","-649.127","187.916","-1061.19","-877.147","555.945","-1303.34","-1021.26","256.928","-1102.56","-578.11","1030.67","-1086.31","-866.805","1048.87"
44,0,"-1039.2","-380.473","1363.11","-869.886","-394.252","1555.99","-925.807","-774.148","1497.24","-978.769","-890.43","1193.21","-1065.73","-400.223","1041.74","-934.822","-624.049","1279.07","-995.931","-384.13","806.039","-920.641","-871.071","939.261","-1043.84","-633.432","597.9","-1079.33","-649.004","187.971","-1060.74","-876.462","555.723","-1303.13","-1021.07","257.049","-1103.25","-578.7","1030.68","-1086.56","-867.332","1048.75"
45,0,"-1039.82","-381.313","1363.06","-870.743","-394.728","1556.13","-926.01","-774.466","1496.85","-977.335","-889.608","1192.1","-1064.26","-399.38","1041.71","-935.521","-624.532","1278.91","-993.406","-381.29","806.508","-918.529","-867.813","938.442","-1043.33","-634.073","597.124","-1079.19","-648.908","188.053","-1060.23","-875.807","555.419","-1302.96","-1020.89","257.127","-1104.01","-579.272","1030.63","-1086.86","-867.918","1048.6"
46,0,"-1040.44","-382.062","1363.05","-871.645","-395.286","1556.26","-926.25","-774.826","1496.49","-975.919","-888.713","1190.96","-1062.8","-398.45","1041.73","-936.288","-625.117","1278.72","-990.743","-378.252","807.068","-916.325","-864.332","937.519","-1043.97","-633.348","597.818","-1079.1","-648.809","188.115","-1059.79","-875.238","555.113","-1302.88","-1020.69","257.209","-1104.79","-579.861","1030.57","-1087.27","-868.567","1048.47"
47,0,"-1041.14","-382.849","1363.14","-872.631","-395.886","1556.5","-926.601","-775.208","1496.05","-974.545","-887.77","1189.81","-1061.39","-397.486","1041.81","-937.08","-625.688","1278.52","-988.046","-374.959","807.88","-914.198","-860.725","936.6","-1043.74","-633.241","597.861","-1079.01","-648.714","188.179","-1059.38","-874.797","554.907","-1302.73","-1020.51","257.244","-1105.58","-580.536","1030.57","-1087.72","-869.273","1048.32"
48,0,"-1041.85","-383.839","1363.13","-873.631","-396.581","1556.67","-926.996","-775.747","1495.78","-973.155","-886.906","1188.7","-1060.04","-396.436","1041.94","-937.871","-626.362","1278.39","-985.098","-371.582","808.587","-912.077","-857.192","935.929","-1043.68","-633.243","597.861","-1078.97","-648.62","188.256","-1059.02","-874.42","554.686","-1302.54","-1020.39","257.27","-1106.47","-581.282","1030.54","-1088.25","-870.029","1048.17"
49,0,"-1042.61","-384.768","1363.28","-874.727","-397.332","1556.99","-927.516","-776.3","1495.39","-971.832","-886.014","1187.56","-1058.72","-395.378","1042.06","-938.708","-627.093","1278.24","-982.21","-367.998","809.631","-909.95","-853.341","935.053","-1044.09","-633.073","598.176","-1078.98","-648.494","188.339","-1058.64","-874.066","554.366","-1302.37","-1020.27","257.244","-1107.33","-582.011","1030.53","-1088.85","-870.849","1048.01"
50,0,"-1043.38","-385.761","1363.39","-875.851","-398.164","1557.29","-928.117","-776.913","1495.04","-970.549","-885.128","1186.49","-1057.45","-394.257","1042.26","-939.514","-627.857","1278.12","-979.185","-364.329","810.756","-907.781","-849.326","934.197","-1044.14","-633.517","598.379","-1078.99","-648.37","188.389","-1058.23","-873.937","554.203","-1302.14","-1020.24","257.178","-1108.25","-582.837","1030.56","-1089.5","-871.724","1047.84"
51,0,"-1044.24","-386.766","1363.67","-877.036","-399.102","1557.6","-928.777","-777.627","1494.69","-969.326","-884.25","1185.47","-1056.26","-393.134","1042.55","-940.316","-628.681","1278.07","-976.142","-360.495","812.052","-905.898","-845.603","933.721","-1044.39","-633.418","598.065","-1079.05","-648.209","188.469","-1057.91","-873.858","554.096","-1301.94","-1020.2","257.163","-1109.19","-583.696","1030.56","-1090.17","-872.573","1047.61"
52,0,"-1045.15","-387.813","1363.98","-878.302","-400.111","1557.97","-929.548","-778.431","1494.39","-968.154","-883.323","1184.48","-1055.09","-391.983","1042.87","-941.123","-629.496","1277.97","-972.939","-356.612","813.371","-903.871","-841.576","933.165","-1044.62","-633.843","598.268","-1079.12","-647.987","188.509","-1057.55","-873.803","553.945","-1301.82","-1020.15","257.123","-1110.16","-584.608","1030.61","-1090.9","-873.525","1047.4"
53,0,"-1046.09","-388.894","1364.35","-879.582","-401.24","1558.32","-930.385","-779.302","1494.1","-967.029","-882.454","1183.54","-1054.02","-390.8","1043.29","-941.955","-630.382","1277.89","-969.777","-352.638","814.981","-901.774","-837.434","932.719","-1045.26","-633.816","598.491","-1079.21","-647.79","188.638","-1057.21","-873.834","553.801","-1301.7","-1020.16","257.104","-1111.15","-585.541","1030.68","-1091.68","-874.492","1047.16"
54,0,"-1047.14","-390.107","1364.72","-880.963","-402.439","1558.71","-931.347","-780.209","1493.77","-965.959","-881.575","1182.62","-1053","-389.582","1043.75","-942.817","-631.288","1277.81","-966.549","-348.594","816.717","-899.781","-833.167","932.349","-1045.73","-634","598.48","-1079.34","-647.597","188.712","-1056.81","-873.979","553.649","-1301.61","-1020.24","257.093","-1112.17","-586.582","1030.79","-1092.48","-875.484","1046.92"
55,0,"-1048.25","-391.347","1365.2","-882.339","-403.732","1559.17","-932.364","-781.316","1493.6","-964.936","-880.729","1181.72","-1052.03","-388.386","1044.28","-943.707","-632.299","1277.8","-963.253","-344.513","818.614","-897.864","-828.785","932.032","-1046.02","-634.516","598.672","-1079.45","-647.434","188.797","-1056.5","-874.17","553.488","-1301.58","-1020.3","257.132","-1113.15","-587.553","1030.91","-1093.35","-876.503","1046.67"
56,0,"-1049.41","-392.589","1365.75","-883.804","-405.153","1559.58","-933.455","-782.478","1493.4","-964.003","-879.83","1180.85","-1051.19","-387.143","1045.02","-944.647","-633.323","1277.85","-959.987","-340.418","820.808","-895.976","-824.298","931.743","-1046.83","-634.716","599.044","-1079.62","-647.298","188.847","-1056.25","-874.374","553.355","-1301.64","-1020.35","257.198","-1114.23","-588.683","1031.02","-1094.27","-877.552","1046.42"
57,0,"-1050.64","-393.773","1366.41","-885.31","-406.668","1560.07","-934.64","-783.753","1493.24","-963.173","-878.998","1179.99","-1050.4","-385.949","1045.83","-945.688","-634.399","1277.88","-956.617","-336.248","823.047","-894.303","-819.888","931.648","-1047.49","-634.96","599.092","-1079.78","-647.179","188.893","-1056.26","-874.507","553.04","-1301.72","-1020.49","257.232","-1115.25","-589.737","1031.14","-1095.19","-878.632","1046.16"
58,0,"-1051.98","-395.183","1367.06","-886.875","-408.224","1560.65","-935.886","-785.094","1493.1","-962.456","-878.143","1179.06","-1049.71","-384.751","1046.75","-946.812","-635.593","1277.95","-953.239","-332.105","825.539","-891.754","-815.184","931.902","-1047.98","-635.525","599.201","-1079.94","-647.119","188.919","-1055.78","-875.268","553.561","-1301.95","-1020.6","257.303","-1116.36","-590.858","1031.22","-1096.19","-879.759","1045.9"
59,0,"-1053.35","-396.501","1367.81","-888.482","-409.944","1561.18","-937.243","-786.533","1492.99","-961.922","-877.287","1178.05","-1049.08","-383.56","1047.72","-948.008","-636.779","1278.09","-949.861","-327.998","828.231","-889.959","-810.826","932.177","-1048.71","-635.812","599.155","-1080.14","-647.109","188.936","-1055.41","-875.842","553.443","-1302.19","-1020.76","257.382","-1117.46","-591.981","1031.27","-1097.2","-880.886","1045.62"
