Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (709)",,,"Reconstruction Position - Unlabeled Track (717)",,,"Reconstruction Position - Unlabeled Track (720)",,,"Reconstruction Position - Unlabeled Track (763)",,,"Reconstruction Position - Unlabeled Track (768)",,,"Reconstruction Position - Unlabeled Track (770)",,,"Reconstruction Position - Unlabeled Track (772)",,,"Reconstruction Position - Unlabeled Track (789)",,,"Reconstruction Position - Unlabeled Track (817)",,,"Reconstruction Position - Unlabeled Track (826)",,,"Reconstruction Position - Unlabeled Track (829)",,,"Reconstruction Position - Unlabeled Track (832)",,,"Reconstruction Position - Unlabeled Track (836)",,,"Reconstruction Position - Unlabeled Track (838)",,
115,0,"-1187.78","-384.954","1390.8","-1047.97","-413.321","1624.67","-1087.16","-789.932","1493.6","-1076.82","-876.477","1163.32","-1138.3","-333.844","1073.92","-1072.52","-621.018","1292.89","-974.413","-237.719","912.049","-1204.55","-852.589","547.139","-1147.48","-577.045","603.004","-928.934","-708.255","1008.48","-1157","-569.913","191.814","-1464.78","-960.405","253.824","-1214.17","-854.572","1050.62","nan","nan","nan"
116,0,"-1190.37","-387.986","1390.59","-1051.43","-416.878","1625.14","-1091.17","-793.499","1493.13","-1081.4","-881.004","1163","-1140.81","-337.794","1073.57","-1075.77","-624.202","1292.7","-978.056","-242.444","910.286","-1207.45","-854.398","546.271","-1148.36","-578.154","603.148","-932.292","-712.847","1008.95","-1157.17","-570.083","191.81","-1468.1","-961.1","252.708","-1216.82","-856.785","1049.64","nan","nan","nan"
117,0,"-1193.07","-391.101","1390.41","-1054.94","-420.519","1625.6","-1095.29","-797.181","1492.72","-1086.06","-885.565","1162.66","-1143.37","-341.839","1073.2","-1079.07","-627.506","1292.49","-981.851","-247.258","908.515","-1210.49","-856.22","545.374","-1149.31","-579.32","603.198","-935.778","-717.498","1009.41","-1157.33","-570.28","191.823","-1472.02","-961.788","251.88","-1219.56","-859.098","1048.69","nan","nan","nan"
118,0,"-1195.84","-394.378","1390.17","-1058.52","-424.258","1625.96","-1099.53","-800.984","1492.25","-1090.77","-890.25","1162.33","-1146.09","-345.968","1072.94","-1082.43","-630.876","1292.27","-985.813","-252.167","906.757","-1213.47","-858.238","544.434","-1150.31","-580.627","603.349","-939.319","-722.432","1009.94","-1157.54","-570.505","191.76","-1475.33","-962.61","250.866","-1222.39","-861.462","1047.68","nan","nan","nan"
119,0,"-1198.73","-397.675","1389.98","-1062.18","-428.165","1626.39","-1103.91","-804.875","1491.82","-1095.53","-894.93","1162","-1148.81","-350.185","1072.63","-1085.84","-634.403","1292.13","-989.911","-257.136","904.995","-1216.61","-860.294","543.439","-1151.56","-581.748","603.433","-942.989","-727.221","1010.21","-1157.82","-570.732","191.784","-1478.71","-963.597","249.755","-1225.28","-864.013","1046.75","nan","nan","nan"
120,0,"-1201.58","-401.132","1389.66","-1065.94","-432.143","1626.82","-1108.38","-808.863","1491.33","-1100.38","-899.693","1161.63","-1151.62","-354.442","1072.36","-1089.33","-638","1291.92","-994.082","-262.223","903.151","-1219.87","-862.407","542.432","-1152.65","-583.238","603.558","-946.725","-732.321","1010.64","-1158.03","-571.012","191.722","-1481.99","-964.686","248.632","-1228.29","-866.599","1045.75","nan","nan","nan"
121,0,"-1204.62","-404.663","1389.44","-1069.75","-436.242","1627.2","-1112.98","-812.95","1490.86","-1105.27","-904.562","1161.29","-1154.49","-358.783","1072.12","-1092.89","-641.723","1291.71","-998.392","-267.378","901.286","-1223.32","-864.539","541.328","-1153.79","-584.795","603.614","-950.53","-737.435","1010.97","-1158.37","-571.236","191.805","-1485.58","-965.516","247.459","-1231.36","-869.237","1044.74","nan","nan","nan"
122,0,"-1207.73","-408.277","1389.22","-1073.67","-440.503","1627.61","-1117.62","-817.135","1490.34","-1110.25","-909.514","1160.93","-1157.46","-363.172","1071.88","-1096.54","-645.519","1291.47","-1002.93","-272.591","899.534","-1226.89","-866.804","540.356","-1155.04","-586.361","603.728","-954.341","-742.698","1011.3","-1158.82","-571.275","191.923","-1489.06","-966.666","246.04","-1234.48","-871.977","1043.7","nan","nan","nan"
123,0,"-1210.96","-411.982","1389.03","-1077.79","-444.935","1627.95","-1122.41","-821.415","1489.83","-1115.28","-914.497","1160.53","-1160.5","-367.657","1071.73","-1100.28","-649.461","1291.28","-1007.53","-277.922","897.729","-1230.61","-869.075","539.22","-1156.29","-588.032","603.864","-958.269","-748.01","1011.54","-1159.3","-572.038","191.232","-1492.54","-967.787","244.369","-1237.69","-874.809","1042.63","nan","nan","nan"
124,0,"-1214.24","-415.75","1388.79","-1081.86","-449.391","1628.26","-1127.29","-825.8","1489.3","-1120.41","-919.577","1160.15","-1163.59","-372.202","1071.5","-1104.09","-653.494","1291.03","-1012.26","-283.41","895.846","-1234.46","-871.396","538.086","-1157.56","-589.61","603.842","-962.178","-753.508","1011.83","-1159.61","-572.312","191.25","-1496.2","-968.659","242.642","-1240.95","-877.798","1041.53","nan","nan","nan"
125,0,"-1217.6","-419.606","1388.5","-1086.08","-453.999","1628.69","-1132.24","-830.208","1488.7","-1125.62","-924.744","1159.74","-1166.76","-376.798","1071.29","-1107.97","-657.636","1290.79","-1017.19","-288.882","894.103","-1238.43","-873.801","537.057","-1158.8","-591.444","604.206","-966.122","-759.121","1012.14","-1159.85","-572.575","191.22","-1499.57","-969.83","240.744","-1244.26","-880.839","1040.46","nan","nan","nan"
126,0,"-1221.09","-423.574","1388.23","-1090.4","-458.743","1629.09","-1137.31","-834.762","1488.12","-1130.96","-930.029","1159.28","-1170.04","-381.495","1071.14","-1111.93","-661.871","1290.5","-1022.2","-294.453","892.3","-1242.46","-876.165","535.88","-1160.06","-593.147","604.291","-970.198","-764.776","1012.43","-1160.15","-572.815","191.237","-1503.3","-970.753","238.935","-1247.67","-883.918","1039.29","nan","nan","nan"
127,0,"-1224.63","-427.633","1387.89","-1094.72","-463.567","1629.49","-1142.47","-839.335","1487.45","-1136.35","-935.313","1158.8","-1173.39","-386.262","1071.02","-1115.98","-666.192","1290.19","-1027.28","-300.143","890.418","-1246.54","-878.682","534.788","-1161.34","-594.939","604.377","-974.248","-770.681","1012.8","-1160","-572.93","191.754","-1507.07","-971.633","236.815","-1251.13","-887.14","1038.1","nan","nan","nan"
128,0,"-1228.24","-431.797","1387.45","-1099.15","-468.478","1629.83","-1147.75","-844.028","1486.85","-1141.81","-940.71","1158.29","-1176.79","-391.107","1070.76","-1120.1","-670.63","1289.82","-1032.5","-305.847","888.619","-1250.9","-881.192","533.8","-1162.68","-596.768","604.441","-978.319","-776.538","1012.99","-1160.6","-573.477","191.221","-1510.57","-972.559","234.323","-1254.65","-890.371","1036.82","nan","nan","nan"
129,0,"-1231.94","-436.059","1387.06","-1103.69","-473.549","1630.23","-1152.95","-848.65","1485.91","-1147.33","-946.195","1157.76","-1180.29","-396.041","1070.5","-1124.34","-675.105","1289.42","-1037.84","-311.628","886.823","-1254.95","-883.92","532.567","-1164.14","-598.663","604.476","-982.516","-782.568","1013.33","-1160.94","-573.76","191.469","-1514.11","-973.427","232.143","-1258.19","-893.724","1035.55","nan","nan","nan"
130,0,"-1235.75","-440.391","1386.57","-1108.34","-478.646","1630.58","-1158.39","-853.536","1485.23","-1152.89","-951.816","1157.23","-1183.87","-401.042","1070.28","-1128.66","-679.657","1288.98","-1043.18","-317.517","884.869","-1259.86","-886.607","531.688","-1165.67","-600.657","604.617","-986.805","-788.576","1013.57","-1161.17","-574.131","191.55","-1517.88","-974.189","230.013","-1261.85","-897.164","1034.28","nan","nan","nan"
131,0,"-1239.65","-444.78","1386.13","-1112.95","-483.813","1630.66","-1163.88","-858.436","1484.44","-1158.44","-957.551","1156.71","-1187.5","-406.11","1069.98","-1133.08","-684.288","1288.5","-1048.76","-323.39","883.087","-1264.27","-889.352","530.533","-1167.63","-602.313","604.51","-991.162","-794.699","1013.81","-1161.49","-574.456","191.628","-1521.78","-974.869","227.921","-1265.57","-900.666","1032.97","nan","nan","nan"
132,0,"-1243.36","-449.381","1385.3","-1117.76","-489.155","1631.02","-1169.45","-863.448","1483.65","-1164","-963.365","1156.16","-1191.22","-411.266","1069.64","-1137.57","-689.024","1288.03","-1054.38","-329.374","881.263","-1268.68","-892.311","529.357","-1169.49","-604.416","604.512","-995.596","-800.974","1014.16","-1161.86","-574.836","191.695","-1525.54","-975.574","225.775","-1269.33","-904.254","1031.64","nan","nan","nan"
133,0,"-1247.33","-453.935","1384.72","-1122.67","-494.522","1631.31","-1175.09","-868.564","1482.86","-1169.59","-969.195","1155.59","-1195.03","-416.487","1069.25","-1142.13","-693.811","1287.49","-1060.07","-335.424","879.417","-1273.38","-895.131","528.09","-1171.28","-606.786","604.438","-1000.21","-807.15","1014.34","-1162.27","-575.21","191.744","-1529.37","-976.193","223.561","-1273.18","-907.896","1030.3","nan","nan","nan"
134,0,"-1251.34","-458.572","1384.14","-1127.6","-499.907","1631.63","-1180.79","-873.722","1482.04","-1175.14","-975.174","1155.08","-1199","-421.786","1068.94","-1146.77","-698.666","1286.98","-1065.85","-341.49","877.627","-1277.94","-898.263","526.903","-1173.24","-609.203","604.371","-1004.78","-813.454","1014.51","-1162.65","-575.645","191.831","-1533.33","-976.699","221.288","-1277.06","-911.668","1028.99","nan","nan","nan"
135,0,"-1255.43","-463.284","1383.52","-1132.58","-505.396","1631.91","-1186.59","-878.933","1481.28","-1180.69","-981.231","1154.57","-1203.03","-427.152","1068.54","-1151.47","-703.627","1286.43","-1071.63","-347.668","875.752","-1282.73","-901.275","525.65","-1175.34","-611.724","604.33","-1009.5","-819.689","1014.57","-1162.99","-576.1","191.831","-1537.24","-977.196","219.016","-1280.99","-915.506","1027.64","nan","nan","nan"
136,0,"-1259.53","-468.069","1382.83","-1137.66","-510.953","1632.16","-1192.43","-884.227","1480.51","-1186.25","-987.34","1154.09","-1207.13","-432.559","1068.19","-1156.22","-708.71","1285.84","-1077.56","-353.811","874.048","-1287.61","-904.328","524.454","-1177.56","-614.23","604.224","-1014.27","-826.097","1014.8","-1163.42","-576.497","192.043","-1541.08","-977.792","216.48","-1285.04","-919.394","1026.35","nan","nan","nan"
137,0,"-1263.73","-472.894","1382.22","-1142.81","-516.565","1632.45","-1198.3","-889.565","1479.76","-1191.78","-993.611","1153.67","-1211.29","-438.023","1067.77","-1161.03","-713.877","1285.27","-1083.51","-360.039","872.275","-1292.6","-907.254","523.232","-1180.04","-616.553","603.893","-1019.04","-832.602","1014.96","-1163.86","-576.919","192.239","-1545.12","-978.149","214.185","-1289.16","-923.378","1025.08","nan","nan","nan"
138,0,"-1268.16","-477.78","1381.82","-1147.95","-522.243","1632.72","-1204.22","-894.954","1479.02","-1197.34","-999.899","1153.26","-1215.54","-443.521","1067.31","-1165.9","-719.132","1284.65","-1089.56","-366.272","870.577","-1297.54","-910.105","522.121","-1182.35","-619.348","603.763","-1023.91","-839.098","1015.1","-1164.35","-577.393","192.407","-1548.77","-978.774","211.776","-1293.27","-927.405","1023.78","nan","nan","nan"
139,0,"-1272.46","-482.721","1381.17","-1153.1","-527.793","1633.14","-1210.16","-900.395","1478.31","-1202.9","-1006.2","1152.87","-1219.84","-449.054","1066.9","-1170.83","-724.486","1284.08","-1095.7","-372.519","868.92","-1302.53","-912.676","520.926","-1184.92","-622.14","603.716","-1028.73","-845.697","1015.23","-1164.83","-577.918","192.574","-1552.51","-979.291","209.527","-1297.43","-931.44","1022.47","nan","nan","nan"
140,0,"-1276.77","-487.676","1380.47","-1158.35","-533.555","1633.51","-1216.08","-905.835","1477.6","-1208.45","-1012.6","1152.53","-1224.24","-454.631","1066.47","-1175.78","-729.931","1283.52","-1101.86","-378.863","867.13","-1307.39","-915.235","519.986","-1187.65","-625.036","603.706","-1033.57","-852.317","1015.28","-1165.37","-578.54","192.715","-1556.07","-979.927","207.387","-1301.67","-935.495","1021.26","nan","nan","nan"
141,0,"-1281.11","-492.657","1379.8","-1163.59","-539.225","1634.02","-1221.98","-911.288","1476.93","-1213.99","-1018.93","1152.21","-1228.74","-460.276","1066.06","-1180.77","-735.456","1282.96","-1108.08","-385.221","865.385","-1312.23","-917.515","518.966","-1190.52","-628.045","603.634","-1038.48","-859.042","1015.45","-1166.05","-579.093","192.937","-1559.42","-980.52","205.097","-1305.87","-939.708","1020.17","nan","nan","nan"
142,0,"-1285.43","-497.651","1379.11","-1168.82","-544.936","1634.54","-1227.87","-916.71","1476.27","-1219.54","-1025.27","1151.91","-1233.28","-465.948","1065.53","-1185.83","-740.983","1282.35","-1114.38","-391.657","863.663","-1317.11","-919.555","518.065","-1193.7","-630.983","603.291","-1043.4","-865.792","1015.54","-1166.87","-579.761","193.247","-1562.79","-980.993","203.28","-1310.16","-943.812","1019.09","nan","nan","nan"
143,0,"-1289.76","-502.601","1378.43","-1174.05","-550.551","1635.31","-1233.76","-922.115","1475.67","-1225.02","-1031.74","1151.75","-1237.9","-471.661","1065.08","-1190.96","-746.518","1281.83","-1120.8","-398.118","861.955","-1321.57","-921.704","517.34","-1197.04","-633.969","602.853","-1048.31","-872.608","1015.65","-1167.66","-580.519","193.436","-1565.57","-981.791","201.085","-1314.49","-947.977","1018.18","nan","nan","nan"
144,0,"-1294.08","-507.56","1377.77","-1179.27","-556.252","1635.96","-1239.58","-927.511","1475.14","-1230.52","-1038.08","1151.59","-1242.62","-477.373","1064.61","-1196.2","-751.945","1281.25","-1127.29","-404.662","860.26","-1325.99","-923.624","516.504","-1200.38","-637.332","602.542","-1053.21","-879.476","1015.79","-1168.69","-581.25","193.798","-1568.52","-982.203","199.31","-1318.86","-952.093","1017.27","nan","nan","nan"
145,0,"-1298.35","-512.456","1377.12","-1184.44","-561.916","1636.56","-1245.33","-932.86","1474.65","-1235.96","-1044.47","1151.53","-1247.33","-483.154","1064.06","-1201.47","-757.382","1280.76","-1133.8","-411.229","858.523","-1330.31","-925.516","515.79","-1204.04","-640.551","602.167","-1058.17","-886.336","1015.89","-1169.74","-582.015","194.054","-1571.04","-982.868","197.268","-1323.24","-956.223","1016.52","nan","nan","nan"
146,0,"-1302.53","-517.357","1376.45","-1189.6","-567.655","1637.21","-1251.07","-938.105","1474.21","-1241.39","-1050.78","1151.54","-1252.14","-488.953","1063.59","-1206.75","-762.714","1280.28","-1140.29","-417.884","856.792","-1334.3","-927.446","515.037","-1207.76","-643.915","601.715","-1063.16","-893.117","1015.91","-1170.98","-582.73","194.496","-1573.54","-983.149","195.475","-1327.6","-960.365","1015.86","nan","nan","nan"
147,0,"-1306.68","-522.198","1375.89","-1194.67","-573.265","1637.89","-1256.82","-943.433","1473.98","-1246.79","-1057.11","1151.7","-1256.94","-494.756","1062.99","-1212.04","-767.967","1279.77","-1146.88","-424.497","855.171","-1338.17","-929.348","514.386","-1211.64","-646.994","600.925","-1068.12","-899.992","1015.94","-1172.3","-583.427","194.788","-1575.82","-983.567","193.671","-1331.98","-964.485","1015.31","nan","nan","nan"
148,0,"-1310.81","-526.986","1375.34","-1199.68","-578.815","1638.49","-1262.44","-948.585","1473.66","-1252.15","-1063.37","1151.9","-1261.88","-500.468","1062.47","-1217.3","-773.265","1279.4","-1153.34","-431.207","853.399","-1341.69","-931.329","513.811","-1216.18","-649.625","600.221","-1073.11","-906.774","1015.95","-1173.78","-584.199","195.336","-1577.89","-983.839","192.031","-1336.26","-968.579","1014.72","nan","nan","nan"
149,0,"-1314.81","-531.757","1374.8","-1204.63","-584.357","1639.25","-1268.05","-953.677","1473.44","-1257.53","-1069.52","1152.16","-1266.73","-506.309","1061.82","-1222.54","-778.456","1279.04","-1159.88","-437.805","851.869","-1345.12","-933.23","513.335","-1220.4","-652.839","600.02","-1078.12","-913.548","1015.95","-1175.32","-584.9","195.825","-1579.79","-984.112","190.583","-1340.46","-972.581","1014.09","nan","nan","nan"
150,0,"-1318.73","-536.455","1374.3","-1209.5","-589.799","1639.97","-1273.57","-958.764","1473.28","-1262.86","-1075.64","1152.52","-1271.66","-512.055","1061.26","-1227.73","-783.569","1278.65","-1166.25","-444.529","850.139","-1348.12","-935.344","513.094","-1225.19","-655.788","599.952","-1083.04","-920.415","1016.06","-1177.11","-585.62","196.426","-1581.41","-984.4","189.134","-1344.64","-976.538","1013.6","nan","nan","nan"
151,0,"-1322.58","-541.064","1373.82","-1214.33","-595.16","1640.75","-1279.07","-963.739","1473.22","-1268.19","-1081.63","1152.91","-1276.59","-517.831","1060.7","-1232.82","-788.607","1278.38","-1172.78","-451.182","848.622","-1351.03","-937.33","512.893","-1229.97","-658.86","599.427","-1087.97","-927.198","1016.13","-1178.95","-586.47","197.044","-1583","-984.569","187.946","-1348.78","-980.401","1013.16","nan","nan","nan"
152,0,"-1326.29","-545.624","1373.37","-1219.02","-600.545","1641.31","-1284.47","-968.639","1473.21","-1273.48","-1087.51","1153.37","-1281.44","-523.613","1059.93","-1237.76","-793.605","1278.16","-1179.09","-457.977","846.791","-1353.62","-939.351","512.709","-1234.07","-661.018","599.341","-1092.88","-933.879","1016.22","-1181","-587.471","197.791","-1584.33","-984.801","186.876","-1352.91","-984.205","1012.85","nan","nan","nan"
153,0,"-1329.89","-550.035","1372.97","-1223.65","-605.776","1642.27","-1289.77","-973.403","1473.24","-1278.75","-1093.21","1153.87","-1286.41","-529.333","1059.44","-1242.58","-798.494","1278.01","-1185.52","-464.704","845.241","-1356.27","-941.375","512.795","-1238.96","-663.322","599.654","-1097.76","-940.565","1016.35","-1183.23","-588.428","198.718","-1585.54","-985.098","185.903","-1356.91","-988.015","1012.66","nan","nan","nan"
154,0,"-1333.36","-554.407","1372.63","-1228.19","-610.805","1643.28","-1294.98","-978.075","1473.38","-1284.01","-1098.88","1154.5","-1291.35","-534.991","1058.83","-1247.24","-803.321","1277.95","-1191.84","-471.451","843.56","-1358.57","-943.507","512.821","-1243.51","-666.23","599.629","-1102.6","-947.211","1016.44","-1185.5","-589.372","199.641","-1586.58","-985.498","185.062","-1360.91","-991.252","1012.68","nan","nan","nan"
155,0,"-1336.69","-558.636","1372.37","-1232.64","-615.761","1644.34","-1300.05","-982.611","1473.59","-1289.27","-1104.37","1155.18","-1296.16","-540.679","1058.05","-1251.73","-808.058","1277.96","-1198.19","-478.225","841.983","-1360.88","-945.59","513.053","-1248.53","-668.519","599.327","-1107.37","-953.827","1016.7","-1187.9","-590.338","200.715","-1587.64","-985.88","184.433","-1364.87","-994.737","1012.75","nan","nan","nan"
156,0,"-1339.83","-562.746","1372.08","-1237.01","-620.533","1645.56","-1304.99","-986.991","1473.87","-1294.53","-1109.72","1155.94","-1301.09","-546.295","1057.77","-1256.04","-812.706","1278.04","-1204.65","-484.919","840.616","-1363.02","-947.584","513.118","-1253.29","-671.047","599.39","-1112.2","-960.288","1016.89","-1190.38","-591.376","201.786","-1588.77","-986.235","184.039","-1368.68","-998.098","1012.76","nan","nan","nan"
157,0,"-1342.83","-566.814","1371.9","-1241.27","-625.204","1646.83","-1309.81","-991.234","1474.26","-1299.75","-1115","1156.84","-1306.01","-551.799","1057.42","-1260.19","-817.185","1278.16","-1210.92","-491.754","838.923","-1364.97","-949.839","513.551","-1258.28","-673.588","599.622","-1116.96","-966.769","1017.26","-1193.06","-592.481","202.945","-1589.71","-986.616","183.575","-1372.4","-1001.27","1012.71","nan","nan","nan"
158,0,"-1345.78","-570.698","1371.84","-1245.47","-629.878","1648.25","-1314.49","-995.321","1474.7","-1304.94","-1120.14","1157.79","-1310.71","-557.32","1056.85","-1264.14","-821.644","1278.42","-1217.32","-498.481","837.542","-1367.07","-951.852","513.854","-1263.79","-675.631","599.674","-1121.79","-972.98","1017.49","-1195.78","-593.584","204.117","-1590.65","-987.061","183.081","-1375.98","-1004.43","1012.73","nan","nan","nan"
159,0,"-1348.5","-574.524","1371.72","-1249.54","-634.355","1649.49","-1319.07","-999.226","1475.21","-1310.12","-1125.18","1158.82","-1315.33","-562.776","1056.35","-1267.94","-825.893","1278.62","-1223.6","-505.27","835.931","-1369.11","-953.892","514.255","-1268.61","-678.118","599.486","-1126.52","-979.201","1017.84","-1198.59","-594.764","205.277","-1591.55","-987.438","182.679","-1379.52","-1007.62","1012.95","nan","nan","nan"
160,0,"-1351.16","-578.198","1371.65","-1253.53","-638.764","1650.85","-1323.48","-1002.99","1475.74","-1315.24","-1130.11","1159.91","-1320","-568.084","1056.16","-1271.57","-830.089","1278.98","-1230.1","-512.406","834.226","-1371.19","-955.849","514.645","-1273.68","-681.413","599.276","-1131.27","-985.305","1018.27","-1201.52","-595.947","206.571","-1592.57","-987.964","182.596","-1383","-1010.42","1012.99","nan","nan","nan"
161,0,"-1353.69","-581.777","1371.55","-1257.41","-642.977","1652.2","-1327.79","-1006.61","1476.31","-1320.31","-1134.93","1161","-1324.5","-573.283","1055.71","-1275.05","-834.134","1279.34","-1236.48","-518.97","832.956","-1373.41","-957.53","514.836","-1279.11","-682.649","600.993","-1135.97","-991.247","1018.65","-1204.44","-597.157","207.831","-1593.38","-988.361","182.314","-1386.34","-1013.27","1013.03","nan","nan","nan"
162,0,"-1356.18","-585.24","1371.53","-1261.25","-647.157","1653.62","-1331.98","-1010.07","1476.86","-1325.33","-1139.65","1162.13","-1329.32","-578.231","1056.46","-1278.44","-838.015","1279.66","-1242.75","-525.661","831.448","-1375.74","-959.178","515.154","-1283.96","-684.063","600.701","-1140.62","-997.082","1019.21","-1207.35","-598.407","209.08","-1594.2","-988.84","181.839","-1389.71","-1016.04","1013.26","nan","nan","nan"
163,0,"-1358.51","-588.567","1371.46","-1265.01","-651.211","1655.07","-1336.02","-1013.48","1477.45","-1330.29","-1144.21","1163.24","-1333.64","-583.271","1056.3","-1281.75","-841.715","1280.01","-1249.03","-532.107","830.218","-1378.02","-960.752","515.592","-1288.73","-687.765","600.206","-1145.2","-1002.73","1019.62","-1210.42","-599.638","210.537","-1594.99","-989.277","181.501","-1392.94","-1018.62","1013.28","nan","nan","nan"
164,0,"-1360.79","-591.809","1371.45","-1268.69","-655.117","1656.55","-1339.94","-1016.71","1478.01","-1335.2","-1148.68","1164.37","-1337.79","-588.273","1056.06","-1284.94","-845.34","1280.44","-1255.22","-538.723","828.765","-1380.55","-962.136","516.108","-1293.16","-690.441","600.28","-1149.69","-1008.3","1020.13","-1213.41","-600.797","211.846","-1595.81","-989.695","181.162","-1396.1","-1021.36","1013.52","nan","nan","nan"
165,0,"-1363.04","-594.838","1371.45","-1272.3","-658.84","1657.99","-1343.69","-1019.86","1478.55","-1340.01","-1153.01","1165.51","-1341.76","-593.191","1055.81","-1288.07","-848.766","1280.83","-1261.48","-545.02","827.657","-1383.33","-963.264","516.681","-1298.13","-692.361","601.286","-1154.14","-1013.71","1020.69","-1216.46","-601.956","213.264","-1596.71","-989.927","181.028","-1399.34","-1023.96","1013.95","nan","nan","nan"
166,0,"-1365.18","-597.81","1371.46","-1275.83","-662.433","1659.54","-1347.35","-1022.87","1479.13","-1344.74","-1157.21","1166.64","-1345.72","-597.99","1055.69","-1291.12","-852.039","1281.22","-1267.5","-551.516","826.22","-1385.85","-964.456","517.379","-1302.43","-694.816","601.521","-1158.47","-1019.07","1021.27","-1219.51","-603.021","214.676","-1597.51","-990.26","180.825","-1402.37","-1026.42","1014.17","nan","nan","nan"
167,0,"-1367.21","-600.629","1371.44","-1279.31","-665.937","1661.1","-1350.85","-1025.74","1479.67","-1349.39","-1161.22","1167.75","-1349.51","-602.712","1055.57","-1294.06","-855.213","1281.64","-1273.47","-557.709","825.136","-1388.39","-965.534","518.247","-1306.61","-696.819","601.182","-1162.76","-1024.24","1021.77","-1222.48","-604.038","216.044","-1598.28","-990.502","180.817","-1405.33","-1028.81","1014.38","nan","nan","nan"
168,0,"-1369.15","-603.365","1371.48","-1282.74","-669.291","1662.62","-1354.27","-1028.49","1480.29","-1353.95","-1165.13","1168.94","-1353.21","-607.386","1055.41","-1296.89","-858.236","1282.06","-1279.4","-563.763","824.158","-1390.74","-966.578","519.057","-1310.67","-698.499","602.457","-1166.93","-1029.34","1022.4","-1225.48","-605.047","217.479","-1598.89","-990.927","180.801","-1408.33","-1031.27","1014.89","nan","nan","nan"
169,0,"-1370.97","-605.928","1371.5","-1286.1","-672.559","1664.29","-1357.52","-1031.09","1480.88","-1358.46","-1168.95","1170.17","-1356.82","-611.943","1055.33","-1299.63","-861.084","1282.45","-1285.18","-569.885","823.193","-1393.14","-967.625","520.084","-1314.88","-700.362","603.188","-1171.05","-1034.33","1022.97","-1228.42","-605.943","218.926","-1599.45","-991.421","180.88","-1411.48","-1033.42","1015.36","nan","nan","nan"
170,0,"-1372.68","-608.443","1371.56","-1289.4","-675.654","1665.84","-1360.69","-1033.57","1481.51","-1362.92","-1172.42","1171.31","-1360.34","-616.326","1055.43","-1302.31","-863.846","1282.82","-1290.84","-575.694","822.38","-1395.21","-968.894","520.862","-1318.58","-702.826","603.614","-1175.12","-1039.14","1023.45","-1231.29","-606.894","220.288","-1600.06","-991.872","180.815","-1414.59","-1035.6","1015.96","nan","nan","nan"
171,0,"-1374.22","-610.816","1371.62","-1292.62","-678.688","1667.42","-1363.71","-1035.89","1482.11","-1367.26","-1175.9","1172.55","-1363.67","-620.607","1055.46","-1304.96","-866.447","1283.19","-1296.37","-581.54","821.514","-1397.42","-970.283","521.843","-1321.82","-704","604.309","-1179.13","-1043.82","1023.96","-1234.1","-607.91","221.571","-1600.67","-992.312","180.942","-1417.48","-1037.63","1016.27","nan","nan","nan"
172,0,"-1375.66","-613.063","1371.67","-1295.78","-681.276","1669.11","-1366.66","-1038.06","1482.72","-1371.55","-1179.13","1173.72","-1366.9","-624.654","1055.62","-1307.51","-868.974","1283.59","-1301.86","-587.056","820.839","-1399.36","-971.872","522.725","-1325.86","-706.077","605.325","-1182.98","-1048.47","1024.52","-1236.99","-608.875","222.945","-1601.29","-992.808","181.101","-1420.32","-1039.54","1016.9","nan","nan","nan"
173,0,"-1377.02","-615.236","1371.84","-1298.85","-684.079","1670.59","-1369.51","-1040.12","1483.33","-1375.73","-1182.28","1174.9","-1369.92","-628.536","1055.82","-1310","-871.325","1284.02","-1307.37","-592.27","820.335","-1401.32","-973.652","523.636","-1329.34","-707.732","605.209","-1186.8","-1052.99","1025.07","-1239.7","-609.863","224.036","-1601.96","-993.352","181.264","-1423.34","-1041.33","1017.49","nan","nan","nan"
174,0,"-1378.25","-617.349","1371.93","-1301.88","-686.774","1672.04","-1372.29","-1042.1","1483.9","-1379.85","-1185.3","1176.1","-1372.76","-632.247","1056.03","-1312.4","-873.509","1284.41","-1312.64","-597.461","819.734","-1403.07","-975.451","524.113","-1332.45","-708.785","606.144","-1190.59","-1057.21","1025.46","-1242.51","-610.916","225.248","-1602.43","-994.001","181.271","-1426.39","-1043.04","1018.07","nan","nan","nan"
175,0,"-1379.45","-619.372","1372.1","-1304.83","-689.358","1673.43","-1375.04","-1043.95","1484.49","-1383.89","-1188.17","1177.28","-1375.47","-635.758","1056.34","-1314.7","-875.576","1284.8","-1317.76","-602.534","819.17","-1405.07","-977.27","524.842","-1335.66","-711.139","606.352","-1194.27","-1061.39","1025.99","-1245.15","-611.954","226.123","-1603.1","-994.64","181.376","-1429.27","-1044.96","1018.66","nan","nan","nan"
176,0,"-1380.54","-621.363","1372.26","-1307.7","-691.886","1674.78","-1377.73","-1045.8","1485.04","-1387.82","-1190.94","1178.39","-1377.93","-639.142","1056.59","-1316.86","-877.559","1285.24","-1322.77","-607.313","818.695","-1407.08","-979.149","525.718","-1338.98","-712.758","606.899","-1197.9","-1065.38","1026.43","-1247.8","-612.964","227.125","-1603.75","-995.191","181.49","-1432.17","-1046.81","1019.16","nan","nan","nan"
