Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (709)",,,"Reconstruction Position - Unlabeled Track (717)",,,"Reconstruction Position - Unlabeled Track (720)",,,"Reconstruction Position - Unlabeled Track (770)",,,"Reconstruction Position - Unlabeled Track (772)",,,"Reconstruction Position - Unlabeled Track (789)",,,"Reconstruction Position - Unlabeled Track (817)",,,"Reconstruction Position - Unlabeled Track (841)",,,"Reconstruction Position - Unlabeled Track (846)",,,"Reconstruction Position - Unlabeled Track (849)",,,"Reconstruction Position - Unlabeled Track (853)",,,"Reconstruction Position - Unlabeled Track (854)",,,"Reconstruction Position - Unlabeled Track (855)",,,"Reconstruction Position - Unlabeled Track (856)",,
11,0,"-1507.64","-587.712","1396.72","-1416.78","-659.055","1676.02","-1437.67","-1012.25","1473.88","-1404.54","-814.874","1294.88","-1343.79","-461.646","883.629","-1468.48","-929.862","512.153","-1393.8","-652.741","596.408","-1232.79","-988.279","983.312","-1694.32","-978.867","184.27","-1331.92","-554.616","207.458","-1397.87","-1108.66","1158.34","-1486.1","-993.169","1028.35","nan","nan","nan","nan","nan","nan"
12,0,"-1508.85","-590.535","1396.33","-1419.33","-660.275","1676.04","-1440.75","-1015.21","1474.33","-1406.69","-818.446","1294.68","-1347.48","-466.99","881.737","-1470.09","-931.45","512.4","-1397.16","-655.151","596.058","-1236.66","-994.604","983.588","-1695.15","-979.172","183.907","-1334.24","-555.678","208.542","-1401.85","-1113.65","1159.37","-1489.06","-996.228","1028.52","nan","nan","nan","nan","nan","nan"
13,0,"-1510.01","-593.299","1395.97","-1421.34","-663.262","1676.29","-1443.76","-1018.08","1474.85","-1408.76","-821.974","1294.54","-1351.13","-472.304","879.711","-1471.76","-932.882","512.678","-1400.61","-657.723","596.053","-1240.49","-1000.79","983.751","-1695.9","-979.469","183.617","-1336.49","-556.784","209.471","-1405.8","-1118.53","1160.36","-1491.97","-999.351","1028.79","nan","nan","nan","nan","nan","nan"
14,0,"-1511.05","-595.938","1395.53","-1423.36","-665.957","1676.52","-1446.68","-1020.87","1475.32","-1410.68","-825.386","1294.45","-1354.8","-477.526","877.683","-1473.3","-934.398","513.088","-1404.21","-660.034","596.024","-1244.33","-1006.83","983.98","-1696.5","-979.821","183.176","-1338.76","-557.856","210.471","-1409.7","-1123.41","1161.43","-1494.82","-1002.33","1028.98","nan","nan","nan","nan","nan","nan"
15,0,"-1512.05","-598.506","1395.17","-1425.3","-668.503","1676.76","-1449.55","-1023.57","1475.81","-1412.51","-828.693","1294.38","-1358.38","-482.583","875.753","-1474.9","-935.685","513.296","-1407.69","-662.456","596.279","-1248.16","-1012.72","984.285","-1697.14","-980.086","182.973","-1341.07","-558.902","211.481","-1413.53","-1128.21","1162.53","-1497.56","-1005.32","1029.2","nan","nan","nan","nan","nan","nan"
16,0,"-1512.91","-601.012","1394.73","-1427.17","-671.003","1677.01","-1452.37","-1026.17","1476.31","-1414.28","-831.84","1294.31","-1361.95","-487.67","873.703","-1476.4","-937.056","513.809","-1411.41","-664.406","596.522","-1251.97","-1018.5","984.639","-1697.7","-980.367","182.802","-1343.39","-559.905","212.557","-1417.31","-1132.98","1163.71","-1500.29","-1008.15","1029.43","nan","nan","nan","nan","nan","nan"
17,0,"-1513.75","-603.411","1394.34","-1428.98","-673.386","1677.3","-1455.11","-1028.7","1476.77","-1416.02","-834.873","1294.25","-1365.47","-492.666","871.732","-1477.83","-938.284","514.321","-1414.7","-666.783","596.853","-1255.73","-1024.19","984.988","-1698.22","-980.639","182.65","-1345.66","-560.821","213.501","-1421","-1137.68","1164.86","-1502.91","-1010.84","1029.6","nan","nan","nan","nan","nan","nan"
18,0,"-1514.47","-605.702","1393.91","-1430.72","-675.719","1677.6","-1457.83","-1031.18","1477.23","-1417.76","-837.81","1294.23","-1368.97","-497.628","869.747","-1479.01","-939.519","514.776","-1417.74","-669.326","596.753","-1259.46","-1029.71","985.333","-1698.6","-980.902","182.525","-1347.9","-561.657","214.557","-1424.66","-1142.27","1166.05","-1505.49","-1013.54","1029.86","nan","nan","nan","nan","nan","nan"
19,0,"-1515.01","-607.994","1393.38","-1432.42","-677.976","1677.94","-1460.53","-1033.56","1477.69","-1419.51","-840.712","1294.15","-1372.38","-502.501","867.749","-1480.31","-940.695","515.459","-1421.22","-670.996","596.754","-1263.1","-1035.2","985.786","-1699.02","-981.171","182.536","-1350.16","-562.455","215.6","-1428.3","-1146.77","1167.2","-1508.04","-1016.1","1030.11","nan","nan","nan","nan","nan","nan"
20,0,"-1515.58","-610.169","1393.01","-1434.03","-680.202","1678.3","-1463.15","-1035.87","1478.16","-1421.29","-843.542","1293.98","-1375.82","-507.289","865.922","-1481.29","-941.791","515.841","-1424.25","-674.072","596.174","-1266.65","-1040.65","986.276","-1699.38","-981.504","182.507","-1352.38","-563.229","216.59","-1431.89","-1151.11","1168.39","-1510.55","-1018.69","1030.38","nan","nan","nan","nan","nan","nan"
21,0,"-1516","-612.253","1392.53","-1435.59","-682.379","1678.64","-1465.78","-1038.06","1478.63","-1422.95","-846.369","1293.96","-1379.27","-512.067","864.001","-1482.38","-942.974","516.485","-1427.23","-675.127","597.143","-1270.21","-1045.99","986.725","-1699.76","-981.813","182.582","-1354.58","-563.989","217.521","-1435.49","-1155.34","1169.63","-1513.16","-1021.35","1030.75","nan","nan","nan","nan","nan","nan"
22,0,"-1516.35","-614.272","1392.13","-1437.08","-684.509","1678.97","-1468.34","-1040.23","1479.11","-1424.41","-849.018","1294","-1382.67","-516.763","862.157","-1483.19","-944.213","516.888","-1430.32","-675.612","598.088","-1273.62","-1051.29","987.244","-1700.05","-982.086","182.603","-1356.79","-564.671","218.433","-1439.07","-1159.44","1170.84","-1515.88","-1024.03","1031.21","nan","nan","nan","nan","nan","nan"
23,0,"-1516.61","-616.251","1391.73","-1438.53","-686.536","1679.28","-1470.89","-1042.24","1479.59","-1425.75","-851.566","1293.97","-1386.01","-521.428","860.267","-1484.16","-945.587","517.557","-1433.14","-678.548","597.295","-1276.98","-1056.39","987.716","-1700.35","-982.389","182.586","-1358.93","-565.338","219.257","-1442.65","-1163.4","1172.03","-1518.72","-1026.66","1031.91","nan","nan","nan","nan","nan","nan"
24,0,"-1516.77","-618.139","1391.23","-1439.93","-688.535","1679.59","-1473.44","-1044.21","1480.09","-1427.07","-854.103","1294.03","-1389.33","-526.033","858.427","-1484.9","-946.937","517.735","-1435.84","-680.175","597.058","-1280.39","-1061.48","988.191","-1700.59","-982.759","182.422","-1361.02","-566.019","220.076","-1446.2","-1167.17","1173.22","-1521.53","-1028.81","1032.93","nan","nan","nan","nan","nan","nan"
25,0,"-1516.84","-620.016","1390.68","-1441.31","-690.538","1679.88","-1475.92","-1046.09","1480.56","-1428.27","-856.586","1293.96","-1392.54","-530.559","856.629","-1485.73","-948.38","518.13","-1438.59","-681.806","597.51","-1283.98","-1066.47","988.604","-1700.8","-983.186","182.221","-1362.99","-566.705","220.817","-1449.73","-1170.86","1174.42","-1523.85","-1030.9","1033.06","nan","nan","nan","nan","nan","nan"
26,0,"-1516.92","-621.789","1390.29","-1442.65","-692.427","1680.17","-1478.38","-1047.87","1481.03","-1429.48","-859.086","1294.02","-1395.66","-534.862","854.981","-1486.52","-949.95","518.447","-1441.17","-682.78","597.522","-1287.33","-1071.45","989.076","-1701.17","-983.533","182.327","-1364.9","-567.182","221.536","-1453.19","-1174.43","1175.58","-1526.05","-1032.91","1033.09","nan","nan","nan","nan","nan","nan"
27,0,"-1516.86","-623.568","1389.74","-1444","-694.272","1680.49","-1480.8","-1049.62","1481.44","-1430.56","-861.55","1294.08","-1398.74","-539.164","853.113","-1487.46","-951.443","518.779","-1443.32","-684.46","597.305","-1290.61","-1076.31","989.455","-1701.38","-983.987","182.128","-1366.69","-567.72","222.242","-1456.62","-1177.93","1176.75","-1528.19","-1034.83","1033.12","nan","nan","nan","nan","nan","nan"
28,0,"-1516.71","-625.313","1389.11","-1445.26","-696.123","1680.78","-1483.19","-1051.28","1481.81","-1431.59","-863.908","1294.06","-1401.78","-543.415","851.322","-1488.24","-952.934","518.841","-1445.38","-685.639","597.62","-1293.83","-1081.1","989.815","-1701.65","-984.463","181.904","-1368.33","-568.118","222.822","-1460.01","-1181.28","1177.83","-1530.2","-1036.6","1033.09","nan","nan","nan","nan","nan","nan"
29,0,"-1516.52","-627.008","1388.56","-1446.59","-697.912","1681.13","-1485.53","-1052.93","1482.14","-1432.52","-866.282","1294.27","-1404.8","-547.581","849.554","-1489.21","-954.437","519.246","-1447.2","-686.88","597.919","-1296.96","-1085.85","990.177","-1702.04","-984.927","181.892","-1369.81","-568.578","223.355","-1463.39","-1184.56","1178.9","-1532.14","-1038.24","1033.04","nan","nan","nan","nan","nan","nan"
30,0,"-1516.28","-628.642","1388.08","-1447.88","-699.689","1681.51","-1487.83","-1054.53","1482.43","-1433.42","-868.436","1294.25","-1407.9","-551.514","848.081","-1490.01","-955.897","519.464","-1449.08","-687.767","597.813","-1300.01","-1090.58","990.523","-1702.46","-985.317","181.842","-1371.25","-568.957","223.966","-1466.7","-1187.69","1179.89","-1534.02","-1039.85","1032.98","nan","nan","nan","nan","nan","nan"
31,0,"-1515.95","-630.218","1387.56","-1449.19","-701.409","1681.96","-1490.14","-1056.1","1482.7","-1434.25","-870.691","1294.38","-1410.85","-555.591","846.367","-1490.84","-957.24","519.814","-1450.19","-688.463","598.064","-1303.06","-1095.15","990.798","-1702.82","-985.632","181.77","-1372.48","-569.303","224.395","-1470","-1190.84","1180.92","-1535.81","-1041.28","1032.86","nan","nan","nan","nan","nan","nan"
32,0,"-1515.55","-631.768","1386.99","-1450.51","-703.128","1682.44","-1492.36","-1057.6","1482.88","-1435.1","-872.813","1294.44","-1413.82","-559.547","844.77","-1491.66","-958.48","520.183","-1451.36","-689.552","598.109","-1306.07","-1099.65","991.066","-1703.17","-986.019","181.698","-1373.6","-569.625","224.735","-1473.32","-1193.62","1181.64","-1535.26","-1039.11","1029.11","nan","nan","nan","nan","nan","nan"
33,0,"-1515.05","-633.266","1386.47","-1451.88","-704.812","1682.96","-1494.62","-1059.06","1483.07","-1435.86","-874.936","1294.57","-1416.76","-563.335","843.344","-1492.34","-959.695","520.501","-1452.43","-690.224","598.581","-1309.07","-1104.06","991.263","-1703.54","-986.337","181.666","-1374.63","-569.897","225.128","-1476.61","-1196.35","1182.41","-1537.86","-1042.03","1030.52","nan","nan","nan","nan","nan","nan"
34,0,"-1514.5","-634.739","1386.01","-1453.29","-706.452","1683.52","-1496.85","-1060.49","1483.2","-1436.59","-876.965","1294.75","-1419.58","-567.251","841.732","-1492.89","-960.7","520.447","-1452.94","-690.905","598.795","-1311.99","-1108.38","991.509","-1703.84","-986.642","181.618","-1375.48","-570.19","225.469","-1479.87","-1198.99","1183.2","-1539.8","-1043.65","1030.82","nan","nan","nan","nan","nan","nan"
35,0,"-1513.87","-636.15","1385.54","-1454.7","-708.126","1684.11","-1499.06","-1061.86","1483.31","-1437.32","-878.858","1294.84","-1422.44","-570.905","840.544","-1493.67","-961.749","520.833","-1453.82","-691.214","599.029","-1314.88","-1112.61","991.751","-1704.07","-986.907","181.57","-1376.18","-570.433","225.593","-1483.12","-1201.48","1183.89","-1541.48","-1044.77","1030.83","nan","nan","nan","nan","nan","nan"
36,0,"-1513.16","-637.519","1385.12","-1456.17","-709.759","1684.73","-1501.23","-1063.16","1483.37","-1438.05","-880.705","1295.03","-1425.07","-574.548","839.238","-1494.07","-962.672","520.665","-1453.79","-691.407","599.225","-1317.73","-1116.7","991.885","-1704.29","-987.143","181.474","-1376.76","-570.624","225.838","-1486.36","-1203.81","1184.55","-1543.05","-1045.74","1030.79","nan","nan","nan","nan","nan","nan"
37,0,"-1512.41","-638.825","1384.76","-1457.69","-711.363","1685.4","-1503.4","-1064.36","1483.41","-1438.71","-882.452","1295.15","-1427.6","-578.158","838.007","-1494.79","-963.612","521.041","-1453.82","-691.999","599.364","-1320.51","-1120.73","992.048","-1704.51","-987.352","181.39","-1377.23","-570.824","225.983","-1489.6","-1206.03","1185.16","-1544.57","-1046.67","1030.78","nan","nan","nan","nan","nan","nan"
38,0,"-1511.59","-640.104","1384.54","-1459.2","-712.965","1686.07","-1505.53","-1065.57","1483.39","-1439.4","-884.098","1295.37","-1430.01","-581.463","837.043","-1495.24","-964.442","521.161","-1453.64","-691.992","599.688","-1323.2","-1124.67","992.24","-1704.79","-987.495","181.391","-1377.46","-570.998","226.048","-1492.81","-1208.07","1185.68","-1545.99","-1047.39","1030.68","nan","nan","nan","nan","nan","nan"
39,0,"-1510.68","-641.341","1384.32","-1460.7","-714.565","1686.75","-1507.69","-1066.72","1483.34","-1439.97","-885.667","1295.53","-1432.12","-584.769","836.068","-1495.64","-965.188","521.119","-1453.09","-692.398","599.639","-1325.78","-1128.55","992.321","-1705.01","-987.671","181.313","-1377.53","-571.22","226.08","-1496","-1209.98","1186.17","-1547.33","-1048.04","1030.54","nan","nan","nan","nan","nan","nan"
40,0,"-1509.95","-642.499","1384.5","-1462.25","-716.14","1687.49","-1509.88","-1067.84","1483.26","-1440.51","-887.202","1295.85","-1434.18","-587.664","835.557","-1496.25","-965.885","521.273","-1452.32","-692.88","599.548","-1328.24","-1132.4","992.46","-1705.24","-987.879","181.138","-1377.5","-571.46","226.088","-1499.23","-1211.7","1186.55","-1548.59","-1048.7","1030.44","nan","nan","nan","nan","nan","nan"
41,0,"-1509","-643.669","1384.45","-1463.79","-717.744","1688.26","-1512.11","-1068.92","1483.16","-1440.97","-888.69","1296.12","-1435.94","-590.779","834.741","-1496.58","-966.558","521.174","-1451.28","-692.63","599.594","-1330.65","-1136.18","992.561","-1705.52","-988.014","181","-1377.34","-571.616","226.127","-1502.46","-1213.33","1186.86","-1549.77","-1049.27","1030.36","nan","nan","nan","nan","nan","nan"
42,0,"-1507.98","-644.824","1384.46","-1465.33","-719.35","1689.05","-1514.33","-1070.03","1483.02","-1441.38","-890.193","1296.5","-1437.55","-593.326","834.443","-1496.88","-967.106","521.01","-1450.12","-692.921","599.74","-1332.98","-1139.86","992.654","-1705.82","-988.221","180.83","-1376.94","-571.774","225.989","-1505.79","-1215.05","1187.32","-1550.72","-1049.6","1030.05","nan","nan","nan","nan","nan","nan"
43,0,"-1506.93","-645.995","1384.54","-1466.82","-720.978","1689.84","-1516.61","-1071.09","1482.85","-1441.7","-891.633","1296.97","-1438.94","-595.931","834.096","-1497.29","-967.552","520.724","-1448.55","-692.727","599.469","-1335.25","-1143.49","992.707","-1706.12","-988.46","180.688","-1376.37","-571.919","225.832","-1508.85","-1216.16","1187.35","-1551.63","-1049.88","1029.82","nan","nan","nan","nan","nan","nan"
44,0,"-1505.93","-647.035","1384.77","-1468.35","-722.59","1690.74","-1518.93","-1072.16","1482.69","-1442.03","-892.918","1297.38","-1440.17","-597.968","834.317","-1497.7","-967.966","520.556","-1446.79","-692.502","599.588","-1337.41","-1147.08","992.755","-1706.4","-988.599","180.61","-1375.77","-571.98","225.806","-1511.9","-1217.16","1187.32","-1552.41","-1050.1","1029.56","nan","nan","nan","nan","nan","nan"
45,0,"-1504.84","-648.112","1385.03","-1469.9","-724.216","1691.66","-1521.31","-1073.17","1482.5","-1442.26","-894.221","1297.93","-1441.09","-599.848","834.456","-1497.77","-968.487","520.467","-1444.73","-692.512","599.364","-1339.54","-1150.7","992.871","-1706.6","-988.703","180.443","-1374.91","-571.975","225.624","-1515.01","-1218.2","1187.35","-1553.05","-1050.15","1029.26","nan","nan","nan","nan","nan","nan"
46,0,"-1503.76","-649.15","1385.42","-1471.44","-725.892","1692.64","-1523.7","-1074.18","1482.29","-1442.48","-895.436","1298.49","-1441.78","-601.516","834.856","-1497.82","-968.868","520.117","-1442.43","-691.552","599.425","-1341.58","-1154.18","992.796","-1706.77","-988.813","180.382","-1373.94","-571.969","225.423","-1518.08","-1219.07","1187.29","-1553.58","-1050.04","1028.95","nan","nan","nan","nan","nan","nan"
47,0,"-1502.62","-650.152","1385.84","-1472.98","-727.562","1693.63","-1526.12","-1075.16","1482.04","-1442.7","-896.541","1299.12","-1442.2","-602.882","835.517","-1497.87","-969.32","520.204","-1439.7","-691.236","599.729","-1343.65","-1157.6","992.676","-1706.83","-988.9","180.268","-1372.78","-571.934","224.974","-1521.12","-1219.77","1187.12","-1554.04","-1049.91","1028.75","nan","nan","nan","nan","nan","nan"
48,0,"-1501.51","-651.084","1386.39","-1474.54","-729.285","1694.67","-1528.56","-1076.1","1481.75","-1442.88","-897.622","1299.75","-1442.26","-604.025","836.232","-1497.53","-969.819","520.093","-1436.72","-691.163","599.724","-1345.62","-1161.03","992.52","-1706.85","-989","180.165","-1371.5","-571.868","224.618","-1524.06","-1220.37","1186.87","-1554.38","-1049.5","1028.48","nan","nan","nan","nan","nan","nan"
49,0,"-1500.39","-652.02","1387.09","-1476.12","-731.018","1695.77","-1531.03","-1077.02","1481.4","-1443.01","-898.645","1300.45","-1441.95","-605.043","837.102","-1496.98","-970.349","520.059","-1433.46","-690.406","600.23","-1347.58","-1164.41","992.221","-1706.82","-989.106","180.02","-1370.17","-571.83","224.252","-1526.97","-1220.82","1186.57","-1554.62","-1048.95","1028.2","nan","nan","nan","nan","nan","nan"
50,0,"-1499.23","-652.896","1387.86","-1477.71","-732.787","1696.9","-1533.5","-1077.91","1480.99","-1443.17","-899.576","1301.2","-1441.41","-605.2","838.81","-1496.58","-970.504","519.623","-1430","-690.031","600.943","-1349.44","-1167.78","991.875","-1706.82","-989.145","179.969","-1368.64","-571.775","223.688","-1529.78","-1221.16","1186.15","-1554.78","-1048.35","1027.98","nan","nan","nan","nan","nan","nan"
51,0,"-1498.12","-653.692","1388.85","-1479.3","-734.583","1698.05","-1536.04","-1078.71","1480.5","-1443.26","-900.453","1301.89","-1440.33","-605.428","840.239","-1496.1","-970.786","519.371","-1426.37","-689.027","601.454","-1351.28","-1171.06","991.402","-1706.69","-989.27","179.733","-1367.08","-571.701","223.266","-1532.49","-1221.39","1185.67","-1554.91","-1047.65","1027.83","nan","nan","nan","nan","nan","nan"
52,0,"-1496.86","-654.501","1389.9","-1480.91","-736.383","1699.24","-1538.55","-1079.5","1479.94","-1443.38","-901.237","1302.65","-1438.86","-605.153","842.112","-1495.56","-970.957","519.054","-1422.58","-688.593","602.447","-1353.09","-1174.35","990.822","-1706.61","-989.281","179.672","-1365.38","-571.59","222.865","-1535.08","-1221.52","1185.1","-1554.96","-1046.81","1027.64","nan","nan","nan","nan","nan","nan"
53,0,"-1495.64","-655.237","1391.19","-1482.53","-738.219","1700.46","-1541.07","-1080.25","1479.28","-1443.44","-901.968","1303.45","-1437.06","-604.208","844.658","-1494.9","-971.069","518.623","-1418.25","-688.661","602.794","-1354.88","-1177.62","990.127","-1706.46","-989.299","179.634","-1363.47","-571.555","222.157","-1537.51","-1221.57","1184.48","-1554.86","-1045.85","1027.41","nan","nan","nan","nan","nan","nan"
54,0,"-1494.38","-655.919","1392.57","-1484.15","-740.041","1701.74","-1543.65","-1080.94","1478.57","-1443.47","-902.63","1304.25","-1434.55","-603.794","846.582","-1494.85","-970.31","517.141","-1413.7","-687.934","603.411","-1356.64","-1180.83","989.445","-1706.3","-989.277","179.475","-1361.51","-571.438","221.645","-1539.85","-1221.52","1183.83","-1554.69","-1044.85","1027.17","nan","nan","nan","nan","nan","nan"
55,0,"-1493.16","-656.567","1394.14","-1485.75","-741.907","1703.02","-1546.26","-1081.57","1477.79","-1443.49","-903.176","1305.13","-1431.7","-602.471","849.272","-1494.17","-970.168","516.356","-1409.16","-687.108","604.353","-1358.42","-1184.02","988.546","-1706.15","-989.231","179.419","-1359.4","-571.332","221.034","-1542.11","-1221.44","1183.09","-1554.46","-1043.74","1027","nan","nan","nan","nan","nan","nan"
56,0,"-1492","-657.154","1395.83","-1487.35","-743.79","1704.31","-1548.88","-1082.12","1476.9","-1443.44","-903.72","1306.09","-1428.31","-600.945","852.129","-1493.14","-970.559","516.257","-1404.39","-686.552","605.056","-1360.16","-1187.09","987.509","-1705.92","-989.258","179.262","-1357.26","-571.249","220.427","-1544.24","-1221.24","1182.32","-1554.09","-1042.62","1026.8","nan","nan","nan","nan","nan","nan"
57,0,"-1490.97","-657.642","1397.74","-1489.02","-745.65","1705.69","-1551.55","-1082.62","1475.91","-1443.34","-904.143","1307.01","-1424.59","-598.348","855.898","-1492.37","-971.185","516.663","-1399.34","-685.754","605.779","-1361.86","-1190.2","986.469","-1705.78","-989.191","179.204","-1355.02","-571.161","219.707","-1546.35","-1220.94","1181.44","-1553.58","-1041.15","1026.4","nan","nan","nan","nan","nan","nan"
58,0,"-1489.97","-658.074","1399.73","-1490.66","-747.574","1707.03","-1554.24","-1083.04","1474.79","-1443.18","-904.49","1308","-1420.28","-595.525","859.78","-1491.76","-969.853","515.448","-1394.07","-684.91","606.569","-1363.48","-1193.21","985.325","-1705.66","-989.105","179.166","-1352.74","-571.156","218.884","-1548.38","-1220.55","1180.43","-1553.03","-1039.69","1026.16","nan","nan","nan","nan","nan","nan"
59,0,"-1489.11","-658.33","1401.94","-1492.33","-749.511","1708.39","-1556.97","-1083.43","1473.57","-1442.95","-904.766","1308.95","-1415.31","-592.304","863.889","-1491.31","-970.193","514.983","-1388.55","-683.96","607.24","-1365.06","-1196.28","984.178","-1705.47","-989.034","179.11","-1350.47","-571.04","218.163","-1550.35","-1220.06","1179.32","-1552.38","-1038.07","1025.92","nan","nan","nan","nan","nan","nan"
60,0,"-1488.31","-658.493","1404.28","-1493.98","-751.451","1709.7","-1559.69","-1083.71","1472.22","-1442.68","-904.993","1309.98","-1409.41","-589.077","868.109","-1490.38","-970.361","515.057","-1382.86","-682.968","607.962","-1366.57","-1199.33","983.029","-1705.33","-988.942","178.994","-1348.1","-571.022","217.301","-1552.23","-1219.51","1178.14","-1551.66","-1036.32","1025.7","nan","nan","nan","nan","nan","nan"
61,0,"-1487.49","-658.55","1406.8","-1495.6","-753.418","1710.94","-1562.44","-1083.94","1470.76","-1442.33","-905.101","1310.99","-1402.14","-587.938","870.688","-1489.53","-970.232","514.335","-1376.95","-681.925","608.564","-1368","-1202.33","981.835","-1705.14","-988.902","178.922","-1345.79","-570.965","216.525","-1554.08","-1218.95","1176.88","-1550.86","-1034.48","1025.49","nan","nan","nan","nan","nan","nan"
