Frame,Sub Frame,"Position - max4",,,"Rotation (Helical) - max4",,
,,"TX","TY","TZ","RX","RY","RZ"
Frames,Frames,"mm","mm","mm","°","°","°"
360,0,"-130.37","-396.286","769.506","15.6273","-25.3514","0.18037"
361,0,"-130.038","-399.769","765.163","15.9883","-26.2756","0.037443"
362,0,"-130.018","-403.208","760.934","16.3206","-27.2059","-0.0301029"
363,0,"-130.221","-406.638","757.133","16.6752","-28.2499","-0.0522747"
364,0,"-130.207","-410.071","753.281","17.0164","-29.11","-0.0846072"
365,0,"-130.421","-413.483","749.829","17.4582","-29.831","-0.0539508"
366,0,"-130.688","-416.75","746.22","17.7727","-30.507","-0.00272915"
367,0,"-131.288","-419.94","743.135","18.1805","-31.1318","0.137657"
368,0,"-131.648","-423.047","739.991","18.4763","-31.689","0.228045"
369,0,"-131.962","-426.081","737.154","18.7756","-32.178","0.325108"
370,0,"-131.843","-429.327","734.582","19.0395","-32.6186","0.270628"
371,0,"-131.678","-432.629","732.734","19.3946","-33.0381","0.167341"
372,0,"-131.144","-435.73","730.446","19.5957","-33.2885","0.0537045"
373,0,"-130.853","-438.777","728.844","19.8874","-33.5442","-0.0398265"
374,0,"-130.245","-441.804","727.105","20.122","-33.6483","-0.169977"
375,0,"-129.684","-444.732","725.765","20.4099","-33.7247","-0.294963"
376,0,"-129.189","-447.621","724.697","20.7367","-33.7981","-0.41429"
377,0,"-128.83","-450.374","723.828","21.0827","-33.8531","-0.484554"
378,0,"-128.199","-452.975","722.515","21.2299","-33.9067","-0.601779"
379,0,"-127.856","-455.566","721.748","21.4572","-34.0214","-0.701232"
380,0,"-127.577","-458.201","721.559","21.7065","-34.227","-0.876982"
381,0,"-126.923","-460.737","721.298","21.7681","-34.4252","-1.21077"
382,0,"-126.397","-463.312","721.719","21.8781","-34.6178","-1.62186"
383,0,"-125.872","-465.797","722.256","21.887","-34.7665","-2.08338"
384,0,"-125.576","-468.105","723.053","21.8995","-34.7461","-2.52233"
385,0,"-124.883","-470.485","724.175","21.9357","-34.4811","-3.09437"
386,0,"-126","-472.05","725.376","21.9601","-34.1436","-3.21972"
387,0,"-127.402","-473.385","727.137","22.0058","-33.7677","-3.33553"
388,0,"-129.251","-474.655","729.604","22.0428","-33.4866","-3.49732"
389,0,"-130.149","-476.041","731.844","21.9158","-32.8855","-3.91325"
390,0,"-131.31","-477.482","734.987","21.8293","-32.3624","-4.42042"
391,0,"-132.72","-478.645","738.38","21.5789","-31.8779","-4.96704"
392,0,"-134.836","-479.374","742.209","21.3501","-31.2431","-5.39586"
393,0,"-137.706","-479.662","746.54","21.0573","-30.6261","-5.74264"
394,0,"-141.007","-479.918","751.939","20.8931","-30.0002","-6.1108"
395,0,"-143.684","-480.097","757.014","20.5396","-29.1015","-6.64914"
396,0,"-146.515","-480.036","762.301","20.0969","-28.0937","-7.19752"
397,0,"-149.614","-479.955","768.642","19.7968","-27.0686","-7.76536"
398,0,"-152.951","-479.612","775.105","19.438","-25.9025","-8.2838"
399,0,"-156.37","-479.161","782.04","19.0708","-24.6934","-8.83897"
400,0,"-159.529","-478.702","789.041","18.6831","-23.2777","-9.45272"
401,0,"-162.81","-478.058","796.754","18.4238","-21.7822","-10.0429"
402,0,"-165.871","-477.429","804.269","18.0112","-20.2586","-10.7453"
403,0,"-168.722","-476.811","812.173","17.6803","-18.6259","-11.5161"
404,0,"-171.436","-476.376","820.26","17.3167","-16.994","-12.4288"
405,0,"-174.432","-475.415","828.375","16.8995","-15.3783","-13.1967"
406,0,"-177.39","-474.221","836.657","16.474","-13.803","-13.9357"
407,0,"-180.443","-472.958","845.268","16.0648","-12.3402","-14.6804"
408,0,"-183.103","-471.759","853.807","15.625","-10.8701","-15.5468"
409,0,"-185.857","-470.105","862.361","15.161","-9.39523","-16.3455"
410,0,"-188.553","-468.327","870.773","14.6626","-7.92862","-17.1642"
411,0,"-191.162","-466.259","879.197","14.1964","-6.44412","-17.9593"
412,0,"-193.845","-463.792","887.579","13.6669","-5.02915","-18.703"
413,0,"-196.374","-461.046","895.756","13.1995","-3.53514","-19.4257"
414,0,"-198.707","-458.138","903.897","12.7642","-2.10344","-20.1848"
415,0,"-200.841","-455.038","912.018","12.431","-0.662875","-20.9395"
416,0,"-202.939","-451.787","920.013","12.0981","0.685967","-21.6954"
417,0,"-204.811","-448.436","927.757","11.8936","2.11746","-22.4337"
418,0,"-206.538","-445.015","935.267","11.7315","3.53801","-23.1819"
419,0,"-208.053","-441.481","942.428","11.5904","4.92405","-23.9397"
420,0,"-209.339","-437.829","949.131","11.3977","6.20128","-24.6871"
421,0,"-210.422","-434.205","955.383","11.1925","7.39412","-25.4406"
422,0,"-211.291","-430.52","961.26","11.0256","8.59055","-26.2201"
423,0,"-211.98","-427.163","966.416","10.8258","9.74888","-27.1033"
424,0,"-212.53","-423.827","971.191","10.7267","10.9389","-27.9993"
425,0,"-213.17","-420.564","975.418","10.7458","12.0256","-28.7883"
426,0,"-212.71","-418.272","966.62","8.08698","15.0501","-30.408"
427,0,"-214.055","-413.168","970.229","8.37178","16.0112","-30.5732"
428,0,"-215.36","-407.457","974.075","8.76211","16.644","-30.5873"
429,0,"-215.109","-403.847","976.541","9.17875","17.2429","-31.2725"
430,0,"-216.278","-398.98","974.351","9.4845","18.9476","-31.8909"
431,0,"-217.746","-392.953","971.887","10.0082","19.7814","-32.2709"
432,0,"-219.808","-388.002","970.188","10.7772","19.8713","-32.7478"
433,0,"-221.465","-381.342","970.157","12.0158","19.1839","-32.5975"
434,0,"-223.298","-373.505","968.753","13.126","18.215","-32.0125"
435,0,"-221.529","-372.925","960.696","13.6715","17.8481","-34.0365"
436,0,"-219.176","-372.999","952.556","14.6097","16.9481","-36.4596"
437,0,"-217.337","-369.877","945.882","15.565","14.9515","-37.463"
438,0,"-217.281","-364.144","940.687","16.0635","11.9588","-37.698"
439,0,"-217.077","-358.609","932.818","16.5853","9.57782","-37.9541"
440,0,"-215.726","-354.806","921.45","16.8734","7.82625","-38.7559"
441,0,"-213.199","-350.832","909.862","18.2117","6.55485","-39.5684"
442,0,"-210.518","-346.925","897.771","19.6103","5.05863","-40.4317"
443,0,"-207.94","-341.804","886.406","21.1691","3.15862","-40.9568"
444,0,"-204.44","-335.857","873.806","22.6115","1.36382","-41.5241"
445,0,"-197.834","-332.973","851.747","22.3459","1.1025","-43.6603"
446,0,"-191.966","-327.434","835.035","23.2887","-0.334414","-44.5685"
447,0,"-185.251","-320.715","817.971","24.3763","-1.70373","-45.1674"
448,0,"-177.923","-313.165","801.386","25.6759","-3.34989","-45.4212"
449,0,"-170.205","-304.26","784.907","27.1578","-5.11602","-45.1045"
450,0,"-161.849","-295.011","768.78","28.5034","-7.40072","-44.6285"
451,0,"-151.755","-286.834","751.878","29.9992","-9.6356","-44.5964"
452,0,"-139.236","-281.27","733.239","30.9742","-11.9318","-45.8253"
453,0,"-126.188","-274.757","715.212","32.1139","-14.4634","-46.7071"
454,0,"-445.189","-315.411","483.222","-88.1778","104.262","17.8776"
455,0,"-420.925","-299.872","450.021","-86.5828","102.958","15.165"
456,0,"-394.443","-285.767","417.317","-85.438","101.367","12.4944"
457,0,"-63.7609","-244.232","643.503","36.1898","-25.0056","-49.3457"
458,0,"-44.6357","-237.256","625.379","37.2058","-27.3364","-50.3224"
459,0,"-24.751","-229.32","608.046","38.3265","-29.6588","-50.9101"
460,0,"-4.05906","-220.893","591.542","39.5561","-31.9145","-51.2011"
461,0,"17.5418","-213.245","575.668","40.9837","-34.0944","-51.5312"
462,0,"40.0655","-205.896","560.574","42.3024","-36.2855","-51.9832"
463,0,"63.2717","-198.308","546.389","43.5832","-38.467","-52.3374"
464,0,"86.3707","-188.921","533.854","44.7486","-40.9646","-52.0937"
465,0,"110.832","-180.97","521.323","45.7532","-43.3577","-52.3052"
466,0,"136.256","-174.05","509.608","46.69","-45.6706","-52.965"
467,0,"161.403","-166.414","499.167","47.6755","-48.2328","-53.0732"
468,0,"187.511","-160.028","489.504","48.5536","-50.6186","-53.6895"
469,0,"213.674","-153.567","480.88","49.4907","-53.0647","-54.1244"
470,0,"240.56","-147.994","473.281","50.3276","-55.3139","-54.9481"
471,0,"267.359","-142.02","466.722","51.1962","-57.5675","-55.3188"
472,0,"294.394","-136.807","461.058","52.0194","-59.7362","-55.8468"
473,0,"321.227","-131.624","456.58","52.7542","-61.9801","-56.3306"
474,0,"347.892","-126.68","453.153","53.4846","-64.205","-56.7963"
475,0,"374.566","-121.676","450.744","54.0774","-66.3443","-57.1939"
476,0,"400.73","-117.338","449.379","54.8367","-68.4411","-57.5406"
477,0,"426.311","-113.632","449.017","55.7964","-70.5041","-57.8214"
478,0,"451.412","-110.005","449.606","56.8222","-72.4736","-57.8846"
479,0,"625.127","-10.5085","139.836","-119.856","-97.4652","42.5642"
480,0,"499.51","-102.977","453.424","58.8555","-76.3912","-57.5409"
481,0,"522.089","-100.341","456.376","59.9559","-78.4035","-57.3625"
482,0,"543.451","-98.26","459.866","61.0064","-80.5374","-57.4382"
483,0,"563.796","-96.3545","463.881","62.0386","-82.6843","-57.5086"
484,0,"583.1","-95.0394","468.346","63.2621","-84.7345","-57.5072"
485,0,"821.204","-2.62212","205.545","-130.007","-98.3078","27.0861"
486,0,"849.065","-3.19473","219.53","-131.709","-98.2209","24.3604"
487,0,"746.474","5.82771","113.664","-37.1137","62.4137","-35.7759"
488,0,"767.99","7.38245","120.497","-36.398","62.1391","-36.2958"
489,0,"666.941","-89.6406","493.776","66.4605","-92.4193","-58.7089"
490,0,"681.292","-89.52","498.432","66.6526","-93.2667","-59.1722"
491,0,"693.294","-88.2153","503.647","66.7574","-94.5562","-59.375"
492,0,"703.442","-87.3813","507.891","67.0188","-95.8475","-59.6188"
493,0,"712.853","-86.6723","511.981","67.0389","-96.6267","-60.0692"
494,0,"720.54","-86.2805","515.354","67.3406","-97.4546","-60.3156"
495,0,"726.186","-84.7613","518.317","67.4432","-98.5095","-60.348"
496,0,"730.736","-83.8329","520.62","67.6254","-99.353","-60.4029"
497,0,"734.166","-82.0282","522.868","67.2922","-100.285","-60.7682"
498,0,"736.212","-80.3324","524.459","67.0752","-100.956","-60.7975"
499,0,"737.684","-78.4073","525.862","66.5594","-101.388","-60.8307"
500,0,"736.928","-78.1046","525.889","66.8963","-101.457","-60.4921"
501,0,"734.988","-78.106","525.47","67.2454","-101.377","-60.4172"
502,0,"732.528","-77.0213","524.875","66.8421","-101.281","-60.3216"
503,0,"728.222","-76.9548","523.339","66.7214","-101.134","-60.5281"
504,0,"999.143","-19.7177","299.695","-141.585","-89.6746","12.4295"
505,0,"990.403","-19.9514","294.566","-141.384","-89.2802","13.0798"
506,0,"979.906","-20.1741","288.407","-140.823","-88.7026","13.4429"
507,0,"967.644","-20.4694","281.433","-140.473","-88.3382","14.2474"
508,0,"953.648","-21.2185","273.591","-140.108","-87.7108","15.1216"
509,0,"937.93","-21.9254","265.14","-139.849","-87.2387","16.3573"
510,0,"920.413","-22.1097","256.13","-139.303","-86.9545","17.5383"
511,0,"901.346","-21.886","247.37","-138.77","-86.8775","18.7904"
512,0,"880.335","-21.9305","237.885","-138.301","-86.8291","20.5056"
513,0,"857.523","-21.9757","228.045","-137.505","-86.5675","22.0216"
514,0,"832.965","-21.4131","218.2","-136.483","-86.5661","23.584"
515,0,"806.697","-20.9672","208.338","-135.479","-86.6121","25.4101"
516,0,"778.655","-20.6017","198.33","-134.314","-86.5264","27.3102"
517,0,"749.002","-20.8461","188.461","-133.336","-86.4474","29.6703"
518,0,"717.848","-21.2776","178.909","-132.245","-86.327","32.0603"
519,0,"685.298","-21.7612","169.652","-130.894","-86.0908","34.2536"
520,0,"651.118","-23.8902","160.275","-129.724","-85.356","36.8214"
521,0,"616.014","-24.9368","152.39","-128.386","-85.1579","39.3431"
522,0,"579.621","-26.3052","145.127","-126.931","-84.8227","41.9121"
523,0,"541.855","-28.2923","138.351","-125.29","-84.125","44.3602"
524,0,"503.091","-30.6602","132.627","-123.731","-83.5234","47.2102"
525,0,"463.037","-33.7967","127.401","-121.96","-82.4485","49.9211"
526,0,"421.923","-36.7539","123.262","-119.885","-81.2098","52.3404"
527,0,"379.9","-40.2573","120.468","-117.891","-79.9735","55.1222"
528,0,"337.798","-43.5226","119.517","-115.86","-78.9311","57.8186"
529,0,"242.704","-101.302","471.108","38.7155","-65.7361","-66.2767"
530,0,"215.921","-102.819","476.393","37.33","-63.8579","-65.9871"
531,0,"190.171","-104.726","482.029","35.8377","-61.642","-65.8098"
532,0,"164.984","-107.342","488.089","34.336","-59.1709","-65.7886"
533,0,"140.193","-109.699","494.769","32.7666","-56.6175","-65.672"
534,0,"115.13","-111.863","502.522","31.5403","-54.2123","-65.3912"
535,0,"90.4736","-113.287","511.149","30.3118","-51.8808","-64.8744"
536,0,"66.7672","-115.087","520.227","28.8974","-49.4544","-64.6078"
537,0,"43.0833","-119.315","530.246","28.4657","-46.854","-64.5076"
538,0,"19.8751","-121.673","541.525","27.1881","-45.1276","-64.5771"
539,0,"-2.41342","-124.695","553.24","26.1181","-43.1951","-64.599"
540,0,"-23.5518","-126.448","564.922","24.6464","-41.3901","-64.2769"
541,0,"-43.4152","-128.075","576.221","23.0157","-39.3204","-63.9265"
542,0,"-62.6563","-129.408","588.099","21.2764","-37.4848","-63.5093"
543,0,"-82.6701","-130.122","602.515","19.9728","-36.5707","-62.8159"
544,0,"-100.02","-132.196","615.152","18.4949","-35.1172","-62.5558"
545,0,"-116.998","-134.039","628.569","17.5516","-33.8083","-62.1722"
546,0,"-132.651","-135.986","641.409","16.7438","-32.2624","-61.8033"
547,0,"-147.466","-137.93","654.429","16.0653","-30.7602","-61.4359"
548,0,"-161.305","-139.88","667.125","15.2817","-29.3825","-61.118"
549,0,"-174.312","-141.606","679.601","14.5086","-28.1027","-60.7829"
550,0,"-186.323","-144.003","691.573","13.9141","-26.6896","-60.6847"
551,0,"-197.465","-146.275","703.246","13.4391","-25.2846","-60.6094"
552,0,"-207.873","-148.022","714.777","13.0421","-24.0016","-60.4031"
553,0,"-217.485","-149.7","726.066","12.787","-22.7274","-60.1582"
554,0,"-226.34","-150.616","737.01","12.3561","-21.6656","-59.7619"
555,0,"-234.44","-151.303","747.529","11.9309","-20.7147","-59.3534"
556,0,"-241.687","-152.369","757.351","11.442","-19.8396","-59.1197"
557,0,"-248.135","-153.614","766.453","10.9793","-19.0098","-58.9517"
558,0,"-253.989","-154.338","775.094","10.5926","-18.2385","-58.6661"
559,0,"-259.188","-154.807","783.073","10.2748","-17.4706","-58.3554"
560,0,"-263.792","-155.321","790.538","10.0248","-16.7432","-58.1221"
561,0,"-267.94","-156.332","797.749","9.95474","-16.0843","-58.066"
562,0,"-271.449","-156.819","804.554","9.93691","-15.4775","-57.8807"
563,0,"-274.305","-157.13","810.571","9.83463","-14.9145","-57.6955"
564,0,"-276.557","-157.665","816.076","9.78298","-14.4218","-57.6175"
565,0,"-278.175","-158.126","820.852","9.69335","-13.9903","-57.5762"
566,0,"-279.242","-158.61","825.128","9.7835","-13.601","-57.58"
567,0,"-279.738","-159.184","828.443","9.82011","-13.2218","-57.6633"
568,0,"-280.005","-159.546","831.587","10.0936","-12.8804","-57.6921"
569,0,"-279.344","-159.489","833.372","10.1163","-12.5833","-57.6644"
570,0,"-278.423","-159.136","834.979","10.2475","-12.3908","-57.5622"
571,0,"-277.217","-158.813","836.52","10.5559","-12.3264","-57.462"
572,0,"-275.037","-158.731","836.435","10.6413","-12.1816","-57.5325"
573,0,"-272.724","-158.526","836.518","10.9518","-12.2344","-57.5723"
574,0,"-269.649","-158.013","835.199","11.1547","-12.2247","-57.5778"
575,0,"-266.334","-158.055","833.784","11.5778","-12.2672","-57.7543"
576,0,"-262.422","-157.256","831.542","12.0084","-12.343","-57.7013"
577,0,"-258.07","-157.111","828.756","12.4776","-12.4074","-57.8829"
578,0,"-253.077","-156.418","825.14","12.8597","-12.6038","-57.9045"
579,0,"-247.734","-155.842","821.197","13.2543","-12.861","-58.0243"
580,0,"-241.693","-155.528","816.279","13.5519","-13.1474","-58.224"
581,0,"-235.513","-154.488","811.607","14.0124","-13.6527","-58.1935"
582,0,"-228.757","-154.014","806.074","14.4332","-14.1025","-58.3645"
583,0,"-221.311","-152.876","799.792","14.763","-14.6696","-58.3573"
584,0,"-213.295","-152.126","792.772","15.1064","-15.2154","-58.4584"
585,0,"-204.908","-151.123","785.593","15.5011","-15.8891","-58.4974"
586,0,"-196.114","-149.72","778.166","15.9292","-16.6871","-58.4311"
587,0,"-186.844","-148.92","770.421","16.5387","-17.5243","-58.4745"
588,0,"-176.688","-148.021","761.662","16.9734","-18.3787","-58.5711"
589,0,"-166.098","-146.775","752.662","17.4794","-19.335","-58.5489"
590,0,"-154.926","-145.554","743.181","18.0012","-20.341","-58.5555"
591,0,"-143.183","-144.362","733.376","18.5454","-21.4397","-58.5854"
592,0,"-130.807","-143.171","723.145","19.1432","-22.6022","-58.6003"
593,0,"-117.816","-142.29","712.571","19.7941","-23.8311","-58.7279"
594,0,"-104.168","-141.484","701.545","20.4921","-25.0807","-58.889"
595,0,"-89.9686","-140.503","690.336","21.2845","-26.4124","-58.9903"
596,0,"-75.1571","-139.426","678.785","22.1167","-27.8183","-59.0589"
597,0,"-59.7493","-138.146","667.015","22.9739","-29.2793","-59.0879"
598,0,"-43.749","-136.981","655.038","23.8795","-30.8486","-59.1389"
599,0,"-26.9519","-136.008","642.638","24.8604","-32.346","-59.2346"
600,0,"-9.40022","-134.772","629.997","25.7263","-33.9279","-59.2917"
601,0,"8.79041","-133.685","617.38","26.9218","-35.4485","-59.2868"
602,0,"27.7415","-132.894","604.577","28.1799","-36.9726","-59.3399"
603,0,"47.3702","-131.911","591.859","29.4002","-38.6041","-59.3401"
604,0,"67.5887","-130.45","579.299","30.4865","-40.4239","-59.2263"
605,0,"88.5013","-129.25","566.763","31.5297","-42.3504","-59.1901"
606,0,"110.103","-128.54","554.325","32.6802","-44.268","-59.2227"
607,0,"132.45","-128.297","542.006","33.8541","-46.2235","-59.3474"
608,0,"155.389","-127.569","530.035","34.8945","-48.3323","-59.3977"
609,0,"178.972","-126.939","518.332","35.9431","-50.5066","-59.4614"
610,0,"203.339","-126.556","506.935","37.026","-52.633","-59.5042"
611,0,"228.159","-125.995","496.078","38.0618","-54.8462","-59.4538"
612,0,"253.564","-125.403","485.65","39.0258","-57.1187","-59.4373"
613,0,"279.562","-125.546","475.701","40.2022","-59.2677","-59.524"
614,0,"305.854","-125.1","466.459","41.3561","-61.4977","-59.3468"
615,0,"332.735","-124.692","457.779","42.4379","-63.6959","-59.1538"
616,0,"359.96","-124.773","449.844","43.5099","-65.8409","-59.0771"
617,0,"387.311","-124.906","442.742","44.5803","-68.0306","-58.9433"
618,0,"414.841","-125.081","436.455","45.4539","-70.3518","-58.897"
619,0,"442.119","-125.744","431.076","46.4142","-72.6637","-58.8885"
620,0,"468.718","-126.777","426.568","47.506","-74.9857","-58.8431"
621,0,"495.21","-127.96","422.917","48.5896","-77.1917","-58.7434"
622,0,"520.942","-128.128","420.198","49.4349","-79.7465","-58.4162"
623,0,"712.908","-82.9547","104.391","-129.249","-89.4426","44.2359"
624,0,"750.572","-85.9647","110.158","-131.064","-89.2321","41.1611"
625,0,"786.819","-89.8123","116.785","-132.989","-88.9365","38.4299"
626,0,"821.776","-93.57","124.965","-134.838","-88.7592","35.472"
627,0,"855.245","-98.7275","134.055","-137.009","-88.3324","32.7547"
628,0,"886.894","-105.862","143.704","-139.607","-87.4767","30.473"
629,0,"786.928","-96.4923","39.3499","-38.5536","65.9924","-46.427"
630,0,"820.838","-101.799","46.07","-37.0375","63.927","-48.2559"
631,0,"851.82","-108.668","53.0737","-35.4851","62.3072","-50.6392"
632,0,"874.025","-111.312","57.2951","-33.798","62.425","-51.8424"
633,0,"893.365","-113.644","61.0439","-32.7854","62.3399","-52.6979"
634,0,"911.004","-115.183","65.1011","-31.9528","62.0283","-53.2203"
635,0,"925.138","-117.202","67.8429","-31.6744","61.7727","-53.7075"
636,0,"935.747","-117.613","69.7929","-30.9891","62.1368","-54.2099"
637,0,"942.368","-118.259","70.0108","-30.4842","62.9112","-54.7525"
638,0,"946.333","-118.058","70.0876","-30.4248","63.4418","-54.8439"
639,0,"948.989","-120.108","70.6055","-30.2317","64.0118","-55.9772"
640,0,"950.85","-119.267","71.8555","-29.8464","64.0096","-56.2953"
641,0,"948.313","-117.09","72.479","-29.8024","64.4606","-56.2684"
642,0,"941.848","-114.647","72.0809","-29.9551","65.4588","-56.223"
643,0,"932.225","-111.873","70.4384","-29.7016","66.8264","-56.6307"
644,0,"920.103","-106.875","68.3627","-29.3804","68.2309","-56.6723"
645,0,"1023.4","-147.732","184.815","-149.293","-70.7862","22.0212"
646,0,"1007.55","-142.633","179.445","-148.504","-69.929","23.4659"
647,0,"988.1","-137.581","172.117","-147.683","-68.8957","25.886"
648,0,"967.117","-128.988","166.976","-146.227","-68.6049","27.3091"
649,0,"726.092","-105.796","446.077","42.8977","-99.8716","-71.1004"
650,0,"709.833","-98.2885","449.51","41.7494","-97.946","-71.4363"
651,0,"692.781","-92.0809","453.894","40.0915","-95.7318","-72.9648"
652,0,"854.718","-89.9429","150.03","-139.017","-65.4298","36.2228"
653,0,"821.149","-76.6667","149.669","-136.413","-65.0385","38.0908"
654,0,"785.52","-63.8459","151.733","-134.252","-64.7208","40.9101"
655,0,"747.651","-50.0366","155.388","-131.411","-63.9447","43.1839"
656,0,"707.901","-36.664","161.488","-128.688","-63.2788","46.3382"
657,0,"666.504","-22.7431","170.027","-125.483","-62.3009","49.2673"
658,0,"623.44","-8.82245","181.286","-121.985","-60.9302","52.1245"
659,0,"578.756","4.85773","195.357","-118.232","-59.1868","55.0119"
660,0,"532.994","18.9429","212.733","-114.181","-57.64","58.2592"
661,0,"488.836","34.0436","234.235","-109.915","-56.1887","60.4207"
662,0,"445.524","46.9061","259.296","-106.064","-54.5895","63.0395"
663,0,"404.038","59.6753","287.975","-102.115","-52.8798","65.1703"
664,0,"436.005","-14.8044","660.267","18.9428","-49.1285","-85.3519"
665,0,"421.342","-9.87198","687.743","16.6097","-45.4814","-85.5048"
666,0,"408.658","-5.6938","715.239","14.391","-41.3264","-85.466"
667,0,"396.764","-4.10794","742.817","12.3976","-36.844","-85.9986"
668,0,"385.444","-1.82342","773.623","10.9448","-33.3701","-86.1336"
669,0,"377.079","-0.415181","803.358","9.59206","-29.4065","-86.1825"
670,0,"369.709","-0.523313","833.385","8.49625","-25.7084","-86.4279"
671,0,"364.446","-0.419814","862.94","7.42037","-21.8732","-86.4923"
672,0,"360.525","-0.910156","892.144","6.53781","-18.0309","-86.5896"
673,0,"357.852","-2.34693","920.885","5.7318","-14.3036","-86.7637"
674,0,"356.846","-3.27771","949.386","4.70776","-10.8225","-86.682"
675,0,"356.871","-5.4232","977.226","3.81255","-7.36431","-86.8117"
676,0,"358.41","-7.92095","1004.55","2.9235","-4.07852","-86.914"
677,0,"361.629","-10.3269","1031.55","2.07914","-1.03111","-86.8458"
678,0,"365.616","-13.8975","1056.73","1.32455","2.23388","-87.0303"
679,0,"370.194","-18.3294","1080.71","0.532206","5.46435","-87.4246"
680,0,"376.16","-21.9921","1104.1","-0.081818","8.54976","-87.5487"
681,0,"382.994","-25.8295","1126.62","-0.493049","11.5725","-87.6918"
682,0,"390.468","-30.2526","1148.22","-0.82417","14.4933","-88.0077"
683,0,"398.665","-34.728","1168.71","-1.0561","17.3619","-88.3565"
684,0,"407.382","-39.3816","1188.15","-1.00619","20.225","-88.8287"
685,0,"416.497","-44.8298","1206.68","-1.11284","22.9326","-89.4886"
686,0,"426.474","-49.9809","1224.17","-1.12196","25.5753","-90.0371"
687,0,"436.882","-55.4875","1240.47","-1.17434","28.1394","-90.6832"
688,0,"447.603","-61.1507","1255.54","-1.30708","30.6229","-91.3474"
689,0,"459.027","-66.2609","1269.59","-1.37555","32.9563","-91.8169"
690,0,"470.628","-71.1748","1282.35","-1.51605","35.197","-92.2191"
691,0,"482.199","-75.9261","1293.7","-1.59283","37.4273","-92.6702"
692,0,"493.902","-80.7881","1304.08","-1.95225","39.4794","-93.0698"
693,0,"505.583","-85.9882","1313.47","-2.30114","41.4785","-93.5989"
694,0,"517.497","-90.7937","1321.85","-2.58261","43.3984","-94.0019"
695,0,"530.353","-94.5703","1329.63","-2.62822","45.1151","-94.038"
696,0,"542.239","-99.4708","1336.28","-2.89798","46.792","-94.3972"
697,0,"552.96","-105.241","1341.6","-3.38607","48.5995","-95.1476"
698,0,"493.95","-16.1807","1290.18","-99.3566","-29.3712","49.7386"
699,0,"504.805","-20.1058","1296.66","-98.2807","-27.9901","50.1183"
700,0,"516.129","-23.8781","1302.45","-97.2398","-26.6801","50.3109"
701,0,"597.58","-125.783","1356.43","-5.14261","54.5738","-97.0566"
702,0,"608.223","-130.424","1358.2","-5.10403","56.2148","-97.7208"
703,0,"618.562","-135.063","1359.39","-4.90577","57.7804","-98.5499"
704,0,"628.051","-140.111","1359.83","-4.61747","59.4349","-99.6542"
705,0,"636.906","-145.552","1359.66","-4.39134","61.085","-100.943"
706,0,"645.955","-150.672","1358.95","-4.07255","62.6585","-102.145"
707,0,"655.93","-154.897","1358.2","-3.64175","63.9043","-102.981"
708,0,"666.5","-158.708","1357.23","-3.08819","64.9067","-103.613"
709,0,"676.39","-162.942","1355.75","-2.43237","65.8925","-104.488"
710,0,"685.303","-167.731","1353.98","-1.75301","66.8204","-105.695"
711,0,"693.43","-172.774","1351.79","-1.09485","67.6828","-107.06"
712,0,"701.863","-177.616","1349.41","-0.545952","68.2854","-108.231"
713,0,"710.854","-181.997","1346.82","0.0612903","68.6559","-109.145"
714,0,"719.69","-186.332","1344","0.682665","68.9058","-110.05"
715,0,"727.458","-190.866","1340.85","1.33792","69.1855","-111.213"
716,0,"735.784","-194.668","1337.49","2.22165","69.3911","-112.085"
717,0,"744.577","-197.898","1333.9","3.25914","69.5257","-112.676"
718,0,"752.362","-201","1329.93","4.20691","69.7727","-113.379"
719,0,"759.233","-204.045","1325.74","4.74682","70.0411","-114.127"
720,0,"765.43","-206.29","1321.16","5.08732","70.5363","-114.719"
721,0,"771.147","-207.105","1315.85","5.36531","71.4419","-114.91"
722,0,"775.046","-207.48","1309.88","5.25377","72.7216","-115.2"
723,0,"735.289","-149.706","1673.21","98.5013","-20.1921","27.9036"
724,0,"744.877","-155.068","1668.08","99.5876","-20.191","26.5952"
725,0,"753.094","-161.211","1662.47","100.901","-20.2175","25.6764"
726,0,"759.42","-167.466","1656.73","102.303","-20.3897","25.3056"
727,0,"768.027","-173.918","1650.79","103.819","-20.24","24.0833"
728,0,"775.801","-180.242","1644.49","105.287","-20.1403","22.8344"
729,0,"784.412","-187.455","1637.8","106.997","-19.8844","21.1647"
730,0,"756.719","-62.5417","1632.2","-22.6067","-132.678","-92.944"
731,0,"761.314","-62.2394","1629.18","-22.4564","-132.382","-92.0881"
732,0,"794.52","-193.027","1251.25","1.60367","87.4846","-113.075"
733,0,"797.265","-193.423","1249.09","1.75702","87.5033","-113.625"
734,0,"800.081","-192.495","1247.1","2.30397","87.7588","-113.909"
735,0,"801.753","-191.359","1245.31","2.64425","88.1538","-114.325"
736,0,"802.954","-189.51","1243.59","2.57563","88.6078","-114.365"
737,0,"805.456","-188.138","1242.92","2.47623","88.6676","-114.221"
738,0,"805.365","-185.801","1242.15","2.17284","89.2898","-114.303"
739,0,"804.739","-184.529","1242.25","1.22548","89.807","-114.281"
740,0,"804.137","-181.776","1243.2","1.00077","90.5049","-114.348"
741,0,"805.525","-180.361","1244.86","0.593834","90.4641","-114.057"
742,0,"807.242","-178.237","1246.95","1.09418","90.6526","-114.115"
